Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
Fists of the White Lotus,https://www.imdb.com/title/tt0080905/,7.3,1315,95.0,"['Action', 'Drama']",PG-13,,IMDB
Erkek GÃ¼zeli Sefil Bilo,https://www.imdb.com/title/tt1134817/,6.9,2234,80.0,"['Comedy', 'Drama']",,,IMDB
Ne Olacak Simdi,https://www.imdb.com/title/tt0469802/,7.6,2555,83.0,"['Comedy', 'Romance']",,,IMDB
Umudumuz Saban,https://www.imdb.com/title/tt0253860/,7.2,3009,83.0,['Comedy'],,,IMDB
Sark BÃ¼lbÃ¼lÃ¼,https://www.imdb.com/title/tt0253637/,7.6,3625,89.0,"['Comedy', 'Drama']",,,IMDB
Korkusuz Korkak,https://www.imdb.com/title/tt0252611/,8.1,5558,77.0,"['Adventure', 'Comedy']",,,IMDB
Dokunmayin Sabanima,https://www.imdb.com/title/tt0252389/,7.3,3629,79.0,"['Comedy', 'Romance']",,,IMDB
BekÃ§iler Krali,https://www.imdb.com/title/tt0252269/,7.7,5698,82.0,['Comedy'],,,IMDB
Return of the Secaucus Seven,https://www.imdb.com/title/tt0081420/,6.9,1884,104.0,['Drama'],R,,IMDB
Savage Weekend,https://www.imdb.com/title/tt0079855/,4.5,1259,88.0,['Horror'],R,,IMDB
Arrebato,https://www.imdb.com/title/tt0078797/,7.0,2031,105.0,"['Drama', 'Fantasy', 'Horror']",,,IMDB
Olsen-banden overgiver sig aldrig,https://www.imdb.com/title/tt0079662/,6.9,1433,108.0,"['Comedy', 'Crime', 'Family']",Not Rated,,IMDB
Going in Style,https://www.imdb.com/title/tt0079219/,7.1,2817,97.0,"['Comedy', 'Crime', 'Drama']",PG,65.0,IMDB
Scavenger Hunt,https://www.imdb.com/title/tt0079858/,6.0,2401,116.0,['Comedy'],PG,,IMDB
Cuba,https://www.imdb.com/title/tt0079013/,5.7,2350,122.0,"['Adventure', 'Romance', 'Thriller']",R,,IMDB
Being There,https://www.imdb.com/title/tt0078841/,8.0,63960,130.0,"['Comedy', 'Drama']",PG,83.0,IMDB
Roller Boogie,https://www.imdb.com/title/tt0079822/,4.5,1545,103.0,"['Drama', 'Music']",PG,,IMDB
The Magnificent Butcher,https://www.imdb.com/title/tt0079472/,7.3,2110,108.0,"['Action', 'Comedy', 'Drama']",PG-13,,IMDB
I... comme Icare,https://www.imdb.com/title/tt0079322/,7.9,3475,120.0,"['Crime', 'Drama', 'Mystery']",,,IMDB
Buffet froid,https://www.imdb.com/title/tt0078913/,7.4,4861,89.0,"['Comedy', 'Crime']",Not Rated,,IMDB
The Human Factor,https://www.imdb.com/title/tt0080903/,6.1,1206,115.0,"['Drama', 'Romance', 'Thriller']",R,62.0,IMDB
The Black Hole,https://www.imdb.com/title/tt0078869/,6.0,22808,98.0,"['Action', 'Sci-Fi']",PG,52.0,IMDB
Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/,7.8,128897,105.0,['Drama'],PG,77.0,IMDB
The Electric Horseman,https://www.imdb.com/title/tt0079100/,6.4,7249,121.0,"['Comedy', 'Drama', 'Romance']",PG,64.0,IMDB
All That Jazz,https://www.imdb.com/title/tt0078754/,7.9,27039,123.0,"['Drama', 'Music', 'Musical']",R,72.0,IMDB
Lupin the 3rd: Castle of Cagliostro,https://www.imdb.com/title/tt0079833/,7.7,25749,102.0,"['Animation', 'Adventure', 'Family']",PG-13,71.0,IMDB
The Jerk,https://www.imdb.com/title/tt0079367/,7.2,51930,94.0,['Comedy'],R,61.0,IMDB
"Du Ã¤r inte klok, Madicken",https://www.imdb.com/title/tt0079087/,6.5,1511,104.0,"['Comedy', 'Drama', 'Family']",,,IMDB
1941,https://www.imdb.com/title/tt0078723/,5.8,30722,118.0,"['Action', 'Comedy', 'War']",PG,34.0,IMDB
Star Trek: The Motion Picture,https://www.imdb.com/title/tt0079945/,6.4,79545,132.0,"['Adventure', 'Mystery', 'Sci-Fi']",G,48.0,IMDB
Bear Island,https://www.imdb.com/title/tt0078836/,5.9,2016,118.0,"['Action', 'Adventure', 'Mystery']",PG,,IMDB
I'm for the Hippopotamus,https://www.imdb.com/title/tt0079351/,6.7,7675,92.0,"['Action', 'Adventure', 'Comedy']",,,IMDB
Don't Go in the House,https://www.imdb.com/title/tt0080646/,5.7,3665,82.0,['Horror'],R,,IMDB
The Day Time Ended,https://www.imdb.com/title/tt0080596/,3.5,1398,79.0,"['Adventure', 'Horror', 'Sci-Fi']",PG,,IMDB
Fascination,https://www.imdb.com/title/tt0079135/,6.1,2405,80.0,['Horror'],Not Rated,,IMDB
French Fried Vacation 2,https://www.imdb.com/title/tt0078907/,7.5,7281,90.0,['Comedy'],Not Rated,,IMDB
Last Hurrah for Chivalry,https://www.imdb.com/title/tt0077655/,7.1,1360,106.0,"['Action', 'Drama']",Not Rated,,IMDB
The Silent Scream,https://www.imdb.com/title/tt0081515/,5.9,1377,87.0,"['Horror', 'Thriller']",R,,IMDB
Beyond the Darkness,https://www.imdb.com/title/tt0078916/,6.3,4264,94.0,['Horror'],Not Rated,,IMDB
The Rose,https://www.imdb.com/title/tt0079826/,7.0,7652,125.0,"['Drama', 'Music', 'Romance']",R,67.0,IMDB
Don Giovanni,https://www.imdb.com/title/tt0079063/,7.6,1077,176.0,"['Drama', 'Music']",,,IMDB
The Great Alligator,https://www.imdb.com/title/tt0079156/,4.5,1003,89.0,['Horror'],Not Rated,,IMDB
The Kid with the Golden Arm,https://www.imdb.com/title/tt0079372/,7.1,1290,75.0,"['Action', 'Drama']",R,,IMDB
Microwave Massacre,https://www.imdb.com/title/tt0085937/,4.2,2090,76.0,"['Comedy', 'Horror']",Not Rated,,IMDB
The Great Santini,https://www.imdb.com/title/tt0079239/,7.2,5528,115.0,['Drama'],PG,64.0,IMDB
Tess,https://www.imdb.com/title/tt0080009/,7.3,14781,170.0,"['Drama', 'Romance']",PG,82.0,IMDB
Meteor,https://www.imdb.com/title/tt0079550/,5.0,6456,108.0,"['Action', 'Drama', 'Sci-Fi']",PG,27.0,IMDB
The Jesus Film,https://www.imdb.com/title/tt0079368/,7.1,2085,117.0,"['Biography', 'Drama', 'Family']",G,,IMDB
The Black Stallion,https://www.imdb.com/title/tt0078872/,7.3,11406,118.0,"['Adventure', 'Family', 'Sport']",G,84.0,IMDB
Starting Over,https://www.imdb.com/title/tt0079948/,6.5,2236,105.0,"['Comedy', 'Romance']",R,64.0,IMDB
10,https://www.imdb.com/title/tt0078721/,6.1,14899,122.0,"['Comedy', 'Romance']",Approved,68.0,IMDB
Disco Godfather,https://www.imdb.com/title/tt0074412/,5.4,1178,93.0,"['Action', 'Crime', 'Drama']",R,,IMDB
Thirst,https://www.imdb.com/title/tt0080016/,5.8,1190,93.0,"['Drama', 'Horror', 'Mystery']",R,,IMDB
Yanks,https://www.imdb.com/title/tt0080157/,6.4,3045,138.0,"['Drama', 'War']",R,,IMDB
Mama Turns 100,https://www.imdb.com/title/tt0079517/,7.3,1055,100.0,"['Comedy', 'Drama', 'Fantasy']",Not Rated,,IMDB
And Justice for All,https://www.imdb.com/title/tt0078718/,7.4,29920,119.0,"['Crime', 'Drama', 'Thriller']",R,58.0,IMDB
The Bugs Bunny/Road-Runner Movie,https://www.imdb.com/title/tt0078915/,7.3,3619,98.0,"['Animation', 'Comedy', 'Family']",G,,IMDB
Scum,https://www.imdb.com/title/tt0079871/,7.6,9843,98.0,"['Crime', 'Drama']",R,,IMDB
Time After Time,https://www.imdb.com/title/tt0080025/,7.1,14890,112.0,"['Adventure', 'Drama', 'Sci-Fi']",PG,69.0,IMDB
The Onion Field,https://www.imdb.com/title/tt0079668/,6.8,4413,122.0,"['Crime', 'Drama']",R,57.0,IMDB
Camera Buff,https://www.imdb.com/title/tt0078763/,7.9,6084,112.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB
The Clonus Horror,https://www.imdb.com/title/tt0078062/,3.8,2196,90.0,"['Horror', 'Romance', 'Sci-Fi']",R,,IMDB
Osenniy marafon,https://www.imdb.com/title/tt0079679/,7.9,2740,90.0,"['Comedy', 'Drama', 'Romance']",,,IMDB
Luna,https://www.imdb.com/title/tt0079495/,6.5,4175,142.0,['Drama'],R,,IMDB
'Hukkunud Alpinisti' hotell,https://www.imdb.com/title/tt0204526/,6.8,1122,80.0,"['Crime', 'Drama', 'Sci-Fi']",,,IMDB
Zombie,https://www.imdb.com/title/tt0080057/,6.9,24849,91.0,['Horror'],R,54.0,IMDB
When a Stranger Calls,https://www.imdb.com/title/tt0080130/,6.5,9324,97.0,"['Horror', 'Mystery', 'Thriller']",R,58.0,IMDB
Black Stone,https://www.imdb.com/title/tt0079386/,7.7,2058,176.0,"['Action', 'Drama', 'History']",Not Rated,,IMDB
The Seduction of Joe Tynan,https://www.imdb.com/title/tt0079875/,6.0,1508,108.0,['Drama'],R,,IMDB
Monty Python's Life of Brian,https://www.imdb.com/title/tt0079470/,8.1,357932,94.0,['Comedy'],R,77.0,IMDB
Caligula,https://www.imdb.com/title/tt0080491/,5.4,32908,156.0,"['Drama', 'History']",Not Rated,,IMDB
Uno sceriffo extraterrestre... poco extra e molto terrestre,https://www.imdb.com/title/tt0079859/,6.2,3402,95.0,"['Action', 'Comedy', 'Family']",,,IMDB
Doing Time,https://www.imdb.com/title/tt0079738/,7.2,2588,93.0,"['Comedy', 'Crime']",,,IMDB
Mission Galactica: The Cylon Attack,https://www.imdb.com/title/tt0077937/,7.1,1476,108.0,"['Action', 'Adventure', 'Sci-Fi']",,,IMDB
Ginga tetsudÃ´ Three-Nine,https://www.imdb.com/title/tt0080772/,7.4,1821,129.0,"['Animation', 'Action', 'Adventure']",PG,,IMDB
North Dallas Forty,https://www.imdb.com/title/tt0079640/,7.0,4573,119.0,"['Comedy', 'Drama', 'Sport']",R,80.0,IMDB
More American Graffiti,https://www.imdb.com/title/tt0079576/,5.3,3970,110.0,"['Comedy', 'Drama', 'War']",PG,44.0,IMDB
The Concorde... Airport '79,https://www.imdb.com/title/tt0078740/,4.5,5448,113.0,"['Action', 'Drama', 'Thriller']",PG,39.0,IMDB
The Amityville Horror,https://www.imdb.com/title/tt0078767/,6.3,34299,117.0,['Horror'],R,28.0,IMDB
The Villain,https://www.imdb.com/title/tt0080097/,5.4,6403,89.0,"['Comedy', 'Western']",PG,22.0,IMDB
Tim,https://www.imdb.com/title/tt0080024/,6.4,3053,109.0,"['Drama', 'Romance']",Not Rated,,IMDB
Dracula,https://www.imdb.com/title/tt0079073/,6.5,8841,109.0,"['Drama', 'Horror', 'Romance']",R,67.0,IMDB
Breaking Away,https://www.imdb.com/title/tt0078902/,7.7,21214,101.0,"['Comedy', 'Drama', 'Romance']",PG,91.0,IMDB
Over the Edge,https://www.imdb.com/title/tt0079688/,7.4,5888,95.0,"['Crime', 'Drama']",PG,67.0,IMDB
The Frisco Kid,https://www.imdb.com/title/tt0079180/,6.4,8314,119.0,"['Comedy', 'Drama', 'Western']",PG,38.0,IMDB
Avalanche Express,https://www.imdb.com/title/tt0078812/,5.0,1177,88.0,"['Action', 'Thriller']",PG,,IMDB
The Wanderers,https://www.imdb.com/title/tt0080117/,7.4,9809,112.0,['Drama'],R,64.0,IMDB
Wanda Nevada,https://www.imdb.com/title/tt0080116/,5.6,1127,107.0,"['Comedy', 'Mystery', 'Romance']",PG,,IMDB
Killer Fish,https://www.imdb.com/title/tt0077800/,4.1,1616,101.0,"['Horror', 'Sci-Fi', 'Thriller']",PG,,IMDB
Bloodline,https://www.imdb.com/title/tt0078879/,4.6,1396,116.0,"['Crime', 'Drama', 'Mystery']",R,,IMDB
Meatballs,https://www.imdb.com/title/tt0079540/,6.2,18626,94.0,['Comedy'],PG,60.0,IMDB
The Apple Dumpling Gang Rides Again,https://www.imdb.com/title/tt0078790/,6.2,2391,88.0,"['Comedy', 'Family', 'Western']",G,37.0,IMDB
Moonraker,https://www.imdb.com/title/tt0079574/,6.3,88272,126.0,"['Action', 'Adventure', 'Sci-Fi']",PG,66.0,IMDB
Nightwing,https://www.imdb.com/title/tt0079631/,5.0,1061,105.0,['Horror'],PG,,IMDB
The Main Event,https://www.imdb.com/title/tt0079510/,5.6,2594,112.0,"['Comedy', 'Romance', 'Sport']",PG,,IMDB
Escape from Alcatraz,https://www.imdb.com/title/tt0079116/,7.6,115674,112.0,"['Biography', 'Crime', 'Drama']",PG,76.0,IMDB
Prophecy,https://www.imdb.com/title/tt0079758/,5.5,4297,102.0,"['Horror', 'Sci-Fi', 'Thriller']",PG,41.0,IMDB
The In-Laws,https://www.imdb.com/title/tt0079336/,7.3,7330,103.0,"['Action', 'Adventure', 'Comedy']",PG,,IMDB
The Driller Killer,https://www.imdb.com/title/tt0079082/,5.1,6431,96.0,"['Drama', 'Horror', 'Thriller']",Not Rated,66.0,IMDB
Butch and Sundance: The Early Days,https://www.imdb.com/title/tt0078919/,5.7,1277,115.0,"['Comedy', 'Western']",PG,,IMDB
Rocky II,https://www.imdb.com/title/tt0079817/,7.3,186397,119.0,"['Drama', 'Sport']",PG,61.0,IMDB
Mr. Natwarlal,https://www.imdb.com/title/tt0079584/,6.6,1272,148.0,"['Action', 'Comedy', 'Romance']",,,IMDB
Siberiade,https://www.imdb.com/title/tt0079907/,8.0,1840,206.0,"['Drama', 'History', 'Romance']",,,IMDB
My Brilliant Career,https://www.imdb.com/title/tt0079596/,7.1,3604,100.0,"['Biography', 'Drama', 'Romance']",G,77.0,IMDB
The Muppet Movie,https://www.imdb.com/title/tt0079588/,7.6,31764,95.0,"['Adventure', 'Comedy', 'Family']",G,74.0,IMDB
The Lady Vanishes,https://www.imdb.com/title/tt0079428/,6.0,2275,95.0,"['Action', 'Comedy', 'Mystery']",PG,,IMDB
H.O.T.S.,https://www.imdb.com/title/tt0079257/,4.6,1662,98.0,['Comedy'],R,,IMDB
Greasy Kid Stuff,https://www.imdb.com/title/tt0079218/,5.7,1486,100.0,"['Comedy', 'Romance']",R,,IMDB
The Prisoner of Zenda,https://www.imdb.com/title/tt0079753/,5.2,1043,108.0,"['Adventure', 'Comedy']",PG,,IMDB
The Brood,https://www.imdb.com/title/tt0078908/,6.9,24522,92.0,"['Horror', 'Sci-Fi']",R,63.0,IMDB
Alien,https://www.imdb.com/title/tt0078748/,8.4,765614,117.0,"['Horror', 'Sci-Fi']",R,89.0,IMDB
Wise Blood,https://www.imdb.com/title/tt0080140/,7.1,4907,106.0,"['Comedy', 'Drama']",PG,84.0,IMDB
Woyzeck,https://www.imdb.com/title/tt0080149/,7.1,8626,82.0,['Drama'],Not Rated,,IMDB
Apocalypse Now,https://www.imdb.com/title/tt0078788/,8.4,588391,147.0,"['Drama', 'Mystery', 'War']",R,94.0,IMDB
Hanover Street,https://www.imdb.com/title/tt0079268/,6.0,4547,109.0,"['Action', 'Adventure', 'Drama']",PG,32.0,IMDB
A Force of One,https://www.imdb.com/title/tt0079168/,5.2,3311,90.0,"['Action', 'Crime', 'Drama']",PG,51.0,IMDB
Beyond the Poseidon Adventure,https://www.imdb.com/title/tt0078856/,4.7,4642,114.0,"['Action', 'Adventure']",PG,22.0,IMDB
Five Evenings,https://www.imdb.com/title/tt0079764/,7.6,1029,103.0,"['Drama', 'Romance']",,,IMDB
Zulu Dawn,https://www.imdb.com/title/tt0080180/,6.7,6201,98.0,"['Adventure', 'Drama', 'History']",PG,,IMDB
Quadrophenia,https://www.imdb.com/title/tt0079766/,7.3,16695,120.0,"['Drama', 'Music']",R,79.0,IMDB
The Third Generation,https://www.imdb.com/title/tt0079083/,6.9,2005,111.0,"['Crime', 'Drama']",,,IMDB
Winter Kills,https://www.imdb.com/title/tt0080139/,6.1,2213,97.0,"['Comedy', 'Drama', 'Mystery']",R,,IMDB
The Killer Nun,https://www.imdb.com/title/tt0078343/,5.0,1535,88.0,"['Horror', 'Mystery', 'Thriller']",Not Rated,,IMDB
Last Embrace,https://www.imdb.com/title/tt0079437/,6.1,2405,102.0,"['Mystery', 'Romance', 'Thriller']",R,,IMDB
The Tin Drum,https://www.imdb.com/title/tt0078875/,7.5,21769,142.0,"['Drama', 'War']",R,63.0,IMDB
Beneath the Valley of the Ultra-Vixens,https://www.imdb.com/title/tt0078846/,5.6,2808,93.0,['Comedy'],,,IMDB
Saint Jack,https://www.imdb.com/title/tt0079843/,7.0,1714,112.0,['Drama'],R,,IMDB
A Little Romance,https://www.imdb.com/title/tt0079477/,7.5,5147,110.0,"['Adventure', 'Comedy', 'Romance']",PG,52.0,IMDB
The Dark,https://www.imdb.com/title/tt0079027/,4.3,1217,92.0,"['Horror', 'Sci-Fi', 'Thriller']",R,,IMDB
SÃ©rie noire,https://www.imdb.com/title/tt0079980/,7.6,2512,111.0,"['Crime', 'Drama']",Not Rated,,IMDB
Long quan,https://www.imdb.com/title/tt0079484/,6.2,1937,97.0,"['Action', 'Drama']",Not Rated,,IMDB
Vengeance Is Mine,https://www.imdb.com/title/tt0079182/,7.8,5651,139.0,"['Crime', 'Drama']",Not Rated,,IMDB
Rock 'n' Roll High School,https://www.imdb.com/title/tt0079813/,6.7,8762,93.0,"['Comedy', 'Music']",PG,70.0,IMDB
Gol Maal,https://www.imdb.com/title/tt0079221/,8.6,17191,120.0,"['Comedy', 'Romance']",Not Rated,,IMDB
Manhattan,https://www.imdb.com/title/tt0079522/,7.9,128763,96.0,"['Comedy', 'Drama', 'Romance']",R,83.0,IMDB
Baton Baton Mein,https://www.imdb.com/title/tt0157339/,7.6,1014,112.0,"['Comedy', 'Romance']",,,IMDB
Love at First Bite,https://www.imdb.com/title/tt0079489/,6.2,5190,96.0,['Comedy'],PG,,IMDB
Za jia xiao zi,https://www.imdb.com/title/tt0080166/,7.3,1132,92.0,"['Action', 'Comedy', 'Drama']",PG-13,,IMDB
Mad Max,https://www.imdb.com/title/tt0079501/,6.9,186668,88.0,"['Action', 'Adventure', 'Sci-Fi']",R,73.0,IMDB
Panny z Wilka,https://www.imdb.com/title/tt0079696/,7.5,1092,118.0,"['Drama', 'Romance']",,,IMDB
Buck Rogers in the 25th Century,https://www.imdb.com/title/tt0077278/,6.7,4972,89.0,"['Action', 'Adventure', 'Sci-Fi']",PG,,IMDB
Flic ou voyou,https://www.imdb.com/title/tt0077563/,6.7,1995,107.0,"['Action', 'Comedy', 'Crime']",PG,,IMDB
The Visitor,https://www.imdb.com/title/tt0080100/,5.2,2892,108.0,"['Horror', 'Sci-Fi']",R,65.0,IMDB
The Champ,https://www.imdb.com/title/tt0078950/,6.9,7641,121.0,"['Drama', 'Sport']",PG,38.0,IMDB
Fast Company,https://www.imdb.com/title/tt0079138/,5.5,1587,91.0,"['Drama', 'Sport']",R,,IMDB
The Riddle of the Sands,https://www.imdb.com/title/tt0079808/,6.4,1083,102.0,"['Adventure', 'Drama', 'Thriller']",PG,,IMDB
Hair,https://www.imdb.com/title/tt0079261/,7.6,34228,121.0,"['Comedy', 'Drama', 'Musical']",PG,68.0,IMDB
The China Syndrome,https://www.imdb.com/title/tt0078966/,7.4,26326,122.0,"['Drama', 'Thriller']",PG,81.0,IMDB
Real Life,https://www.imdb.com/title/tt0079781/,7.0,2519,99.0,['Comedy'],PG,64.0,IMDB
Norma Rae,https://www.imdb.com/title/tt0079638/,7.3,10116,114.0,['Drama'],PG,61.0,IMDB
The Odd Angry Shot,https://www.imdb.com/title/tt0079652/,6.7,1027,92.0,"['Action', 'Comedy', 'War']",Not Rated,,IMDB
Angels' Brigade,https://www.imdb.com/title/tt0078778/,2.0,1657,97.0,"['Action', 'Comedy']",PG,,IMDB
Breakthrough,https://www.imdb.com/title/tt0078320/,5.1,1009,115.0,"['Drama', 'War']",PG,,IMDB
Iskanderija... lih?,https://www.imdb.com/title/tt0077751/,7.4,1282,133.0,['Drama'],Not Rated,,IMDB
The Passage,https://www.imdb.com/title/tt0079700/,6.0,1526,98.0,"['Action', 'Drama', 'War']",R,25.0,IMDB
RepmÃ¥nad eller Hur man gÃ¶r pojkar av mÃ¤n,https://www.imdb.com/title/tt0079794/,6.5,3304,85.0,['Comedy'],,,IMDB
Christ Stopped at Eboli,https://www.imdb.com/title/tt0079010/,7.7,1936,150.0,['Drama'],,,IMDB
Ashanti,https://www.imdb.com/title/tt0078801/,5.4,1663,118.0,"['Action', 'Adventure', 'Drama']",R,,IMDB
The Marriage of Maria Braun,https://www.imdb.com/title/tt0079095/,7.8,11877,120.0,['Drama'],R,,IMDB
Xiao quan guai zhao,https://www.imdb.com/title/tt0079315/,6.7,3961,98.0,"['Comedy', 'Action']",R,,IMDB
Escape to Athena,https://www.imdb.com/title/tt0079117/,5.7,4288,125.0,"['Action', 'Adventure', 'Comedy']",PG,,IMDB
Coup de tÃªte,https://www.imdb.com/title/tt0079002/,7.2,1587,89.0,"['Comedy', 'Drama', 'Sport']",,,IMDB
Quintet,https://www.imdb.com/title/tt0079770/,5.1,2918,118.0,"['Drama', 'Mystery', 'Sci-Fi']",R,,IMDB
The North Avenue Irregulars,https://www.imdb.com/title/tt0079639/,6.8,1036,100.0,"['Action', 'Comedy', 'Crime']",G,,IMDB
Hardcore,https://www.imdb.com/title/tt0079271/,7.0,8655,108.0,"['Crime', 'Drama']",R,63.0,IMDB
Agatha,https://www.imdb.com/title/tt0078736/,6.3,2724,105.0,"['Drama', 'Mystery', 'Thriller']",PG,,IMDB
Nea Marin miliardar,https://www.imdb.com/title/tt0079615/,8.4,3301,88.0,['Comedy'],,,IMDB
The Warriors,https://www.imdb.com/title/tt0080120/,7.6,91438,92.0,"['Action', 'Crime', 'Thriller']",R,65.0,IMDB
Murder by Decree,https://www.imdb.com/title/tt0079592/,6.9,4757,124.0,"['Mystery', 'Thriller']",PG,,IMDB
Tourist Trap,https://www.imdb.com/title/tt0080040/,6.2,7883,90.0,['Horror'],PG,,IMDB
Phantasm,https://www.imdb.com/title/tt0079714/,6.8,31125,89.0,"['Horror', 'Sci-Fi']",R,72.0,IMDB
The Troops & Aliens,https://www.imdb.com/title/tt0079200/,6.3,7357,96.0,"['Comedy', 'Crime', 'Sci-Fi']",,,IMDB
Love and Bullets,https://www.imdb.com/title/tt0079488/,5.8,1607,103.0,"['Action', 'Crime', 'Drama']",PG,,IMDB
Love on the Run,https://www.imdb.com/title/tt0078771/,7.1,5895,94.0,"['Comedy', 'Drama', 'Romance']",PG,,IMDB
Screamers,https://www.imdb.com/title/tt0081467/,5.1,1622,81.0,"['Action', 'Adventure', 'Horror']",R,,IMDB
Nosferatu the Vampyre,https://www.imdb.com/title/tt0079641/,7.5,31269,107.0,"['Drama', 'Horror']",PG,79.0,IMDB
Nacionalna klasa,https://www.imdb.com/title/tt0079606/,8.5,3092,105.0,"['Comedy', 'Drama', 'Sport']",,,IMDB
Joi Baba Felunath,https://www.imdb.com/title/tt0077775/,8.0,1564,112.0,"['Family', 'Adventure', 'Crime']",,,IMDB
Stalker,https://www.imdb.com/title/tt0079944/,8.2,111091,162.0,"['Drama', 'Sci-Fi']",Not Rated,,IMDB
Neseli GÃ¼nler,https://www.imdb.com/title/tt0765833/,8.7,9481,92.0,"['Comedy', 'Drama', 'Family']",,,IMDB
Petrol krallari,https://www.imdb.com/title/tt0282062/,6.8,1123,89.0,['Comedy'],,,IMDB
YÃ¼z Numarali Adam,https://www.imdb.com/title/tt0253970/,7.8,5009,79.0,['Comedy'],,,IMDB
Iyi Aile Ãocugu,https://www.imdb.com/title/tt0253151/,7.2,2546,79.0,['Comedy'],,,IMDB
Inek Saban,https://www.imdb.com/title/tt0253143/,7.6,3704,71.0,"['Comedy', 'Family', 'Romance']",,,IMDB
Terror,https://www.imdb.com/title/tt0141897/,5.1,1141,84.0,['Horror'],R,,IMDB
Absolution,https://www.imdb.com/title/tt0081975/,6.5,1246,95.0,"['Drama', 'Mystery', 'Thriller']",R,,IMDB
Rockers,https://www.imdb.com/title/tt0079815/,7.6,1664,100.0,"['Comedy', 'Drama', 'Music']",,,IMDB
The Herd,https://www.imdb.com/title/tt0078355/,8.3,4176,129.0,['Drama'],Not Rated,,IMDB
Sooteh-Delan,https://www.imdb.com/title/tt0078299/,8.3,1502,111.0,"['Drama', 'Romance']",,,IMDB
Solamente nero,https://www.imdb.com/title/tt0078288/,6.4,1385,109.0,"['Mystery', 'Thriller']",Not Rated,,IMDB
Beauty and the Beast,https://www.imdb.com/title/tt0078054/,7.6,1095,91.0,"['Fantasy', 'Horror', 'Mystery']",,,IMDB
Ice Castles,https://www.imdb.com/title/tt0077716/,6.6,3046,108.0,"['Drama', 'Romance', 'Sport']",PG,51.0,IMDB
Heroes of the East,https://www.imdb.com/title/tt0080172/,7.7,1953,105.0,"['Action', 'Comedy']",R,,IMDB
Zan xian sheng yu zhao qian Hua,https://www.imdb.com/title/tt0078517/,7.3,1119,95.0,"['Action', 'Drama']",R,,IMDB
Moment by Moment,https://www.imdb.com/title/tt0077942/,3.0,1037,102.0,"['Drama', 'Romance']",R,,IMDB
Brass Target,https://www.imdb.com/title/tt0077272/,5.9,1083,111.0,"['Action', 'Drama', 'Mystery']",PG,,IMDB
Starcrash,https://www.imdb.com/title/tt0079946/,4.0,6033,92.0,"['Action', 'Adventure', 'Sci-Fi']",PG,,IMDB
Invasion of the Body Snatchers,https://www.imdb.com/title/tt0077745/,7.4,50687,115.0,"['Horror', 'Sci-Fi']",PG,75.0,IMDB
Can que,https://www.imdb.com/title/tt0077292/,7.4,2171,104.0,"['Action', 'Drama']",R,,IMDB
King of the Gypsies,https://www.imdb.com/title/tt0077807/,6.3,1048,112.0,['Drama'],R,38.0,IMDB
California Suite,https://www.imdb.com/title/tt0077289/,6.2,6374,103.0,"['Comedy', 'Drama', 'Romance']",PG,,IMDB
Rupan sansei,https://www.imdb.com/title/tt0078187/,7.0,1147,102.0,"['Animation', 'Action', 'Adventure']",PG-13,,IMDB
Every Which Way but Loose,https://www.imdb.com/title/tt0077523/,6.4,22629,114.0,"['Action', 'Comedy']",PG,41.0,IMDB
The Great Train Robbery,https://www.imdb.com/title/tt0079240/,6.9,15350,110.0,"['Adventure', 'Crime', 'Drama']",PG,68.0,IMDB
Superman,https://www.imdb.com/title/tt0078346/,7.3,155880,143.0,"['Action', 'Adventure', 'Drama']",PG,80.0,IMDB
The Deer Hunter,https://www.imdb.com/title/tt0077416/,8.1,303168,183.0,"['Drama', 'War']",R,86.0,IMDB
"Co mi zrobisz, jak mnie zlapiesz",https://www.imdb.com/title/tt0077350/,7.6,1469,99.0,['Comedy'],,,IMDB
The Brink's Job,https://www.imdb.com/title/tt0077275/,6.5,2603,104.0,"['Comedy', 'Crime', 'Drama']",PG,,IMDB
Sultan,https://www.imdb.com/title/tt0264051/,7.6,3253,88.0,"['Family', 'Comedy', 'Romance']",,,IMDB
KÃ¶seyi DÃ¶nen Adam,https://www.imdb.com/title/tt0252618/,7.1,2378,82.0,"['Comedy', 'Drama']",,,IMDB
Hababam Sinifi Dokuz Doguruyor,https://www.imdb.com/title/tt0289968/,7.4,7411,88.0,"['Comedy', 'Drama', 'Romance']",,,IMDB
Kibar Feyzo,https://www.imdb.com/title/tt0252597/,8.7,14174,83.0,"['Comedy', 'Romance']",,,IMDB
Orchestra Rehearsal,https://www.imdb.com/title/tt0079759/,7.2,3984,70.0,"['Comedy', 'Drama', 'Music']",R,,IMDB
The Cat and the Canary,https://www.imdb.com/title/tt0077304/,5.6,1161,98.0,"['Comedy', 'Mystery', 'Horror']",PG,,IMDB
The Thirty Nine Steps,https://www.imdb.com/title/tt0078389/,6.6,2211,102.0,"['Crime', 'History', 'Mystery']",PG,,IMDB
Spiritual Kung Fu,https://www.imdb.com/title/tt0078128/,5.9,1861,99.0,"['Action', 'Comedy', 'Fantasy']",PG,,IMDB
