Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
The Ultimate Warrior,https://www.imdb.com/title/tt0073835/,5.7,1856,94.0,"['Action', 'Sci-Fi']",R,,IMDB
Flic Story,https://www.imdb.com/title/tt0072996/,6.9,1908,112.0,"['Crime', 'Drama', 'Thriller']",,,IMDB
Walking Tall Part II,https://www.imdb.com/title/tt0073880/,6.2,1102,109.0,"['Action', 'Biography', 'Crime']",PG,,IMDB
Olsen-banden pÃ¥ sporet,https://www.imdb.com/title/tt0073482/,7.2,1734,105.0,"['Comedy', 'Crime', 'Family']",Not Rated,,IMDB
Take a Hard Ride,https://www.imdb.com/title/tt0073784/,5.8,1037,103.0,['Western'],PG,,IMDB
Three Days of the Condor,https://www.imdb.com/title/tt0073802/,7.4,46607,117.0,"['Mystery', 'Thriller']",R,63.0,IMDB
Black Moon,https://www.imdb.com/title/tt0072709/,6.3,4891,95.0,"['Fantasy', 'Horror', 'Mystery']",R,,IMDB
The Story of Adele H,https://www.imdb.com/title/tt0073114/,7.3,7119,96.0,"['Biography', 'Drama', 'History']",PG,,IMDB
Dog Day Afternoon,https://www.imdb.com/title/tt0072890/,8.0,229966,125.0,"['Biography', 'Crime', 'Drama']",R,86.0,IMDB
The Lost Honor of Katharina Blum,https://www.imdb.com/title/tt0073858/,7.4,3819,106.0,"['Crime', 'Drama']",R,,IMDB
Mitchell,https://www.imdb.com/title/tt0073396/,2.6,4246,97.0,"['Action', 'Crime', 'Drama']",R,,IMDB
Tarzoon: Shame of the Jungle,https://www.imdb.com/title/tt0073691/,5.1,1076,85.0,"['Adventure', 'Animation', 'Comedy']",R,,IMDB
Hard Times,https://www.imdb.com/title/tt0073092/,7.3,9107,93.0,"['Crime', 'Drama', 'Sport']",PG,69.0,IMDB
Royal Flash,https://www.imdb.com/title/tt0073639/,6.5,1929,102.0,"['Adventure', 'Comedy', 'History']",PG,,IMDB
The Story of O,https://www.imdb.com/title/tt0073115/,5.4,5593,97.0,['Drama'],,,IMDB
FlÃ¥klypa Grand Prix,https://www.imdb.com/title/tt0073000/,8.5,12234,88.0,"['Animation', 'Comedy', 'Family']",G,,IMDB
Strip Nude for Your Killer,https://www.imdb.com/title/tt0073470/,5.7,2055,98.0,"['Mystery', 'Thriller']",Not Rated,,IMDB
The Old Gun,https://www.imdb.com/title/tt0073864/,7.7,3572,103.0,"['Drama', 'Thriller', 'War']",R,,IMDB
Coonskin,https://www.imdb.com/title/tt0071361/,6.6,2552,100.0,"['Animation', 'Action', 'Comedy']",R,,IMDB
Ilsa: She Wolf of the SS,https://www.imdb.com/title/tt0071650/,5.1,6932,96.0,"['Drama', 'Horror', 'Thriller']",R,,IMDB
Sholay,https://www.imdb.com/title/tt0073707/,8.2,50040,162.0,"['Action', 'Adventure', 'Comedy']",Not Rated,,IMDB
The Rocky Horror Picture Show,https://www.imdb.com/title/tt0073629/,7.4,128444,100.0,"['Comedy', 'Musical']",R,58.0,IMDB
The Four of the Apocalypse...,https://www.imdb.com/title/tt0073594/,6.4,2266,87.0,"['Fantasy', 'Western']",Not Rated,,IMDB
Night of the Seagulls,https://www.imdb.com/title/tt0073461/,5.8,1633,89.0,['Horror'],R,,IMDB
Picnic at Hanging Rock,https://www.imdb.com/title/tt0073540/,7.5,32638,115.0,"['Drama', 'Mystery']",PG,81.0,IMDB
"Farewell, My Lovely",https://www.imdb.com/title/tt0072973/,7.1,6472,95.0,"['Crime', 'Mystery', 'Thriller']",R,70.0,IMDB
Infra-Man,https://www.imdb.com/title/tt0073168/,6.3,1813,90.0,"['Action', 'Sci-Fi']",PG,,IMDB
OtobÃ¼s,https://www.imdb.com/title/tt0212408/,7.5,1786,87.0,"['Comedy', 'Crime', 'Drama']",,,IMDB
Xala,https://www.imdb.com/title/tt0073915/,6.7,1570,123.0,"['Comedy', 'Drama']",,,IMDB
Overlord,https://www.imdb.com/title/tt0073502/,7.1,2551,83.0,"['Drama', 'History', 'War']",Not Rated,88.0,IMDB
The Dragon Flies,https://www.imdb.com/title/tt0073343/,6.6,1211,111.0,"['Action', 'Drama', 'Adventure']",R,,IMDB
The Devil's Rain,https://www.imdb.com/title/tt0072869/,5.1,3093,86.0,['Horror'],PG,,IMDB
Dersu Uzala,https://www.imdb.com/title/tt0071411/,8.3,22875,142.0,"['Adventure', 'Biography', 'Drama']",G,,IMDB
Amici miei,https://www.imdb.com/title/tt0072637/,8.1,6406,140.0,"['Comedy', 'Drama']",R,,IMDB
White Line Fever,https://www.imdb.com/title/tt0073896/,6.2,1451,90.0,"['Action', 'Crime', 'Drama']",PG,,IMDB
Manila in the Claws of Light,https://www.imdb.com/title/tt0073363/,7.8,1370,125.0,"['Drama', 'Mystery']",TV-14,,IMDB
One of Our Dinosaurs Is Missing,https://www.imdb.com/title/tt0075016/,6.0,1564,100.0,"['Family', 'Adventure', 'Comedy']",G,,IMDB
Mother KÃ¼sters Goes to Heaven,https://www.imdb.com/title/tt0073424/,7.6,1698,108.0,['Drama'],,,IMDB
Bucktown,https://www.imdb.com/title/tt0072747/,6.2,1067,94.0,"['Action', 'Crime', 'Drama']",R,,IMDB
The Apple Dumpling Gang,https://www.imdb.com/title/tt0072653/,6.5,4918,100.0,"['Comedy', 'Family', 'Western']",G,59.0,IMDB
Doc Savage: The Man of Bronze,https://www.imdb.com/title/tt0072886/,5.7,1698,100.0,"['Action', 'Adventure', 'Comedy']",G,,IMDB
Race with the Devil,https://www.imdb.com/title/tt0073600/,6.6,5539,88.0,"['Action', 'Horror', 'Thriller']",PG,53.0,IMDB
Rollerball,https://www.imdb.com/title/tt0073631/,6.6,21836,125.0,"['Action', 'Sci-Fi', 'Sport']",R,56.0,IMDB
The Drowning Pool,https://www.imdb.com/title/tt0072912/,6.5,4615,108.0,"['Crime', 'Drama', 'Mystery']",PG,48.0,IMDB
Cooley High,https://www.imdb.com/title/tt0072820/,7.2,4033,107.0,"['Comedy', 'Drama', 'Romance']",PG,72.0,IMDB
Mili,https://www.imdb.com/title/tt0073391/,7.5,1210,150.0,"['Drama', 'Romance', 'Family']",Not Rated,,IMDB
Jaws,https://www.imdb.com/title/tt0073195/,8.0,534166,124.0,"['Adventure', 'Thriller']",PG,87.0,IMDB
Nashville,https://www.imdb.com/title/tt0073440/,7.7,23017,160.0,"['Comedy', 'Drama', 'Music']",R,96.0,IMDB
Love and Death,https://www.imdb.com/title/tt0073312/,7.7,35111,85.0,"['Comedy', 'War']",PG,89.0,IMDB
Posse,https://www.imdb.com/title/tt0073559/,6.5,1813,92.0,['Western'],PG,,IMDB
The Ghoul,https://www.imdb.com/title/tt0073042/,5.2,1406,88.0,"['Horror', 'Thriller']",R,,IMDB
India Song,https://www.imdb.com/title/tt0073166/,6.3,1673,120.0,"['Drama', 'Fantasy', 'Romance']",,,IMDB
The Hiding Place,https://www.imdb.com/title/tt0073109/,7.5,1731,150.0,"['Biography', 'Drama', 'History']",PG,,IMDB
The Wind and the Lion,https://www.imdb.com/title/tt0073906/,6.9,7959,119.0,"['Action', 'Adventure', 'Drama']",PG,,IMDB
The Eiger Sanction,https://www.imdb.com/title/tt0072926/,6.4,17090,129.0,"['Action', 'Crime', 'Thriller']",Approved,61.0,IMDB
The Return of the Pink Panther,https://www.imdb.com/title/tt0072081/,7.1,24481,113.0,"['Comedy', 'Crime', 'Mystery']",G,61.0,IMDB
The Fortune,https://www.imdb.com/title/tt0073008/,5.7,2221,88.0,"['Comedy', 'Crime', 'Romance']",PG,,IMDB
The Romantic Englishwoman,https://www.imdb.com/title/tt0073634/,6.2,1123,116.0,"['Comedy', 'Drama', 'Romance']",R,,IMDB
Lips of Blood,https://www.imdb.com/title/tt0073324/,6.1,1316,88.0,['Horror'],Not Rated,,IMDB
French Connection II,https://www.imdb.com/title/tt0073018/,6.8,16280,119.0,"['Action', 'Crime', 'Drama']",R,68.0,IMDB
Fox and His Friends,https://www.imdb.com/title/tt0072976/,7.7,4968,123.0,"['Drama', 'Romance']",Not Rated,,IMDB
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",https://www.imdb.com/title/tt0073198/,7.8,6926,202.0,['Drama'],Not Rated,,IMDB
O thiasos,https://www.imdb.com/title/tt0073800/,8.0,3328,230.0,"['Drama', 'History', 'Music']",,,IMDB
Oni srazhalis za rodinu,https://www.imdb.com/title/tt0073488/,8.0,2237,137.0,"['Drama', 'War']",,,IMDB
Mandingo,https://www.imdb.com/title/tt0073349/,6.3,3284,127.0,"['Drama', 'History', 'Romance']",R,,IMDB
The Day of the Locust,https://www.imdb.com/title/tt0072848/,7.1,5014,144.0,"['Drama', 'Thriller']",R,,IMDB
Bizim Aile,https://www.imdb.com/title/tt0456047/,8.4,5564,88.0,"['Comedy', 'Drama', 'Family']",,,IMDB
Maggie's Stiletto Sisters,https://www.imdb.com/title/tt0073778/,6.6,3138,91.0,"['Action', 'Crime', 'Drama']",R,,IMDB
Hababam Sinifi,https://www.imdb.com/title/tt0252487/,9.3,36152,87.0,"['Comedy', 'Drama']",,,IMDB
Sharon's Baby,https://www.imdb.com/title/tt0072867/,4.1,1075,95.0,['Horror'],R,,IMDB
Death Race 2000,https://www.imdb.com/title/tt0072856/,6.2,24039,80.0,"['Action', 'Comedy', 'Sci-Fi']",R,59.0,IMDB
Dolemite,https://www.imdb.com/title/tt0072895/,5.8,5138,90.0,"['Action', 'Comedy', 'Crime']",R,67.0,IMDB
Bite the Bullet,https://www.imdb.com/title/tt0072705/,6.7,4633,132.0,"['Action', 'Adventure', 'Western']",PG,,IMDB
The Reincarnation of Peter Proud,https://www.imdb.com/title/tt0073615/,6.5,1585,105.0,"['Horror', 'Mystery']",R,,IMDB
Section spÃ©ciale,https://www.imdb.com/title/tt0073679/,7.8,1025,110.0,"['Drama', 'History', 'Thriller']",PG,,IMDB
Capone,https://www.imdb.com/title/tt0072761/,5.7,2597,101.0,"['Biography', 'Crime', 'Drama']",R,,IMDB
Hush Hush,https://www.imdb.com/title/tt0072783/,8.4,11220,146.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB
Peur sur la ville,https://www.imdb.com/title/tt0073535/,7.0,2957,91.0,"['Action', 'Thriller', 'Drama']",R,,IMDB
Last Stop on the Night Train,https://www.imdb.com/title/tt0073836/,6.2,2473,94.0,"['Horror', 'Thriller']",R,,IMDB
Supervixens,https://www.imdb.com/title/tt0073768/,6.0,4115,106.0,['Comedy'],Not Rated,,IMDB
Delisin,https://www.imdb.com/title/tt0976030/,6.9,1972,75.0,"['Comedy', 'Romance']",,,IMDB
Saskin Damat,https://www.imdb.com/title/tt0253639/,6.9,2221,78.0,['Comedy'],,,IMDB
Trip with the Teacher,https://www.imdb.com/title/tt0070834/,4.5,1182,91.0,"['Crime', 'Drama', 'Horror']",R,,IMDB
Fantozzi,https://www.imdb.com/title/tt0071486/,7.9,5436,108.0,['Comedy'],PG-13,,IMDB
"'Sheba, Baby'",https://www.imdb.com/title/tt0073697/,5.8,1213,90.0,"['Action', 'Crime', 'Drama']",PG,,IMDB
Dirty Hands,https://www.imdb.com/title/tt0073169/,7.0,1720,125.0,"['Crime', 'Thriller']",R,,IMDB
Let Joy Reign Supreme,https://www.imdb.com/title/tt0072053/,7.1,1277,114.0,"['Drama', 'History', 'War']",Not Rated,,IMDB
Bug,https://www.imdb.com/title/tt0072750/,5.2,1984,99.0,"['Horror', 'Mystery', 'Sci-Fi']",PG,,IMDB
A Boy and His Dog,https://www.imdb.com/title/tt0072730/,6.5,16243,91.0,"['Comedy', 'Drama', 'Sci-Fi']",R,68.0,IMDB
Escape to Witch Mountain,https://www.imdb.com/title/tt0072951/,6.4,9017,97.0,"['Adventure', 'Family', 'Fantasy']",G,60.0,IMDB
Brannigan,https://www.imdb.com/title/tt0072732/,6.2,4940,111.0,"['Action', 'Comedy', 'Crime']",PG,,IMDB
Smile,https://www.imdb.com/title/tt0073722/,7.0,2023,113.0,['Comedy'],PG,,IMDB
Tommy,https://www.imdb.com/title/tt0073812/,6.6,18826,111.0,"['Drama', 'Musical']",PG,66.0,IMDB
Hester Street,https://www.imdb.com/title/tt0073107/,6.9,1200,89.0,"['Drama', 'Romance']",PG,,IMDB
Night Moves,https://www.imdb.com/title/tt0073453/,7.1,11350,100.0,"['Crime', 'Mystery', 'Thriller']",R,82.0,IMDB
Terror of Mechagodzilla,https://www.imdb.com/title/tt0073373/,6.2,4031,79.0,"['Action', 'Adventure', 'Drama']",G,,IMDB
Funny Lady,https://www.imdb.com/title/tt0073026/,6.3,4866,136.0,"['Biography', 'Comedy', 'Drama']",PG,,IMDB
Rancho Deluxe,https://www.imdb.com/title/tt0073605/,6.3,1527,93.0,"['Comedy', 'Romance', 'Western']",R,,IMDB
The Prisoner of Second Avenue,https://www.imdb.com/title/tt0072034/,6.7,2952,98.0,['Comedy'],PG,,IMDB
Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,8.2,490056,91.0,"['Adventure', 'Comedy', 'Fantasy']",PG,93.0,IMDB
"How to Drown Dr. Mracek, the Lawyer",https://www.imdb.com/title/tt0071687/,7.6,1049,96.0,"['Comedy', 'Fantasy', 'Romance']",,,IMDB
Wrong Move,https://www.imdb.com/title/tt0071483/,7.0,2724,103.0,['Drama'],Not Rated,,IMDB
Deep Red,https://www.imdb.com/title/tt0073582/,7.6,30654,127.0,"['Horror', 'Mystery', 'Thriller']",R,89.0,IMDB
Breakout,https://www.imdb.com/title/tt0072737/,6.2,3310,96.0,"['Action', 'Adventure', 'Drama']",PG,,IMDB
The Mirror,https://www.imdb.com/title/tt0072443/,8.1,37821,107.0,"['Biography', 'Drama']",G,,IMDB
Katie Tippel,https://www.imdb.com/title/tt0073233/,6.7,2226,100.0,['Drama'],R,,IMDB
Zorro,https://www.imdb.com/title/tt0072448/,6.6,3025,120.0,"['Action', 'Adventure', 'Comedy']",G,,IMDB
At Long Last Love,https://www.imdb.com/title/tt0072665/,5.0,1035,118.0,"['Comedy', 'Musical']",G,,IMDB
Professione: reporter,https://www.imdb.com/title/tt0073580/,7.6,20641,126.0,"['Drama', 'Thriller']",PG-13,90.0,IMDB
The Promised Land,https://www.imdb.com/title/tt0072446/,7.9,3049,179.0,['Drama'],Not Rated,,IMDB
Inserts,https://www.imdb.com/title/tt0073172/,6.3,1401,117.0,"['Comedy', 'Drama']",,,IMDB
Xue di zi,https://www.imdb.com/title/tt0071512/,6.7,1116,111.0,"['Action', 'Drama']",Not Rated,,IMDB
Graveyard of Honor,https://www.imdb.com/title/tt0073207/,7.3,1303,94.0,"['Action', 'Crime']",,,IMDB
Aandhi,https://www.imdb.com/title/tt0178186/,8.1,1325,133.0,"['Drama', 'Romance']",,,IMDB
The Wilby Conspiracy,https://www.imdb.com/title/tt0073901/,6.4,1663,105.0,"['Action', 'Adventure', 'Drama']",PG,57.0,IMDB
The Stepford Wives,https://www.imdb.com/title/tt0073747/,6.9,15754,115.0,"['Horror', 'Mystery', 'Sci-Fi']",PG,54.0,IMDB
L'important c'est d'aimer,https://www.imdb.com/title/tt0073155/,7.3,3334,109.0,"['Drama', 'Romance']",R,,IMDB
Shampoo,https://www.imdb.com/title/tt0073692/,6.3,10658,110.0,"['Comedy', 'Drama']",R,65.0,IMDB
The Strongest Man in the World,https://www.imdb.com/title/tt0073760/,6.1,2657,92.0,"['Comedy', 'Family', 'Sci-Fi']",G,63.0,IMDB
Flatfoot in Hong Kong,https://www.imdb.com/title/tt0073541/,6.5,2863,115.0,"['Action', 'Comedy', 'Crime']",,,IMDB
Footprints on the Moon,https://www.imdb.com/title/tt0071950/,6.7,1564,90.0,"['Mystery', 'Thriller']",Not Rated,,IMDB
The Beast,https://www.imdb.com/title/tt0072752/,5.8,4146,98.0,"['Drama', 'Fantasy', 'Horror']",Not Rated,,IMDB
Snuff,https://www.imdb.com/title/tt0072184/,2.8,1511,80.0,['Horror'],,,IMDB
The Man in the Glass Booth,https://www.imdb.com/title/tt0073345/,7.2,1070,117.0,['Drama'],PG,,IMDB
Deewaar,https://www.imdb.com/title/tt0072860/,8.1,9838,174.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB
Eyeball,https://www.imdb.com/title/tt0071537/,5.9,1313,91.0,"['Mystery', 'Thriller']",R,,IMDB
Autopsy,https://www.imdb.com/title/tt0073327/,5.9,1118,100.0,"['Horror', 'Mystery', 'Thriller']",R,,IMDB
Mavi Boncuk,https://www.imdb.com/title/tt0252695/,7.8,7895,79.0,"['Comedy', 'Crime', 'Drama']",,,IMDB
The Great Waldo Pepper,https://www.imdb.com/title/tt0073075/,6.7,5246,107.0,"['Adventure', 'Drama']",PG,,IMDB
L'assassino Ã¨ costretto ad uccidere ancora,https://www.imdb.com/title/tt0072662/,6.5,1044,90.0,['Thriller'],Not Rated,,IMDB
Salako,https://www.imdb.com/title/tt0253623/,7.4,5482,87.0,"['Adventure', 'Comedy', 'Crime']",,,IMDB
Axe,https://www.imdb.com/title/tt0075710/,4.9,1158,65.0,"['Horror', 'Thriller']",R,,IMDB
Gavaznha,https://www.imdb.com/title/tt0074565/,8.0,1992,120.0,['Drama'],,,IMDB
Vase de noces,https://www.imdb.com/title/tt0072355/,4.4,1296,80.0,"['Horror', 'Romance']",Not Rated,,IMDB
Vampyres,https://www.imdb.com/title/tt0072354/,6.1,2985,87.0,['Horror'],R,,IMDB
The Traveler,https://www.imdb.com/title/tt0071859/,7.5,1296,83.0,['Drama'],,,IMDB
Je tu il elle,https://www.imdb.com/title/tt0071690/,6.8,1713,86.0,['Drama'],,,IMDB
Rabid Dogs,https://www.imdb.com/title/tt0071275/,7.5,4099,96.0,"['Crime', 'Drama', 'Thriller']",Not Rated,,IMDB
Pastoral Hide and Seek,https://www.imdb.com/title/tt0071406/,7.9,1342,104.0,"['Drama', 'Fantasy']",,,IMDB
Sonar Kella,https://www.imdb.com/title/tt0072190/,8.4,1860,120.0,"['Adventure', 'Family']",Not Rated,,IMDB
Jacob the Liar,https://www.imdb.com/title/tt0071688/,7.2,1154,100.0,"['Comedy', 'Crime', 'Drama']",,,IMDB
We All Loved Each Other So Much,https://www.imdb.com/title/tt0075793/,8.1,5220,124.0,"['Comedy', 'Drama']",,,IMDB
The Yakuza,https://www.imdb.com/title/tt0073918/,7.2,7610,112.0,"['Action', 'Crime', 'Drama']",R,,IMDB
Turn the Other Cheek,https://www.imdb.com/title/tt0072012/,6.5,3874,89.0,"['Action', 'Adventure', 'Comedy']",PG,,IMDB
Scent of a Woman,https://www.imdb.com/title/tt0072037/,7.6,3739,103.0,"['Comedy', 'Drama']",R,,IMDB
Travolti da un insolito destino nell'azzurro mare d'agosto,https://www.imdb.com/title/tt0073817/,7.6,5239,114.0,"['Adventure', 'Comedy', 'Drama']",R,,IMDB
Boss Nigger,https://www.imdb.com/title/tt0072725/,6.6,2178,87.0,"['Comedy', 'Western']",PG,,IMDB
Steppenwolf,https://www.imdb.com/title/tt0072206/,6.2,1032,107.0,['Drama'],R,,IMDB
The Return of the Tall Blond Man,https://www.imdb.com/title/tt0072080/,6.8,3193,84.0,['Comedy'],,,IMDB
The Front Page,https://www.imdb.com/title/tt0071524/,7.3,12007,105.0,"['Comedy', 'Drama', 'Romance']",PG,,IMDB
The Towering Inferno,https://www.imdb.com/title/tt0072308/,7.0,38211,165.0,"['Action', 'Drama', 'Thriller']",PG,69.0,IMDB
The Island at the Top of the World,https://www.imdb.com/title/tt0071671/,6.3,2325,93.0,"['Adventure', 'Family', 'Fantasy']",G,,IMDB
Young Frankenstein,https://www.imdb.com/title/tt0072431/,8.0,139991,106.0,['Comedy'],PG,80.0,IMDB
The Man with the Golden Gun,https://www.imdb.com/title/tt0071807/,6.8,92965,125.0,"['Action', 'Adventure', 'Thriller']",PG,43.0,IMDB
The Godfather: Part II,https://www.imdb.com/title/tt0071562/,9.0,1093777,202.0,"['Crime', 'Drama']",R,90.0,IMDB
Conversation Piece,https://www.imdb.com/title/tt0071585/,7.5,3892,121.0,"['Drama', 'Romance']",R,,IMDB
Alice Doesn't Live Here Anymore,https://www.imdb.com/title/tt0071115/,7.3,20756,112.0,"['Drama', 'Romance']",PG,78.0,IMDB
The Terrorists,https://www.imdb.com/title/tt0073796/,5.6,1776,89.0,"['Crime', 'Drama', 'Thriller']",PG,,IMDB
Les dÃ©moniaques,https://www.imdb.com/title/tt0070013/,5.2,1090,77.0,['Horror'],R,,IMDB
VÃ¤rldens bÃ¤sta Karlsson,https://www.imdb.com/title/tt0073227/,5.7,1736,99.0,"['Comedy', 'Family', 'Fantasy']",,,IMDB
Freebie and the Bean,https://www.imdb.com/title/tt0071521/,6.6,2508,113.0,"['Action', 'Comedy', 'Crime']",R,,IMDB
The Land That Time Forgot,https://www.imdb.com/title/tt0073260/,5.7,5366,91.0,"['Adventure', 'Fantasy']",PG,50.0,IMDB
GyakushÃ»! Satsujin ken,https://www.imdb.com/title/tt0073755/,6.1,1122,83.0,"['Action', 'Crime', 'Drama']",R,,IMDB
The Antichrist,https://www.imdb.com/title/tt0071150/,5.7,1439,112.0,"['Drama', 'Horror']",R,,IMDB
Murder on the Orient Express,https://www.imdb.com/title/tt0071877/,7.3,53759,128.0,"['Crime', 'Drama', 'Mystery']",PG,63.0,IMDB
Beyond the Door,https://www.imdb.com/title/tt0071212/,4.6,1655,108.0,['Horror'],R,,IMDB
Earthquake,https://www.imdb.com/title/tt0071455/,5.9,13322,122.0,"['Action', 'Drama', 'Thriller']",PG,56.0,IMDB
The Trial of Billy Jack,https://www.imdb.com/title/tt0072317/,4.7,1225,170.0,"['Action', 'Drama', 'Music']",PG,,IMDB
"At Home Among Strangers, a Stranger Among His Own",https://www.imdb.com/title/tt0072231/,7.6,2657,97.0,"['Action', 'Adventure', 'Drama']",,,IMDB
Lenny,https://www.imdb.com/title/tt0071746/,7.6,14142,111.0,"['Biography', 'Drama']",R,61.0,IMDB
The Little Prince,https://www.imdb.com/title/tt0071762/,6.6,3241,88.0,"['Family', 'Fantasy', 'Musical']",G,,IMDB
Frightmare,https://www.imdb.com/title/tt0071523/,6.3,1994,88.0,['Horror'],R,,IMDB
Phantom of the Paradise,https://www.imdb.com/title/tt0071994/,7.4,16183,91.0,"['Comedy', 'Drama', 'Fantasy']",PG,67.0,IMDB
The Enigma of Kaspar Hauser,https://www.imdb.com/title/tt0071691/,7.8,15978,110.0,"['Biography', 'Drama', 'History']",Not Rated,,IMDB
KÃ¶yden Indim Sehire,https://www.imdb.com/title/tt0252619/,8.3,9299,77.0,"['Adventure', 'Comedy', 'Crime']",,,IMDB
The Four Musketeers: Milady's Revenge,https://www.imdb.com/title/tt0073012/,7.0,9572,108.0,"['Adventure', 'History']",PG,,IMDB
The Klansman,https://www.imdb.com/title/tt0071721/,5.2,1285,112.0,"['Crime', 'Drama', 'Thriller']",R,,IMDB
Borsalino and Co.,https://www.imdb.com/title/tt0071241/,6.3,1794,110.0,"['Crime', 'Drama', 'Action']",Not Rated,,IMDB
"Vincent, FranÃ§ois, Paul and the Others",https://www.imdb.com/title/tt0072368/,7.6,2004,118.0,['Drama'],Not Rated,,IMDB
The Castle of Sand,https://www.imdb.com/title/tt0202604/,7.4,1021,143.0,"['Crime', 'Mystery', 'Thriller']",,,IMDB
Airport 1975,https://www.imdb.com/title/tt0071110/,5.7,9317,107.0,"['Action', 'Drama', 'Thriller']",PG,50.0,IMDB
The Odessa File,https://www.imdb.com/title/tt0071935/,7.0,9679,130.0,"['Drama', 'Thriller']",PG,,IMDB
A Woman Under the Influence,https://www.imdb.com/title/tt0072417/,8.2,20431,155.0,"['Drama', 'Romance']",R,88.0,IMDB
Black Christmas,https://www.imdb.com/title/tt0071222/,7.2,31343,98.0,"['Horror', 'Mystery', 'Thriller']",R,65.0,IMDB
I'm Losing My Temper,https://www.imdb.com/title/tt0071863/,6.5,1134,92.0,['Comedy'],PG,,IMDB
Female Trouble,https://www.imdb.com/title/tt0072979/,7.3,7823,89.0,"['Comedy', 'Crime']",,,IMDB
Olsen-bandens sidste bedrifter,https://www.imdb.com/title/tt0071939/,7.1,1590,102.0,"['Comedy', 'Crime', 'Family']",Not Rated,,IMDB
The Gambler,https://www.imdb.com/title/tt0071532/,7.2,3860,111.0,"['Crime', 'Drama']",R,65.0,IMDB
The Texas Chain Saw Massacre,https://www.imdb.com/title/tt0072271/,7.5,131690,83.0,['Horror'],R,75.0,IMDB
Arkadas,https://www.imdb.com/title/tt0071159/,7.2,1245,105.0,['Drama'],Not Rated,,IMDB
The Taking of Pelham One Two Three,https://www.imdb.com/title/tt0072251/,7.7,25603,104.0,"['Action', 'Crime', 'Thriller']",R,68.0,IMDB
Let Sleeping Corpses Lie,https://www.imdb.com/title/tt0071431/,6.8,7050,93.0,['Horror'],R,,IMDB
Phase IV,https://www.imdb.com/title/tt0070531/,6.5,7260,84.0,"['Horror', 'Sci-Fi', 'Thriller']",PG,,IMDB
Dunderklumpen!,https://www.imdb.com/title/tt0071448/,7.0,1579,97.0,"['Animation', 'Adventure', 'Family']",G,,IMDB
Juggernaut,https://www.imdb.com/title/tt0071706/,6.5,4826,109.0,"['Action', 'Drama', 'Thriller']",PG,,IMDB
Ein Unbekannter rechnet ab,https://www.imdb.com/title/tt0072263/,5.7,2673,98.0,"['Mystery', 'Thriller']",PG,,IMDB
Big Bad Mama,https://www.imdb.com/title/tt0071216/,5.8,2222,84.0,"['Action', 'Comedy', 'Crime']",R,,IMDB
Street Law,https://www.imdb.com/title/tt0071330/,7.0,1209,105.0,"['Action', 'Thriller']",,,IMDB
Scenes from a Marriage,https://www.imdb.com/title/tt6725014/,8.5,3612,169.0,['Drama'],PG,,IMDB
The Phantom of Liberty,https://www.imdb.com/title/tt0071487/,7.9,13835,104.0,['Comedy'],R,,IMDB
Gold,https://www.imdb.com/title/tt0071566/,5.8,1892,120.0,"['Adventure', 'Thriller']",PG,,IMDB
The Destructors,https://www.imdb.com/title/tt0071412/,6.0,1185,89.0,"['Action', 'Crime', 'Drama']",PG,,IMDB
The Deluge,https://www.imdb.com/title/tt0072021/,7.7,2270,287.0,"['Adventure', 'History', 'Romance']",,,IMDB
Sister Street Fighter,https://www.imdb.com/title/tt0073714/,6.3,1174,92.0,"['Action', 'Crime']",R,,IMDB
Deathdream,https://www.imdb.com/title/tt0068457/,6.7,4178,88.0,"['Drama', 'Horror', 'Thriller']",PG,,IMDB
The Longest Yard,https://www.imdb.com/title/tt0071771/,7.1,16538,121.0,"['Comedy', 'Crime', 'Drama']",R,61.0,IMDB
Confessions of a Window Cleaner,https://www.imdb.com/title/tt0071357/,4.4,1203,90.0,['Comedy'],R,,IMDB
Only Old Men Are Going to Battle,https://www.imdb.com/title/tt0070861/,8.4,4456,92.0,"['Comedy', 'Drama', 'War']",,,IMDB
La polizia chiede aiuto,https://www.imdb.com/title/tt0072007/,7.0,1633,96.0,"['Action', 'Crime', 'Thriller']",R,,IMDB
Harry and Tonto,https://www.imdb.com/title/tt0071598/,7.4,4966,115.0,"['Adventure', 'Comedy', 'Drama']",R,,IMDB
Almost Human,https://www.imdb.com/title/tt0071840/,7.3,2065,99.0,"['Crime', 'Drama', 'Thriller']",R,,IMDB
Macon County Line,https://www.imdb.com/title/tt0071788/,6.6,1146,89.0,"['Action', 'Drama', 'Romance']",R,,IMDB
California Split,https://www.imdb.com/title/tt0071269/,7.2,5094,108.0,"['Comedy', 'Drama']",R,84.0,IMDB
Bring Me the Head of Alfredo Garcia,https://www.imdb.com/title/tt0071249/,7.5,17701,112.0,"['Action', 'Crime', 'Drama']",R,,IMDB
"Joachim, Put It in the Machine",https://www.imdb.com/title/tt0071682/,7.6,1098,95.0,['Comedy'],,,IMDB
Cockfighter,https://www.imdb.com/title/tt0071338/,7.1,1963,83.0,['Drama'],R,,IMDB
