Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
Exeter,https://www.imdb.com/title/tt1945044/,4.5,5331,91.0,"['Horror', 'Mystery', 'Thriller']",R, ~data not found~ ,IMDB
IÃ§imdeki Ses,https://www.imdb.com/title/tt4391852/,6.0,3048,93.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
Grandma,https://www.imdb.com/title/tt4270516/,6.7,14343,79.0,"['Comedy', 'Drama']",R,77,IMDB
Stuck with You!,https://www.imdb.com/title/tt4260766/,2.2,1397,103.0,['Comedy'],, ~data not found~ ,IMDB
The Throwaways,https://www.imdb.com/title/tt4076980/,4.5,1328,90.0,"['Action', 'Comedy', 'Thriller']",Unrated, ~data not found~ ,IMDB
Khamoshiyan,https://www.imdb.com/title/tt3886444/,3.9,1133,122.0,"['Drama', 'Horror', 'Romance']",Not Rated, ~data not found~ ,IMDB
Ziarno prawdy,https://www.imdb.com/title/tt3667610/,6.7,1210,112.0,"['Crime', 'Thriller']",, ~data not found~ ,IMDB
Lila & Eve,https://www.imdb.com/title/tt3442990/,5.8,7669,94.0,"['Crime', 'Drama', 'Mystery']",R,45,IMDB
Rahasya,https://www.imdb.com/title/tt3337550/,7.6,4305,123.0,"['Mystery', 'Thriller']",, ~data not found~ ,IMDB
Seoul Searching,https://www.imdb.com/title/tt2566644/,7.0,1114,105.0,"['Comedy', 'Drama', 'Music']",,63,IMDB
Uncanny,https://www.imdb.com/title/tt2321502/,6.2,5082,91.0,"['Drama', 'Horror', 'Sci-Fi']",Not Rated, ~data not found~ ,IMDB
The Final Girls,https://www.imdb.com/title/tt2118624/,6.6,33130,88.0,"['Comedy', 'Drama', 'Fantasy']",PG-13,59,IMDB
Toxin,https://www.imdb.com/title/tt1993396/,2.7,1009,77.0,"['Drama', 'Horror', 'Sci-Fi']",Not Rated, ~data not found~ ,IMDB
Hawaizaada,https://www.imdb.com/title/tt4338154/,5.5,1615,148.0,"['Biography', 'Drama']",Not Rated, ~data not found~ ,IMDB
Italiano medio,https://www.imdb.com/title/tt4142022/,6.1,2414,90.0,['Comedy'],, ~data not found~ ,IMDB
I Am Michael,https://www.imdb.com/title/tt3713030/,5.6,4793,98.0,"['Biography', 'Drama', 'Romance']",Not Rated,56,IMDB
Don Verdean,https://www.imdb.com/title/tt3534282/,5.4,4724,90.0,"['Adventure', 'Comedy', 'Drama']",PG-13,39,IMDB
Little Forest: Winter/Spring,https://www.imdb.com/title/tt3474602/,7.8,1730,120.0,['Drama'],, ~data not found~ ,IMDB
Project Almanac,https://www.imdb.com/title/tt2436386/,6.4,74598,106.0,"['Drama', 'Mystery', 'Sci-Fi']",PG-13,47,IMDB
The SpongeBob Movie: Sponge Out of Water,https://www.imdb.com/title/tt2279373/,6.0,47151,92.0,"['Animation', 'Action', 'Adventure']",PG,62,IMDB
Results,https://www.imdb.com/title/tt3824412/,5.4,6318,105.0,"['Comedy', 'Romance']",R,73,IMDB
Zipper,https://www.imdb.com/title/tt3346224/,5.7,6544,112.0,"['Drama', 'Thriller']",R,39,IMDB
I'll See You in My Dreams,https://www.imdb.com/title/tt3236120/,6.7,6797,92.0,"['Comedy', 'Drama', 'Romance']",PG-13,75,IMDB
No Men Beyond This Point,https://www.imdb.com/title/tt2556936/,6.3,1442,80.0,"['Comedy', 'Drama', 'Sci-Fi']",, ~data not found~ ,IMDB
Jupiter Ascending,https://www.imdb.com/title/tt1617661/,5.3,174929,127.0,"['Action', 'Adventure', 'Sci-Fi']",PG-13,40,IMDB
Sarmasik,https://www.imdb.com/title/tt4309356/,8.1,8337,104.0,"['Drama', 'Fantasy', 'Thriller']",Not Rated, ~data not found~ ,IMDB
People Places Things,https://www.imdb.com/title/tt4104022/,6.9,7826,85.0,"['Comedy', 'Romance']",R,68,IMDB
Digging for Fire,https://www.imdb.com/title/tt3704416/,5.8,5513,85.0,"['Comedy', 'Drama']",R,69,IMDB
Turbo Kid,https://www.imdb.com/title/tt3672742/,6.7,25596,93.0,"['Action', 'Adventure', 'Comedy']",Not Rated,60,IMDB
Badge of Honor,https://www.imdb.com/title/tt3355510/,4.9,1047,94.0,"['Crime', 'Drama', 'Thriller']",, ~data not found~ ,IMDB
Take Me to the River,https://www.imdb.com/title/tt3142366/,6.2,1781,84.0,['Drama'],Not Rated,65,IMDB
Advantageous,https://www.imdb.com/title/tt3090670/,6.2,4445,90.0,"['Drama', 'Family', 'Sci-Fi']",Not Rated,59,IMDB
The Forbidden Room,https://www.imdb.com/title/tt3066630/,6.1,2874,130.0,"['Comedy', 'Mystery']",Not Rated,83,IMDB
Michiel de Ruyter,https://www.imdb.com/title/tt2544766/,7.0,8722,151.0,"['Action', 'Adventure', 'Biography']",TV-PG, ~data not found~ ,IMDB
Brooklyn,https://www.imdb.com/title/tt2381111/,7.5,126910,117.0,"['Drama', 'Romance']",PG-13,88,IMDB
The Stanford Prison Experiment,https://www.imdb.com/title/tt0420293/,6.9,35706,122.0,"['Biography', 'Drama', 'History']",R,67,IMDB
Bridgend,https://www.imdb.com/title/tt4180576/,5.5,2185,95.0,"['Drama', 'Horror']",Not Rated,53,IMDB
Unexpected,https://www.imdb.com/title/tt4145304/,5.7,2996,90.0,"['Comedy', 'Drama']",R,65,IMDB
They Look Like People,https://www.imdb.com/title/tt4105970/,5.9,6594,80.0,"['Drama', 'Horror', 'Mystery']",Unrated, ~data not found~ ,IMDB
The Second Mother,https://www.imdb.com/title/tt3742378/,7.8,12537,112.0,"['Comedy', 'Drama']",R,82,IMDB
Body,https://www.imdb.com/title/tt3732950/,5.2,1665,75.0,"['Crime', 'Drama', 'Thriller']",Not Rated,49,IMDB
Experimenter,https://www.imdb.com/title/tt3726704/,6.6,17033,98.0,"['Biography', 'Drama', 'History']",PG-13,81,IMDB
I Smile Back,https://www.imdb.com/title/tt3640682/,6.1,4833,85.0,['Drama'],R,59,IMDB
Last Days in the Desert,https://www.imdb.com/title/tt3513054/,5.6,3586,98.0,"['Adventure', 'Drama']",PG-13,67,IMDB
Hellions,https://www.imdb.com/title/tt3305844/,4.2,2966,80.0,"['Drama', 'Horror', 'Thriller']",Not Rated,34,IMDB
Partisan,https://www.imdb.com/title/tt3155242/,5.8,3808,94.0,"['Drama', 'Thriller']",Not Rated,50,IMDB
Me and Earl and the Dying Girl,https://www.imdb.com/title/tt2582496/,7.7,119959,105.0,"['Comedy', 'Drama']",PG-13,74,IMDB
The Hallow,https://www.imdb.com/title/tt2474976/,5.7,14893,97.0,"['Fantasy', 'Horror', 'Thriller']",Not Rated,65,IMDB
Min lilla syster,https://www.imdb.com/title/tt4093680/,6.7,1379,95.0,['Drama'],, ~data not found~ ,IMDB
Dope,https://www.imdb.com/title/tt3850214/,7.2,79544,103.0,"['Comedy', 'Crime', 'Drama']",R,72,IMDB
Ratter,https://www.imdb.com/title/tt3836512/,5.5,7634,80.0,"['Drama', 'Horror', 'Thriller']",R, ~data not found~ ,IMDB
Cop Car,https://www.imdb.com/title/tt3813310/,6.3,29462,88.0,"['Crime', 'Thriller']",R,66,IMDB
German Angst,https://www.imdb.com/title/tt3398436/,5.3,1526,112.0,"['Drama', 'Fantasy', 'Horror']",R, ~data not found~ ,IMDB
Entertainment,https://www.imdb.com/title/tt3343784/,5.7,2646,103.0,['Drama'],R,65,IMDB
Slow West,https://www.imdb.com/title/tt3205376/,6.9,41446,84.0,"['Action', 'Adventure', 'Drama']",R,72,IMDB
The Diary of a Teenage Girl,https://www.imdb.com/title/tt3172532/,6.9,28802,102.0,"['Comedy', 'Drama', 'Romance']",R,87,IMDB
Sleeping with Other People,https://www.imdb.com/title/tt3165612/,6.5,39296,101.0,"['Comedy', 'Drama', 'Romance']",R,64,IMDB
Nasty Baby,https://www.imdb.com/title/tt3121332/,5.7,2275,101.0,['Drama'],R,64,IMDB
Shaun the Sheep Movie,https://www.imdb.com/title/tt2872750/,7.3,36058,85.0,"['Animation', 'Adventure', 'Comedy']",PG,81,IMDB
Mistress America,https://www.imdb.com/title/tt2872462/,6.7,24671,84.0,"['Comedy', 'Drama']",R,75,IMDB
Umrika,https://www.imdb.com/title/tt2614722/,6.6,1145,98.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
Mississippi Grind,https://www.imdb.com/title/tt2349144/,6.4,19680,108.0,"['Comedy', 'Drama']",R,77,IMDB
Z for Zachariah,https://www.imdb.com/title/tt1598642/,6.0,27333,98.0,"['Drama', 'Sci-Fi', 'Thriller']",PG-13,68,IMDB
Picket 43,https://www.imdb.com/title/tt4384350/,7.1,1072,104.0,"['Drama', 'Thriller']",Unrated, ~data not found~ ,IMDB
James White,https://www.imdb.com/title/tt4288636/,7.1,5760,85.0,['Drama'],R,83,IMDB
The VVitch: A New-England Folktale,https://www.imdb.com/title/tt4263482/,6.9,186641,92.0,"['Drama', 'Horror', 'Mystery']",R,83,IMDB
Strange Magic,https://www.imdb.com/title/tt4191054/,5.8,9845,99.0,"['Animation', 'Adventure', 'Comedy']",PG,25,IMDB
Ask Sana Benzer,https://www.imdb.com/title/tt4114762/,3.8,2916,115.0,['Drama'],, ~data not found~ ,IMDB
Baby,https://www.imdb.com/title/tt3848892/,8.0,51308,159.0,"['Action', 'Thriller']",Not Rated, ~data not found~ ,IMDB
The Overnight,https://www.imdb.com/title/tt3844362/,6.1,15582,79.0,"['Comedy', 'Mystery']",R,65,IMDB
Tangerine,https://www.imdb.com/title/tt3824458/,7.1,25921,88.0,"['Comedy', 'Crime', 'Drama']",R,86,IMDB
Knock Knock,https://www.imdb.com/title/tt3605418/,4.9,76037,99.0,"['Drama', 'Thriller']",R,53,IMDB
Bloodsucking Bastards,https://www.imdb.com/title/tt3487994/,5.7,5201,86.0,"['Action', 'Comedy', 'Horror']",Not Rated,50,IMDB
The End of the Tour,https://www.imdb.com/title/tt3416744/,7.3,27958,106.0,"['Biography', 'Drama']",R,82,IMDB
Ten Thousand Saints,https://www.imdb.com/title/tt3397754/,5.9,5213,113.0,"['Comedy', 'Drama', 'Music']",R,62,IMDB
The D Train,https://www.imdb.com/title/tt2690138/,5.0,10452,101.0,"['Comedy', 'Drama']",R, ~data not found~ ,IMDB
"Stockholm, Pennsylvania",https://www.imdb.com/title/tt2481512/,6.0,2020,99.0,"['Drama', 'Thriller']",,47,IMDB
Strangerland,https://www.imdb.com/title/tt2325977/,5.2,8533,112.0,"['Drama', 'Mystery', 'Thriller']",R,42,IMDB
True Story,https://www.imdb.com/title/tt2273657/,6.3,61065,99.0,"['Crime', 'Drama', 'Mystery']",R,50,IMDB
Bound to Vengeance,https://www.imdb.com/title/tt1230213/,5.6,5390,93.0,"['Horror', 'Thriller']",Not Rated,27,IMDB
A Walk in the Woods,https://www.imdb.com/title/tt1178665/,6.3,23844,104.0,"['Adventure', 'Biography', 'Comedy']",R,51,IMDB
Dolly Ki Doli,https://www.imdb.com/title/tt4332114/,4.6,2686,98.0,"['Comedy', 'Romance']",, ~data not found~ ,IMDB
Sei mai stata sulla luna?,https://www.imdb.com/title/tt3907858/,6.0,1014,90.0,['Comedy'],, ~data not found~ ,IMDB
The Bronze,https://www.imdb.com/title/tt3859304/,6.1,9602,100.0,"['Comedy', 'Drama', 'Sport']",R,44,IMDB
Il nome del figlio,https://www.imdb.com/title/tt3705388/,6.4,1194,94.0,['Comedy'],, ~data not found~ ,IMDB
3 TÃ¼rken & ein Baby,https://www.imdb.com/title/tt3598648/,5.5,1395,95.0,['Comedy'],, ~data not found~ ,IMDB
Freistatt,https://www.imdb.com/title/tt3127698/,7.2,1430,104.0,['Drama'],, ~data not found~ ,IMDB
The Summer of Sangaile,https://www.imdb.com/title/tt2994832/,6.4,2532,90.0,"['Drama', 'Romance']",Not Rated,63,IMDB
Gangnam 1970,https://www.imdb.com/title/tt3698118/,6.2,1419,135.0,"['Action', 'Drama']",Not Rated, ~data not found~ ,IMDB
Mortdecai,https://www.imdb.com/title/tt3045616/,5.5,65326,107.0,"['Action', 'Adventure', 'Comedy']",R,27,IMDB
Ãilgin Dersane 4: Ada,https://www.imdb.com/title/tt5290566/,1.5,1285,93.0,['Comedy'],, ~data not found~ ,IMDB
Open Tee Bioscope,https://www.imdb.com/title/tt4365506/,7.6,1015,135.0,['Drama'],, ~data not found~ ,IMDB
Alone,https://www.imdb.com/title/tt4271730/,3.7,1540,133.0,['Horror'],Not Rated, ~data not found~ ,IMDB
Papa ou maman,https://www.imdb.com/title/tt4080672/,6.0,3853,85.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Spare Parts,https://www.imdb.com/title/tt3233418/,7.3,10152,114.0,['Drama'],PG-13,50,IMDB
Toute premiÃ¨re fois,https://www.imdb.com/title/tt4255626/,5.9,1528,98.0,"['Comedy', 'Romance']",, ~data not found~ ,IMDB
Frau MÃ¼ller muss weg!,https://www.imdb.com/title/tt4216934/,6.2,1501,83.0,['Comedy'],, ~data not found~ ,IMDB
Tracers,https://www.imdb.com/title/tt2401097/,5.6,18171,94.0,"['Action', 'Crime', 'Drama']",PG-13,45,IMDB
Oneului yeonae,https://www.imdb.com/title/tt4315956/,6.2,1109,118.0,"['Comedy', 'Drama', 'Romance']",G, ~data not found~ ,IMDB
Bis,https://www.imdb.com/title/tt4024546/,5.5,1333,98.0,"['Comedy', 'Fantasy']",, ~data not found~ ,IMDB
I,https://www.imdb.com/title/tt2302966/,7.3,18396,188.0,"['Action', 'Drama', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Wild Card,https://www.imdb.com/title/tt2231253/,5.6,49800,92.0,"['Action', 'Crime', 'Drama']",R,40,IMDB
The Boy Next Door,https://www.imdb.com/title/tt3181822/,4.7,37140,91.0,"['Horror', 'Thriller']",R,30,IMDB
Vice,https://www.imdb.com/title/tt3480796/,4.2,15139,96.0,"['Action', 'Adventure', 'Sci-Fi']",R,17,IMDB
JÃ¶nssonligan - Den perfekta stÃ¶ten,https://www.imdb.com/title/tt3220192/,5.5,2112,91.0,"['Action', 'Adventure', 'Comedy']",, ~data not found~ ,IMDB
Gopala Gopala,https://www.imdb.com/title/tt4337414/,7.3,3438,153.0,"['Comedy', 'Drama', 'Fantasy']",, ~data not found~ ,IMDB
Gekijouban Psycho-Pass,https://www.imdb.com/title/tt4219130/,7.2,2978,113.0,"['Animation', 'Action', 'Crime']",, ~data not found~ ,IMDB
Telling Tales,https://www.imdb.com/title/tt4195278/,7.5,14409,103.0,"['Comedy', 'Fantasy', 'Romance']",, ~data not found~ ,IMDB
Bound,https://www.imdb.com/title/tt4145324/,3.5,2079,91.0,"['Drama', 'Thriller']",Unrated, ~data not found~ ,IMDB
Dark Summer,https://www.imdb.com/title/tt2910508/,4.2,3115,81.0,"['Horror', 'Thriller']",Not Rated,31,IMDB
The World Made Straight,https://www.imdb.com/title/tt2420166/,5.5,1785,119.0,['Drama'],R,48,IMDB
Miss Granny,https://www.imdb.com/title/tt4344878/,6.6,1043,131.0,"['Comedy', 'Fantasy', 'Music']",PG-13, ~data not found~ ,IMDB
Tevar,https://www.imdb.com/title/tt3398048/,4.1,2858,157.0,"['Action', 'Drama', 'Romance']",Not Rated, ~data not found~ ,IMDB
Blackhat,https://www.imdb.com/title/tt2717822/,5.4,51010,133.0,"['Action', 'Crime', 'Thriller']",R,51,IMDB
88,https://www.imdb.com/title/tt3465074/,5.0,3158,88.0,"['Action', 'Thriller']",Not Rated, ~data not found~ ,IMDB
The Wedding Ringer,https://www.imdb.com/title/tt0884732/,6.6,69652,101.0,['Comedy'],R,35,IMDB
The Atticus Institute,https://www.imdb.com/title/tt3280916/,5.5,8063,83.0,['Horror'],Not Rated, ~data not found~ ,IMDB
Ebar Shabor,https://www.imdb.com/title/tt4328756/,7.3,1245,160.0,"['Crime', 'Mystery', 'Thriller']",, ~data not found~ ,IMDB
Walter,https://www.imdb.com/title/tt2016335/,5.3,1847,94.0,"['Comedy', 'Drama']",,36,IMDB
Chto tvoryat muzhchiny! 2,https://www.imdb.com/title/tt4393278/,3.9,1216,90.0,['Comedy'],, ~data not found~ ,IMDB
Mucize,https://www.imdb.com/title/tt3138782/,7.7,9937,136.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Jurassic City,https://www.imdb.com/title/tt2905674/,3.3,1722,88.0,"['Action', 'Adventure', 'Comedy']",Not Rated, ~data not found~ ,IMDB
Une heure de tranquillitÃ©,https://www.imdb.com/title/tt3667648/,5.6,2174,79.0,['Comedy'],, ~data not found~ ,IMDB
The Big Fat Stone,https://www.imdb.com/title/tt3618822/,5.3,8444,111.0,['Drama'],R, ~data not found~ ,IMDB
Nachthelle,https://www.imdb.com/title/tt3404246/,5.1,1137,86.0,"['Drama', 'Mystery']",Unrated, ~data not found~ ,IMDB
The Woman in Black 2: Angel of Death,https://www.imdb.com/title/tt2339741/,4.8,26027,98.0,"['Drama', 'Horror', 'Thriller']",PG-13,42,IMDB
Nanny Cam,https://www.imdb.com/title/tt3725284/,5.4,1285,100.0,"['Drama', 'Mystery', 'Thriller']",, ~data not found~ ,IMDB
Altar,https://www.imdb.com/title/tt3484800/,5.1,3974,94.0,"['Horror', 'Mystery']",Not Rated, ~data not found~ ,IMDB
Yusuf Yusuf,https://www.imdb.com/title/tt4306526/,3.6,1585,93.0,['Comedy'],, ~data not found~ ,IMDB
Suffragette,https://www.imdb.com/title/tt3077214/,6.9,36999,106.0,"['Drama', 'History']",PG-13,66,IMDB
Mr. And Mrs. Ramchari,https://www.imdb.com/title/tt4306300/,7.3,1665,156.0,"['Action', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Micke & Veronica,https://www.imdb.com/title/tt3727662/,5.3,1363,102.0,['Comedy'],, ~data not found~ ,IMDB
Head Full of Honey,https://www.imdb.com/title/tt3488462/,6.6,5864,139.0,"['Comedy', 'Drama', 'Family']",, ~data not found~ ,IMDB
Ki-sool-ja-deul,https://www.imdb.com/title/tt4319112/,6.6,1258,117.0,"['Action', 'Crime', 'Drama']",, ~data not found~ ,IMDB
The Taking of Tiger Mountain,https://www.imdb.com/title/tt3950078/,6.4,2681,141.0,"['Action', 'Adventure', 'Biography']",Not Rated,61,IMDB
Let's Kill Ward's Wife,https://www.imdb.com/title/tt2980708/,5.4,5369,82.0,"['Comedy', 'Crime']",Unrated,21,IMDB
Maikol Yordan Traveling Lost,https://www.imdb.com/title/tt4295126/,6.9,1682,101.0,['Comedy'],, ~data not found~ ,IMDB
Pisasu,https://www.imdb.com/title/tt4290746/,7.6,1680,114.0,"['Drama', 'Horror', 'Mystery']",Not Rated, ~data not found~ ,IMDB
PK,https://www.imdb.com/title/tt2338151/,8.1,155273,153.0,"['Comedy', 'Drama', 'Musical']",Not Rated, ~data not found~ ,IMDB
Yi bu zhi yao,https://www.imdb.com/title/tt2168000/,5.8,1300,140.0,"['Action', 'Comedy', 'Drama']",, ~data not found~ ,IMDB
Ode To My Father,https://www.imdb.com/title/tt3812366/,7.8,3864,126.0,"['Drama', 'War']",Not Rated, ~data not found~ ,IMDB
Night at the Museum: Secret of the Tomb,https://www.imdb.com/title/tt2692250/,6.2,102414,98.0,"['Adventure', 'Comedy', 'Family']",PG,47,IMDB
Seventh Son,https://www.imdb.com/title/tt1121096/,5.5,69541,102.0,"['Action', 'Adventure', 'Fantasy']",PG-13,30,IMDB
Taken 3,https://www.imdb.com/title/tt2446042/,6.0,174905,108.0,"['Action', 'Thriller']",PG-13,26,IMDB
Ex Machina,https://www.imdb.com/title/tt0470752/,7.7,459328,108.0,"['Drama', 'Mystery', 'Sci-Fi']",R,78,IMDB
Amnesiac,https://www.imdb.com/title/tt2837336/,4.3,3418,90.0,"['Drama', 'Horror', 'Mystery']",,33,IMDB
Kingsman: The Secret Service,https://www.imdb.com/title/tt2802144/,7.7,576733,129.0,"['Action', 'Adventure', 'Comedy']",R,60,IMDB
Expelled,https://www.imdb.com/title/tt4189442/,4.8,6410,85.0,['Comedy'],PG-13, ~data not found~ ,IMDB
Fakat MÃ¼zeyyen Bu Derin Bir Tutku,https://www.imdb.com/title/tt4178986/,6.6,2615,106.0,"['Drama', 'Romance']",, ~data not found~ ,IMDB
Kirimli,https://www.imdb.com/title/tt3521192/,7.3,1151,114.0,"['Action', 'Drama', 'History']",, ~data not found~ ,IMDB
Snezhnaya koroleva 2. Perezamorozka,https://www.imdb.com/title/tt3477554/,6.0,2134,81.0,"['Animation', 'Adventure', 'Comedy']",, ~data not found~ ,IMDB
We Still Kill the Old Way,https://www.imdb.com/title/tt3157224/,6.0,3646,94.0,"['Action', 'Comedy', 'Crime']",, ~data not found~ ,IMDB
Free the Nipple,https://www.imdb.com/title/tt2298394/,3.9,1620,78.0,"['Comedy', 'Drama']",Unrated,33,IMDB
"Il ricco, il povero e il maggiordomo",https://www.imdb.com/title/tt4229938/,5.4,1769,102.0,['Comedy'],, ~data not found~ ,IMDB
Lingaa,https://www.imdb.com/title/tt4020624/,5.6,4818,174.0,"['Action', 'Comedy', 'Drama']",Not Rated, ~data not found~ ,IMDB
Koinos paronomastis,https://www.imdb.com/title/tt3098754/,6.4,1040,80.0,['Drama'],, ~data not found~ ,IMDB
The Water Diviner,https://www.imdb.com/title/tt3007512/,7.0,70021,111.0,"['Drama', 'History', 'War']",R,50,IMDB
The Interview,https://www.imdb.com/title/tt2788710/,6.5,300425,112.0,"['Action', 'Adventure', 'Comedy']",R,52,IMDB
Ai Fai.. Thank You Love You,https://www.imdb.com/title/tt4222718/,7.0,1818,117.0,"['Comedy', 'Romance']",, ~data not found~ ,IMDB
Mythica: A Quest for Heroes,https://www.imdb.com/title/tt3405714/,5.8,4548,92.0,"['Action', 'Adventure', 'Fantasy']",Not Rated, ~data not found~ ,IMDB
Into the Woods,https://www.imdb.com/title/tt2180411/,5.9,129262,125.0,"['Adventure', 'Comedy', 'Drama']",PG,69,IMDB
Annie,https://www.imdb.com/title/tt1823664/,5.3,33206,118.0,"['Comedy', 'Drama', 'Family']",PG,33,IMDB
Mune: Guardian of the Moon,https://www.imdb.com/title/tt3858372/,7.2,5921,85.0,"['Animation', 'Adventure', 'Comedy']",PG, ~data not found~ ,IMDB
The Last: Naruto the Movie,https://www.imdb.com/title/tt3717532/,7.6,10467,112.0,"['Animation', 'Action', 'Adventure']",TV-14, ~data not found~ ,IMDB
Lap Dance,https://www.imdb.com/title/tt2392385/,4.9,2241,100.0,['Drama'],R, ~data not found~ ,IMDB
Black Sea,https://www.imdb.com/title/tt2261331/,6.4,33890,114.0,"['Adventure', 'Drama', 'Thriller']",R,62,IMDB
Get Santa,https://www.imdb.com/title/tt1935940/,6.2,3122,102.0,"['Comedy', 'Family']",PG,52,IMDB
Dying of the Light,https://www.imdb.com/title/tt1274586/,4.4,9494,94.0,"['Action', 'Drama', 'Thriller']",R,31,IMDB
Ãakallarla Dans 3: Sifir Sikinti,https://www.imdb.com/title/tt4253744/,5.1,2272,102.0,['Comedy'],, ~data not found~ ,IMDB
Turkey Shoot,https://www.imdb.com/title/tt3816614/,3.6,1163,90.0,['Action'],, ~data not found~ ,IMDB
Gooische Vrouwen II,https://www.imdb.com/title/tt3420108/,6.0,1485,106.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Charlie's Farm,https://www.imdb.com/title/tt3317874/,4.6,3065,93.0,"['Comedy', 'Horror']",Not Rated, ~data not found~ ,IMDB
The Pyramid,https://www.imdb.com/title/tt2799166/,4.6,22646,89.0,"['Action', 'Adventure', 'Horror']",R,24,IMDB
Tell,https://www.imdb.com/title/tt2724236/,5.6,1603,89.0,"['Action', 'Crime', 'Drama']",R, ~data not found~ ,IMDB
Action Jackson,https://www.imdb.com/title/tt0403935/,3.3,3154,144.0,"['Action', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Corner Gas: The Movie,https://www.imdb.com/title/tt3788052/,6.8,1905,90.0,['Comedy'],PG, ~data not found~ ,IMDB
Mountain Men,https://www.imdb.com/title/tt3529664/,5.9,1485,85.0,"['Comedy', 'Drama']",Not Rated,46,IMDB
Exodus: Gods and Kings,https://www.imdb.com/title/tt1528100/,6.0,156966,150.0,"['Action', 'Drama', 'Fantasy']",PG-13,52,IMDB
The Crossing,https://www.imdb.com/title/tt2150371/,6.1,1203,129.0,"['Drama', 'History', 'Romance']",, ~data not found~ ,IMDB
Cypress Creek,https://www.imdb.com/title/tt4028134/,4.4,1812,89.0,"['Comedy', 'Horror']",, ~data not found~ ,IMDB
El club de los incomprendidos,https://www.imdb.com/title/tt3686272/,5.7,1357,105.0,"['Drama', 'Romance']",TV-14, ~data not found~ ,IMDB
Il ragazzo invisibile,https://www.imdb.com/title/tt3078296/,6.2,3128,100.0,"['Action', 'Adventure', 'Comedy']",, ~data not found~ ,IMDB
The Hobbit: The Battle of the Five Armies,https://www.imdb.com/title/tt2310332/,7.4,462246,144.0,"['Adventure', 'Fantasy']",PG-13,59,IMDB
Volley,https://www.imdb.com/title/tt4203284/,6.5,1103,95.0,['Comedy'],Unrated, ~data not found~ ,IMDB
Hadi Insallah,https://www.imdb.com/title/tt3982774/,5.4,3814,96.0,['Comedy'],, ~data not found~ ,IMDB
Mortadelo y FilemÃ³n contra Jimmy el Cachondo,https://www.imdb.com/title/tt2857458/,6.4,1666,91.0,"['Animation', 'Comedy']",, ~data not found~ ,IMDB
Kaaviya Thalaivan,https://www.imdb.com/title/tt2624704/,7.6,1132,150.0,"['Drama', 'History', 'Music']",, ~data not found~ ,IMDB
Ungli,https://www.imdb.com/title/tt2392447/,5.7,3443,114.0,"['Crime', 'Drama', 'Thriller']",Not Rated, ~data not found~ ,IMDB
AstÃ©rix: Le domaine des dieux,https://www.imdb.com/title/tt3759416/,6.9,11645,85.0,"['Animation', 'Adventure', 'Comedy']",, ~data not found~ ,IMDB
Paddington,https://www.imdb.com/title/tt1109624/,7.2,94263,95.0,"['Adventure', 'Comedy', 'Family']",PG,77,IMDB
Against the Sun,https://www.imdb.com/title/tt2557276/,6.5,5170,100.0,"['Biography', 'Drama', 'War']",PG,43,IMDB
Karisik Kaset,https://www.imdb.com/title/tt3971732/,5.9,1356,107.0,"['Comedy', 'Drama', 'Music']",, ~data not found~ ,IMDB
Las ovejas no pierden el tren,https://www.imdb.com/title/tt3495184/,5.7,1334,103.0,['Comedy'],TV-14, ~data not found~ ,IMDB
Scusate se esisto!,https://www.imdb.com/title/tt3825738/,6.4,1770,98.0,['Comedy'],, ~data not found~ ,IMDB
Happy Ending,https://www.imdb.com/title/tt3017412/,5.4,3271,135.0,"['Comedy', 'Romance']",Not Rated, ~data not found~ ,IMDB
Poker Night,https://www.imdb.com/title/tt2548208/,6.3,7723,104.0,"['Crime', 'Mystery', 'Thriller']",TV-14,35,IMDB
Reach Me,https://www.imdb.com/title/tt0959306/,4.9,2492,95.0,"['Comedy', 'Crime', 'Drama']",PG-13,21,IMDB
Unbroken,https://www.imdb.com/title/tt1809398/,7.2,141766,137.0,"['Biography', 'Drama', 'Sport']",PG-13,59,IMDB
Rakuen Tsuiho: Expelled from Paradise,https://www.imdb.com/title/tt2859246/,6.7,1448,104.0,"['Animation', 'Action', 'Adventure']",TV-14, ~data not found~ ,IMDB
Kirk Cameron's Saving Christmas,https://www.imdb.com/title/tt4009460/,1.4,14770,79.0,"['Comedy', 'Family']",PG,18,IMDB
"Nativity 3: Dude, Where's My Donkey?!",https://www.imdb.com/title/tt3558642/,3.6,1302,109.0,"['Comedy', 'Family']",, ~data not found~ ,IMDB
Huang feihong zhi yingxiong you meng,https://www.imdb.com/title/tt3469592/,6.5,2794,131.0,"['Action', 'Biography', 'Drama']",Not Rated,62,IMDB
Deliha,https://www.imdb.com/title/tt4003066/,4.5,3661,107.0,"['Comedy', 'Family', 'Romance']",, ~data not found~ ,IMDB
