,Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date
10550,Dorian Gray,https://www.imdb.com/title/tt1235124/,6.3,59828,112.0,"['Drama', 'Fantasy', 'Mystery']",R,,IMDB,['UK'],['English'],2009-09-09
10551,The Informant!,https://www.imdb.com/title/tt1130080/,6.4,62150,108.0,"['Biography', 'Comedy', 'Crime']",R,6.6,IMDB,['USA'],"['English', 'German']",2009-09-18
10552,Open Graves,https://www.imdb.com/title/tt0870937/,4.2,2876,88.0,"['Horror', 'Thriller']",R,,IMDB,"['Spain', 'UK']",['English'],2009-11-07
10553,"My Son, My Son, What Have Ye Done",https://www.imdb.com/title/tt1233219/,6.3,9393,91.0,"['Drama', 'Thriller']",R,5.9,IMDB,"['USA', 'Germany']",['English'],2010-07-08
10554,White Material,https://www.imdb.com/title/tt1135952/,6.9,6684,106.0,"['Drama', 'War']",Not Rated,8.1,IMDB,"['France', 'Cameroon']",['French'],2010-03-24
10555,Lourdes,https://www.imdb.com/title/tt1405809/,6.9,3121,96.0,['Drama'],Not Rated,7.1,IMDB,"['Austria', 'France', 'Germany']",['French'],2010-02-17
10556,Io sono l'amore,https://www.imdb.com/title/tt1226236/,7.0,19951,120.0,"['Drama', 'Romance']",R,7.9,IMDB,['Italy'],"['Italian', 'Russian', 'English']",2010-07-23
10557,Yi ngoi,https://www.imdb.com/title/tt1202514/,6.6,2899,89.0,"['Mystery', 'Thriller']",Not Rated,,IMDB,['Hong Kong'],['Cantonese'],2009-09-24
10558,Up in the Air,https://www.imdb.com/title/tt1193138/,7.4,313234,109.0,"['Comedy', 'Drama', 'Romance']",R,8.3,IMDB,['USA'],['English'],2009-12-23
10559,Tetsuo: The Bullet Man,https://www.imdb.com/title/tt1176416/,5.6,1675,71.0,"['Action', 'Horror', 'Sci-Fi']",Not Rated,,IMDB,['Japan'],['English'],2010-07-28
10560,Desert Flower,https://www.imdb.com/title/tt1054580/,7.4,12093,120.0,"['Biography', 'Drama']",R,5.4,IMDB,"['UK', 'Germany', 'Austria', 'France']","['English', 'Somali', 'French']",2009-09-24
10561,1981,https://www.imdb.com/title/tt1286159/,7.2,1582,102.0,"['Comedy', 'Drama', 'Family']",Not Rated,,IMDB,['Canada'],['French'],2009-09-04
10562,Celda 211,https://www.imdb.com/title/tt1242422/,7.6,62640,113.0,"['Action', 'Adventure', 'Crime']",,,IMDB,"['Spain', 'France']","['Spanish', 'Basque', 'English']",2009-11-06
10563,Extract,https://www.imdb.com/title/tt1225822/,6.1,44043,92.0,"['Comedy', 'Crime', 'Romance']",R,6.1,IMDB,['USA'],['English'],2009-09-04
10564,Coffin Rock,https://www.imdb.com/title/tt1104814/,5.3,1408,92.0,"['Drama', 'Thriller']",Not Rated,,IMDB,"['Australia', 'UK', 'New Zealand']",['English'],2009-09-04
10565,Bad Lieutenant: Port of Call New Orleans,https://www.imdb.com/title/tt1095217/,6.6,73145,122.0,"['Crime', 'Drama']",R,6.9,IMDB,['USA'],"['English', 'Spanish']",2009-12-11
10566,Reykjavik Whale Watching Massacre,https://www.imdb.com/title/tt1075749/,4.9,1852,90.0,"['Comedy', 'Horror']",R,,IMDB,['Iceland'],"['English', 'Icelandic', 'Japanese', 'French']",2009-09-04
10567,Vision - Aus dem Leben der Hildegard von Bingen,https://www.imdb.com/title/tt0995850/,6.5,1033,110.0,"['Biography', 'Drama', 'History']",Unrated,6.8,IMDB,"['Germany', 'France']","['German', 'Latin']",2009-09-24
10568,All About Steve,https://www.imdb.com/title/tt0881891/,4.8,39106,99.0,"['Comedy', 'Romance']",PG-13,1.7,IMDB,['USA'],"['English', 'Spanish', 'French', 'American Sign Language']",2009-09-04
10569,Valhalla Rising,https://www.imdb.com/title/tt0862467/,6.1,54610,93.0,"['Adventure', 'Drama', 'Fantasy']",Not Rated,6.1,IMDB,"['Denmark', 'UK']",['English'],2010-03-31
10570,The Last Station,https://www.imdb.com/title/tt0824758/,7.0,17538,112.0,"['Biography', 'Drama', 'Romance']",R,7.6,IMDB,"['UK', 'Germany', 'Russia']",['English'],2010-02-26
10571,L'affaire Farewell,https://www.imdb.com/title/tt0806029/,7.0,6259,113.0,"['Drama', 'Romance', 'Thriller']",Not Rated,7.4,IMDB,['France'],"['French', 'English', 'Russian']",2009-09-23
10572,Charlie & Boots,https://www.imdb.com/title/tt1276110/,6.4,1378,101.0,"['Adventure', 'Comedy', 'Drama']",,,IMDB,['Australia'],['English'],2009-09-03
10573,Gamer,https://www.imdb.com/title/tt1034032/,5.8,128407,95.0,"['Action', 'Sci-Fi', 'Thriller']",R,2.7,IMDB,['USA'],['English'],2009-09-04
10574,Metropia,https://www.imdb.com/title/tt0985058/,6.3,7341,86.0,"['Animation', 'Drama', 'Mystery']",TV-14,4.7,IMDB,"['Sweden', 'Denmark', 'Norway']",['English'],2009-11-27
10575,The Road,https://www.imdb.com/title/tt0898367/,7.2,218832,111.0,['Drama'],R,6.4,IMDB,['USA'],['English'],2009-11-25
10576,Life During Wartime,https://www.imdb.com/title/tt0808526/,6.4,6756,98.0,"['Comedy', 'Drama']",R,6.9,IMDB,['USA'],['English'],2010-04-16
10577,A Dog Year,https://www.imdb.com/title/tt0808232/,6.1,2843,80.0,"['Comedy', 'Drama']",Not Rated,,IMDB,['USA'],['English'],2009-09-03
10578,[Rec] 2,https://www.imdb.com/title/tt1245112/,6.5,67313,85.0,"['Action', 'Adventure', 'Fantasy']",R,5.2,IMDB,['Spain'],['Spanish'],2009-10-02
10579,BaarÃÂ¬a,https://www.imdb.com/title/tt1081935/,6.9,6779,163.0,"['Comedy', 'Drama']",Not Rated,,IMDB,"['Italy', 'France']","['Sicilian', 'Italian', 'English']",2009-09-25
10580,Apan,https://www.imdb.com/title/tt1459026/,6.0,1337,81.0,"['Drama', 'Thriller']",,,IMDB,['Sweden'],['Swedish'],2009-10-23
10581,Korkoro,https://www.imdb.com/title/tt1495823/,7.3,1182,111.0,"['Drama', 'War']",,6.0,IMDB,['France'],"['French', 'German', 'Romany']",2010-02-24
10582,Well Done Abba!,https://www.imdb.com/title/tt1397492/,7.3,1656,144.0,['Comedy'],,,IMDB,['India'],['Hindi'],2010-03-26
10583,Heartless,https://www.imdb.com/title/tt1220214/,6.0,9782,114.0,"['Drama', 'Fantasy', 'Horror']",,5.8,IMDB,['UK'],['English'],2010-11-19
10584,The Heavy,https://www.imdb.com/title/tt0473364/,5.0,1997,102.0,['Thriller'],R,,IMDB,"['UK', 'USA']",['English'],2011-04-16
10585,The Human Centipede (First Sequence),https://www.imdb.com/title/tt1467304/,4.4,71439,92.0,['Horror'],R,3.3,IMDB,['Netherlands'],"['English', 'German', 'Japanese']",2010-04-28
10586,Night of the Demons,https://www.imdb.com/title/tt1268809/,4.7,6966,93.0,"['Action', 'Comedy', 'Fantasy']",R,,IMDB,['USA'],"['English', 'Russian']",2011-05-26
10587,The Thaw,https://www.imdb.com/title/tt1235448/,5.2,11228,94.0,"['Horror', 'Sci-Fi']",R,,IMDB,['Canada'],['English'],2010-09-29
10588,Eraser Children,https://www.imdb.com/title/tt1314239/,5.7,1500,100.0,"['Comedy', 'Drama', 'Fantasy']",,,IMDB,['Australia'],['English'],2009-07-28
10589,The String,https://www.imdb.com/title/tt1302559/,6.7,1866,93.0,"['Drama', 'Romance']",Not Rated,,IMDB,"['France', 'Tunisia', 'Belgium']","['French', 'Arabic']",2010-05-12
10590,Ting shuo,https://www.imdb.com/title/tt1562328/,7.5,2676,109.0,"['Drama', 'Romance']",,,IMDB,['Taiwan'],"['Sign Languages', 'Chinese']",2009-08-28
10591,Os Normais 2: A Noite Mais Maluca de Todas,https://www.imdb.com/title/tt1504688/,5.8,1091,75.0,['Comedy'],,,IMDB,['Brazil'],"['Portuguese', 'French']",2009-08-28
10592,Shadow,https://www.imdb.com/title/tt1425253/,5.4,2493,77.0,['Horror'],Not Rated,,IMDB,['Italy'],['English'],2010-05-14
10593,Headhunter,https://www.imdb.com/title/tt1322315/,6.6,1842,108.0,['Thriller'],,,IMDB,['Denmark'],['Danish'],2009-08-28
10594,Halloween II,https://www.imdb.com/title/tt1311067/,4.9,47242,105.0,['Horror'],R,3.5,IMDB,['USA'],['English'],2009-08-28
10595,Offspring,https://www.imdb.com/title/tt1262413/,4.8,2369,79.0,['Horror'],R,,IMDB,['USA'],['English'],2009-08-28
10596,La horde,https://www.imdb.com/title/tt1183276/,5.9,14915,90.0,"['Action', 'Horror']",Not Rated,,IMDB,['France'],"['French', 'Czech']",2010-02-10
10597,The Open Road,https://www.imdb.com/title/tt1007018/,5.4,3347,90.0,"['Comedy', 'Drama']",PG-13,4.7,IMDB,['USA'],['English'],2009-08-28
10598,Karanliktakiler,https://www.imdb.com/title/tt1492923/,7.1,1987,100.0,"['Drama', 'Thriller']",,,IMDB,['Turkey'],['Turkish'],2009-10-02
10599,Lies & Illusions,https://www.imdb.com/title/tt1202222/,3.5,2855,93.0,"['Action', 'Thriller']",R,,IMDB,['USA'],['English'],2009-08-27
10600,Triangle,https://www.imdb.com/title/tt1187064/,6.9,98802,99.0,"['Fantasy', 'Mystery', 'Thriller']",R,,IMDB,"['UK', 'Australia']",['English'],2009-10-16
10601,Across the Hall,https://www.imdb.com/title/tt1176724/,6.0,4077,93.0,"['Horror', 'Mystery', 'Thriller']",R,,IMDB,['USA'],['English'],2009-12-04
10602,The Final Destination,https://www.imdb.com/title/tt1144884/,5.2,94636,82.0,"['Fantasy', 'Horror', 'Thriller']",R,3.0,IMDB,['USA'],['English'],2009-08-28
10603,High Security Vacation,https://www.imdb.com/title/tt1438463/,6.3,2875,113.0,"['Adventure', 'Comedy']",Not Rated,,IMDB,['Russia'],['Russian'],2009-08-25
10604,Forget Me Not,https://www.imdb.com/title/tt1147684/,5.2,5717,103.0,"['Horror', 'Romance', 'Thriller']",R,,IMDB,['USA'],['English'],2011-08-03
10605,The Descent: Part 2,https://www.imdb.com/title/tt1073105/,5.8,42776,94.0,"['Adventure', 'Horror', 'Thriller']",R,,IMDB,"['UK', 'France']",['English'],2009-10-14
10606,Upperdog,https://www.imdb.com/title/tt1489263/,6.5,1411,100.0,"['Comedy', 'Drama']",,,IMDB,['Norway'],"['Norwegian', 'English', 'Polish']",2009-08-28
10607,Kanthaswamy,https://www.imdb.com/title/tt1537032/,5.0,1473,190.0,['Action'],Not Rated,,IMDB,['India'],"['Tamil', 'Telugu', 'Hindi', 'English']",2009-08-21
10608,Haarautuvan rakkauden talo,https://www.imdb.com/title/tt1188992/,6.4,1234,102.0,"['Comedy', 'Drama']",,,IMDB,['Finland'],['Finnish'],2009-08-21
10609,Cabin Fever 2: Spring Fever,https://www.imdb.com/title/tt0961722/,4.3,12619,86.0,['Horror'],R,,IMDB,['USA'],['English'],2009-09-23
10610,The Marc Pease Experience,https://www.imdb.com/title/tt0913413/,4.0,2087,84.0,"['Comedy', 'Drama', 'Music']",PG-13,3.0,IMDB,['USA'],['English'],2010-05-21
10611,9,https://www.imdb.com/title/tt0472033/,7.1,130590,79.0,"['Animation', 'Action', 'Adventure']",PG-13,6.0,IMDB,['USA'],['English'],2009-09-09
10612,The Tournament,https://www.imdb.com/title/tt0471041/,6.1,33718,95.0,"['Action', 'Thriller']",R,,IMDB,"['UK', 'USA', 'Bahrain']",['English'],2010-07-25
10613,A Call Girl,https://www.imdb.com/title/tt1224373/,6.2,2959,90.0,['Drama'],R,,IMDB,"['Slovenia', 'Germany', 'Serbia', 'Croatia', 'Bosnia and Herzegovina']","['Slovenian', 'English']",2009-09-30
10614,Carriers,https://www.imdb.com/title/tt0806203/,6.0,42773,84.0,"['Adventure', 'Drama', 'Thriller']",PG-13,,IMDB,['USA'],['English'],2009-09-02
10615,Horst SchlÃÂ¤mmer - Isch kandidiere!,https://www.imdb.com/title/tt1462050/,4.7,1194,96.0,['Comedy'],,,IMDB,['Germany'],['German'],2009-08-20
10616,Strigoi,https://www.imdb.com/title/tt1117636/,5.5,1131,105.0,"['Comedy', 'Drama', 'Fantasy']",Not Rated,,IMDB,['UK'],['English'],2009-10-10
10617,The Revenant,https://www.imdb.com/title/tt1336006/,6.3,10491,117.0,"['Comedy', 'Fantasy', 'Horror']",R,5.7,IMDB,['USA'],['English'],2012-08-24
10618,Redline,https://www.imdb.com/title/tt1483797/,7.5,10790,102.0,"['Animation', 'Action', 'Romance']",Not Rated,,IMDB,['Japan'],"['Japanese', 'English']",2010-10-09
10619,Rampage,https://www.imdb.com/title/tt1337057/,6.2,17887,85.0,"['Action', 'Crime', 'Thriller']",R,,IMDB,"['Canada', 'Germany']",['English'],2010-04-29
10620,Nothing Personal,https://www.imdb.com/title/tt1320352/,7.1,4527,85.0,['Drama'],,7.1,IMDB,"['Netherlands', 'Ireland']","['English', 'Dutch', 'Irish', 'German']",2010-11-19
10621,Fei Chang Wan Mei,https://www.imdb.com/title/tt1303833/,5.9,1276,107.0,"['Comedy', 'Romance']",,,IMDB,"['South Korea', 'China']",['Mandarin'],2009-08-14
10622,Scoundrel,https://www.imdb.com/title/tt1274295/,7.4,16225,130.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB,['India'],"['Hindi', 'Marathi', 'Bengali', 'English', 'Portuguese']",2009-08-14
10623,El Estudiante,https://www.imdb.com/title/tt1261393/,7.1,1072,95.0,['Drama'],,,IMDB,['Mexico'],['Spanish'],2010-10-08
10624,Life Partner,https://www.imdb.com/title/tt1229366/,5.2,1211,138.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB,['India'],,2009-08-14
10625,Bikini Girls on Ice,https://www.imdb.com/title/tt1228963/,3.0,1076,82.0,"['Horror', 'Thriller']",Not Rated,,IMDB,['Canada'],['English'],2009-08-14
10626,"The Goods: Live Hard, Sell Hard",https://www.imdb.com/title/tt1092633/,5.8,20469,89.0,['Comedy'],R,3.9,IMDB,['USA'],['English'],2009-08-14
10627,The Time Traveler's Wife,https://www.imdb.com/title/tt0452694/,7.1,138002,107.0,"['Drama', 'Fantasy', 'Romance']",PG-13,4.7,IMDB,['USA'],['English'],2009-08-14
10628,LOpuKHI,https://www.imdb.com/title/tt1477014/,4.8,2693,85.0,['Comedy'],,,IMDB,['Russia'],['Russian'],2009-08-13
10629,Same Same But Different,https://www.imdb.com/title/tt1368443/,6.7,1861,107.0,['Drama'],Not Rated,,IMDB,['Germany'],"['German', 'English', 'Khmer']",2010-01-21
10630,Akadimia Platonos,https://www.imdb.com/title/tt1334313/,6.5,1187,103.0,"['Comedy', 'Drama']",,,IMDB,"['Greece', 'Germany']","['Greek', 'Albanian', 'German']",2009-10-15
10631,The Secret in Their Eyes,https://www.imdb.com/title/tt1305806/,8.2,186565,129.0,"['Drama', 'Mystery', 'Romance']",R,8.0,IMDB,"['Argentina', 'Spain']",['Spanish'],2010-05-21
10632,Post Grad,https://www.imdb.com/title/tt1142433/,5.3,13545,88.0,"['Comedy', 'Romance']",PG-13,3.5,IMDB,['USA'],['English'],2009-08-21
10633,District 9,https://www.imdb.com/title/tt1136608/,7.9,628328,112.0,"['Action', 'Sci-Fi', 'Thriller']",R,8.1,IMDB,"['South Africa', 'USA', 'New Zealand', 'Canada']","['English', 'Nyanja', 'Afrikaans', 'Zulu', 'Xhosa', 'Southern Sotho']",2009-08-14
10634,Case 39,https://www.imdb.com/title/tt0795351/,6.2,76073,109.0,"['Horror', 'Mystery', 'Thriller']",R,2.5,IMDB,"['USA', 'Canada']",['English'],2010-10-01
10635,Raging Phoenix,https://www.imdb.com/title/tt1551621/,6.1,2108,112.0,"['Action', 'Romance']",R,,IMDB,['Thailand'],['Thai'],2009-08-12
10636,Partir,https://www.imdb.com/title/tt1315962/,6.2,3979,85.0,"['Crime', 'Drama', 'Romance']",Unrated,5.6,IMDB,['France'],"['French', 'Catalan', 'English']",2009-08-12
10637,The Last Resort,https://www.imdb.com/title/tt1124048/,3.0,1264,75.0,"['Horror', 'Thriller']",R,,IMDB,['USA'],['English'],2009-07-28
10638,Bran Nue Dae,https://www.imdb.com/title/tt1148165/,6.2,1705,85.0,"['Comedy', 'Drama', 'Musical']",PG-13,5.4,IMDB,['Australia'],['English'],2010-01-14
10639,GekijÃÂ´ ban Kara no kyÃÂ´kai: Satsujin kÃÂ´satsu (Go),https://www.imdb.com/title/tt1345776/,7.6,1104,120.0,"['Animation', 'Action', 'Crime']",,,IMDB,['Japan'],['Japanese'],2009-08-08
10640,Shorts,https://www.imdb.com/title/tt1100119/,4.7,6692,89.0,"['Comedy', 'Family', 'Fantasy']",PG,5.3,IMDB,"['USA', 'United Arab Emirates']",['English'],2009-08-21
10641,"Maria, ihm schmeckt's nicht!",https://www.imdb.com/title/tt1339122/,6.0,1994,96.0,['Comedy'],,,IMDB,"['Italy', 'Germany']","['German', 'Italian']",2009-08-06
10642,Bandslam,https://www.imdb.com/title/tt0976222/,6.3,13609,111.0,"['Comedy', 'Drama', 'Family']",PG,6.6,IMDB,['USA'],['English'],2009-08-14
10643,A Perfect Getaway,https://www.imdb.com/title/tt0971209/,6.5,66354,98.0,"['Drama', 'Mystery', 'Thriller']",R,6.3,IMDB,['USA'],['English'],2009-08-07
10644,Little New York,https://www.imdb.com/title/tt0976246/,5.9,4954,96.0,"['Comedy', 'Crime', 'Drama']",R,,IMDB,"['France', 'USA']","['English', 'French', 'Italian', 'American Sign Language']",2009-08-05
10645,GekijÃÂ´-ban Naruto ShippÃÂ»den: Hi no ishi wo tsugu mono,https://www.imdb.com/title/tt1481363/,7.2,2778,95.0,"['Animation', 'Action', 'Fantasy']",Not Rated,,IMDB,['Japan'],['Japanese'],2012-10-23
10646,Summer Wars,https://www.imdb.com/title/tt1474276/,7.5,25222,114.0,"['Animation', 'Action', 'Adventure']",PG,6.3,IMDB,['Japan'],"['Japanese', 'English']",2009-08-01
10647,Harishchandrachi Factory,https://www.imdb.com/title/tt1524539/,8.4,2007,96.0,"['Biography', 'Comedy', 'Drama']",Not Rated,,IMDB,['India'],['Marathi'],2010-01-29
10648,Macabre,https://www.imdb.com/title/tt1447791/,6.5,2827,95.0,"['Drama', 'Horror', 'Thriller']",Not Rated,,IMDB,"['Indonesia', 'Singapore']",['Indonesian'],2013-11-01
10649,Merantau,https://www.imdb.com/title/tt1368116/,6.7,9940,134.0,"['Action', 'Drama']",R,,IMDB,['Indonesia'],"['Indonesian', 'English']",2009-11-05
10650,Sommaren med GÃÂ¶ran,https://www.imdb.com/title/tt1305869/,5.3,2735,97.0,['Comedy'],,,IMDB,['Sweden'],['Swedish'],2009-07-31
10651,Hard Times,https://www.imdb.com/title/tt1292652/,5.9,1688,94.0,"['Comedy', 'Crime']",R,,IMDB,['Ireland'],['English'],2013-06-28
10652,Snarveien,https://www.imdb.com/title/tt1278124/,5.2,1362,77.0,"['Horror', 'Thriller']",,,IMDB,['Norway'],"['Norwegian', 'Swedish']",2009-07-31
10653,Love Nowadays,https://www.imdb.com/title/tt1275863/,6.8,14562,128.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB,['India'],['Hindi'],2009-07-31
10654,Under the Mountain,https://www.imdb.com/title/tt1275861/,4.9,2020,90.0,"['Adventure', 'Drama', 'Fantasy']",PG-13,,IMDB,['New Zealand'],['English'],2009-12-10
10655,The Collector,https://www.imdb.com/title/tt0844479/,6.4,56431,90.0,"['Action', 'Crime', 'Horror']",R,2.9,IMDB,['USA'],['English'],2009-07-31
10656,The Great Warrior,https://www.imdb.com/title/tt1447500/,7.6,17573,147.0,"['Action', 'Drama', 'Fantasy']",Not Rated,,IMDB,['India'],['Telugu'],2009-07-30
10657,Julie & Julia,https://www.imdb.com/title/tt1135503/,7.0,104303,123.0,"['Biography', 'Drama', 'Romance']",PG-13,6.6,IMDB,['USA'],"['English', 'French']",2009-08-07
10658,Aliens in the Attic,https://www.imdb.com/title/tt0775552/,5.4,20342,86.0,"['Adventure', 'Comedy', 'Family']",PG,4.2,IMDB,"['USA', 'Canada']",['English'],2009-07-31
10659,Jusqu'ÃÂ  toi,https://www.imdb.com/title/tt1094668/,6.1,1341,80.0,"['Comedy', 'Romance']",,,IMDB,"['Canada', 'France']","['French', 'English']",2009-07-29
10660,Neighbor,https://www.imdb.com/title/tt1362103/,4.0,1793,90.0,"['Horror', 'Thriller']",R,,IMDB,['USA'],['English'],2012-09-04
10661,G.I. Joe: The Rise of Cobra,https://www.imdb.com/title/tt1046173/,5.8,196450,118.0,"['Action', 'Adventure', 'Sci-Fi']",PG-13,3.2,IMDB,"['USA', 'Czech Republic']","['English', 'French', 'Scottish Gaelic']",2009-08-07
10662,Give 'em Hell Malone,https://www.imdb.com/title/tt1258137/,5.9,6002,96.0,"['Action', 'Crime', 'Thriller']",R,,IMDB,['USA'],['English'],2009-07-25
10663,Luck,https://www.imdb.com/title/tt1242782/,4.8,2350,141.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB,['India'],['Hindi'],2009-07-31
10664,Sit ting fung wan,https://www.imdb.com/title/tt1349853/,7.1,2796,100.0,"['Crime', 'Thriller']",,,IMDB,"['Hong Kong', 'Singapore', 'China']",['Cantonese'],2009-07-24
10665,Formosa Betrayed,https://www.imdb.com/title/tt1121786/,6.1,1368,103.0,['Thriller'],R,5.2,IMDB,['USA'],['English'],2010-02-26
10666,Balibo,https://www.imdb.com/title/tt1111876/,7.1,2490,111.0,"['Drama', 'Mystery', 'Thriller']",Not Rated,,IMDB,['Australia'],['English'],2009-08-13
10667,Tidal Wave,https://www.imdb.com/title/tt1153040/,5.6,3777,120.0,"['Action', 'Drama']",R,,IMDB,['South Korea'],"['Korean', 'English']",2009-07-22
10668,Orphan,https://www.imdb.com/title/tt1148204/,6.9,186382,123.0,"['Horror', 'Mystery', 'Thriller']",R,4.2,IMDB,"['USA', 'Canada', 'Germany']","['English', 'American Sign Language', 'Estonian']",2009-07-24
10669,The Big Gay Musical,https://www.imdb.com/title/tt1332100/,6.4,1642,87.0,"['Comedy', 'Drama', 'Music']",Unrated,,IMDB,['USA'],['English'],2009-07-20
10670,Funny People,https://www.imdb.com/title/tt1201167/,6.3,112755,146.0,"['Comedy', 'Drama']",R,6.0,IMDB,['USA'],['English'],2009-07-31
10671,Eating Out: All You Can Eat,https://www.imdb.com/title/tt1472059/,5.8,2918,80.0,"['Comedy', 'Drama', 'Romance']",Not Rated,2.4,IMDB,['USA'],"['English', 'Vietnamese']",2009-10-09
10672,Dare,https://www.imdb.com/title/tt1241316/,5.8,4027,92.0,"['Drama', 'Romance']",R,5.4,IMDB,['USA'],['English'],2011-05-05
10673,G-Force,https://www.imdb.com/title/tt0436339/,5.1,41717,88.0,"['Action', 'Adventure', 'Comedy']",PG,4.1,IMDB,['USA'],"['Spanish', 'English']",2009-07-24
10674,PokÃÂ©mon: Arceus and the Jewel of Life,https://www.imdb.com/title/tt1468843/,6.3,1891,95.0,"['Animation', 'Action', 'Adventure']",,,IMDB,['Japan'],['Japanese'],2009-11-20
10675,Smash Cut,https://www.imdb.com/title/tt1245735/,3.6,1258,86.0,"['Comedy', 'Horror']",Not Rated,,IMDB,['Canada'],['English'],2009-09-25
10676,Command Performance,https://www.imdb.com/title/tt1210801/,5.6,3099,93.0,"['Action', 'Drama', 'Thriller']",R,,IMDB,['USA'],"['English', 'Russian']",2010-06-28
10677,Homecoming,https://www.imdb.com/title/tt1135500/,5.3,4120,88.0,"['Drama', 'Horror', 'Sport']",R,2.1,IMDB,['USA'],['English'],2009-09-26
10678,Deep in the Valley,https://www.imdb.com/title/tt1078885/,4.4,3259,96.0,['Comedy'],R,,IMDB,['USA'],['English'],2009-10-28
10679,The Ugly Truth,https://www.imdb.com/title/tt1142988/,6.4,199744,96.0,"['Comedy', 'Romance']",R,2.8,IMDB,['USA'],['English'],2009-07-24
10680,Possession,https://www.imdb.com/title/tt0368563/,5.6,7089,85.0,"['Drama', 'Horror', 'Mystery']",PG-13,,IMDB,['USA'],['English'],2009-07-16
10681,Teer enta,https://www.imdb.com/title/tt1699195/,7.2,2865,116.0,"['Comedy', 'Fantasy', 'Romance']",,,IMDB,['Egypt'],['Arabic'],2009-07-15
10682,The Crypt,https://www.imdb.com/title/tt1425252/,3.2,1176,84.0,['Horror'],R,,IMDB,['USA'],"['English', 'Spanish']",2015-01-29
10683,Chawu,https://www.imdb.com/title/tt1198396/,5.7,1010,121.0,"['Action', 'Comedy', 'Horror']",R,,IMDB,['South Korea'],['Korean'],2009-07-15
10684,Dread,https://www.imdb.com/title/tt1331307/,5.7,11556,98.0,"['Drama', 'Horror', 'Thriller']",R,,IMDB,"['UK', 'USA']",['English'],2009-10-30
10685,Neuilly sa mÃÂ¨re!,https://www.imdb.com/title/tt1349856/,5.5,2094,90.0,['Comedy'],,,IMDB,['France'],['French'],2009-08-12
10686,Sweet Karma,https://www.imdb.com/title/tt1467088/,5.2,1834,85.0,"['Crime', 'Drama', 'Thriller']",R,,IMDB,['Canada'],"['English', 'Russian']",2010-11-01
10687,Curious George 2: Follow That Monkey!,https://www.imdb.com/title/tt1350484/,5.6,1005,80.0,"['Animation', 'Family']",G,,IMDB,['USA'],['English'],2009-07-10
10688,Beyond a Reasonable Doubt,https://www.imdb.com/title/tt1183251/,5.9,12077,106.0,"['Crime', 'Drama', 'Mystery']",PG-13,3.5,IMDB,"['USA', 'Saudi Arabia']",['English'],2009-07-10
10689,"I Love You, Beth Cooper",https://www.imdb.com/title/tt1032815/,5.3,32939,102.0,"['Comedy', 'Romance']",PG-13,3.2,IMDB,"['Canada', 'USA']",['English'],2009-07-10
10690,De pÃÂ¨re en flic,https://www.imdb.com/title/tt1258134/,6.7,1753,107.0,"['Action', 'Comedy', 'Crime']",PG-13,,IMDB,['Canada'],['French'],2010-01-09
10691,Angel of Death,https://www.imdb.com/title/tt1269734/,5.0,2113,77.0,"['Action', 'Crime', 'Thriller']",R,,IMDB,['USA'],['English'],2009-07-07
10692,Harry Potter and the Half-Blood Prince,https://www.imdb.com/title/tt0417741/,7.6,454879,153.0,"['Action', 'Adventure', 'Family']",PG,7.8,IMDB,"['UK', 'USA']",['English'],2009-07-15
10693,Xun zhao Cheng Long,https://www.imdb.com/title/tt1478291/,4.0,1104,85.0,"['Action', 'Comedy', 'Family']",PG,,IMDB,['China'],['Mandarin'],2009-07-03
10694,Kambakkht Ishq,https://www.imdb.com/title/tt1144804/,3.9,6462,142.0,"['Action', 'Comedy', 'Romance']",Not Rated,,IMDB,['India'],['Hindi'],2009-07-03
10695,Infestation,https://www.imdb.com/title/tt1020543/,5.9,8739,91.0,"['Action', 'Adventure', 'Comedy']",R,,IMDB,['USA'],['English'],2009-11-28
10696,Le hÃÂ©risson,https://www.imdb.com/title/tt1442519/,7.4,8516,100.0,['Drama'],Unrated,6.4,IMDB,"['France', 'Italy']","['French', 'Japanese']",2009-07-03
10697,Dolan's Cadillac,https://www.imdb.com/title/tt0963965/,5.7,6750,89.0,"['Crime', 'Thriller']",R,,IMDB,"['Canada', 'UK']","['English', 'Spanish', 'Chinese']",2010-04-01
10698,Exam,https://www.imdb.com/title/tt1258197/,6.8,102334,101.0,"['Mystery', 'Thriller']",Not Rated,,IMDB,['UK'],"['English', 'French', 'Cantonese']",2010-06-17
10699,Dear Lemon Lima,https://www.imdb.com/title/tt1242423/,6.5,1088,87.0,['Comedy'],PG-13,,IMDB,['USA'],['English'],2009-06-28
10700,Mercy,https://www.imdb.com/title/tt1235200/,6.1,1230,87.0,"['Drama', 'Romance']",R,4.6,IMDB,['USA'],['English'],2009-06-28
10701,Endless Bummer,https://www.imdb.com/title/tt1047102/,3.8,1170,87.0,['Comedy'],R,,IMDB,['USA'],['English'],2014-03-04
