,Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date
6378,The Suspect,https://www.imdb.com/title/tt3404158/,6.9,5160,137.0,"['Action', 'Thriller']",Not Rated,6.3,IMDB,['South Korea'],['Korean'],2014-01-10
6379,Thunder and the House of Magic,https://www.imdb.com/title/tt3148834/,6.3,6017,85.0,"['Animation', 'Adventure', 'Comedy']",Not Rated,4.7,IMDB,"['Belgium', 'UK', 'France']","['English', 'French', 'German']",2015-12-25
6380,Police Story: Lockdown,https://www.imdb.com/title/tt2599716/,6.1,8747,110.0,"['Action', 'Adventure', 'Crime']",Not Rated,4.4,IMDB,"['China', 'Hong Kong']",['Mandarin'],2015-06-05
6381,Vendetta,https://www.imdb.com/title/tt2572632/,5.8,3451,106.0,"['Action', 'Thriller']",Not Rated,,IMDB,['UK'],['English'],2013-12-23
6382,The Den,https://www.imdb.com/title/tt2503154/,6.0,12869,76.0,"['Horror', 'Mystery', 'Thriller']",R,4.8,IMDB,['USA'],['English'],2014-03-14
6383,The Fighter Pilot,https://www.imdb.com/title/tt2404217/,7.3,2144,144.0,"['Action', 'Drama', 'Mystery']",,,IMDB,['Japan'],['Japanese'],2013-12-21
6384,Oru Indian Pranayakatha,https://www.imdb.com/title/tt3502488/,6.7,1134,150.0,"['Drama', 'Romance']",,,IMDB,['India'],['Malayalam'],2013-12-20
6385,Mountain of the Moon,https://www.imdb.com/title/tt3300904/,6.4,2068,148.0,"['Action', 'Adventure']",Not Rated,2.9,IMDB,['India'],"['English', 'Bengali']",2013-12-20
6386,Vila Roza,https://www.imdb.com/title/tt3213512/,5.9,1158,120.0,"['Horror', 'Mystery', 'Thriller']",,,IMDB,['Bulgaria'],"['Bulgarian', 'English']",2013-12-20
6387,The Harry Hill Movie,https://www.imdb.com/title/tt3013528/,3.7,1980,88.0,"['Adventure', 'Comedy', 'Family']",,,IMDB,['UK'],['English'],2013-12-20
6388,The Beautiful Risk,https://www.imdb.com/title/tt2749296/,7.5,2012,91.0,"['Drama', 'Romance']",Not Rated,,IMDB,['Canada'],"['English', 'French']",2014-11-23
6389,Heatstroke,https://www.imdb.com/title/tt3663040/,4.8,2816,92.0,"['Action', 'Drama', 'Thriller']",TV-14,,IMDB,"['USA', 'South Africa', 'Germany']",['English'],2014-07-04
6390,The Sinking of Van Der Wijck,https://www.imdb.com/title/tt3418604/,7.6,1019,164.0,"['Drama', 'Romance']",,,IMDB,['Indonesia'],"['Dutch', 'Minangkabau', 'Indonesian']",2013-12-19
6391,Drishyam,https://www.imdb.com/title/tt3417422/,8.4,29432,160.0,"['Crime', 'Drama', 'Thriller']",Not Rated,,IMDB,['India'],['Malayalam'],2013-12-19
6392,Si ren ding zhi,https://www.imdb.com/title/tt2992152/,5.1,1086,118.0,"['Comedy', 'Drama']",,,IMDB,['China'],['Mandarin'],2013-12-20
6393,Dhoom 3,https://www.imdb.com/title/tt1833673/,5.4,42169,172.0,"['Action', 'Thriller']",Not Rated,6.1,IMDB,['India'],"['Hindi', 'English', 'Tamil', 'Telugu', 'Arabic']",2013-12-20
6394,The Attorney,https://www.imdb.com/title/tt3404140/,7.7,4862,127.0,['Drama'],Not Rated,5.5,IMDB,['South Korea'],['Korean'],2013-12-18
6395,AngÃÂ©lique,https://www.imdb.com/title/tt2776074/,6.2,1424,113.0,"['Adventure', 'History', 'Romance']",,,IMDB,"['France', 'Belgium', 'Czech Republic', 'Austria']",['French'],2013-12-18
6396,Biriyani,https://www.imdb.com/title/tt2638104/,5.7,1279,148.0,"['Action', 'Comedy', 'Thriller']",Not Rated,,IMDB,['India'],['Tamil'],2013-12-20
6397,Force of Execution,https://www.imdb.com/title/tt2611626/,4.4,2929,99.0,"['Action', 'Crime']",R,,IMDB,['USA'],['English'],2014-03-13
6398,Hotel Inferno,https://www.imdb.com/title/tt3398788/,4.7,1265,80.0,"['Action', 'Horror']",,,IMDB,['Italy'],['English'],2013-12-16
6399,Grudge Match,https://www.imdb.com/title/tt1661382/,6.4,56677,113.0,"['Comedy', 'Drama', 'Sport']",PG-13,3.5,IMDB,['USA'],['English'],2013-12-25
6400,Walking with Dinosaurs 3D,https://www.imdb.com/title/tt1762399/,5.2,10494,87.0,"['Animation', 'Adventure', 'Family']",PG,3.7,IMDB,"['UK', 'Australia', 'USA']",['English'],2013-12-20
6401,Bu Iste Bir Yalnizlik Var,https://www.imdb.com/title/tt3420850/,5.7,1449,122.0,['Romance'],,,IMDB,['Turkey'],['Turkish'],2013-12-13
6402,Neverlake,https://www.imdb.com/title/tt3301196/,5.3,2114,86.0,"['Drama', 'Horror', 'Mystery']",,,IMDB,['Italy'],['English'],2014-04-25
6403,Tyler Perry's A Madea Christmas,https://www.imdb.com/title/tt2609758/,4.9,5721,100.0,"['Comedy', 'Drama', 'Romance']",PG-13,2.8,IMDB,['USA'],['English'],2013-12-13
6404,Firestorm,https://www.imdb.com/title/tt3341072/,6.2,2528,118.0,"['Action', 'Adventure', 'Crime']",Not Rated,,IMDB,"['Hong Kong', 'China']","['Cantonese', 'Mandarin']",2013-12-19
6405,Soof,https://www.imdb.com/title/tt2542368/,6.6,3148,96.0,"['Comedy', 'Romance']",,,IMDB,['Netherlands'],['Dutch'],2013-12-12
6406,American Hustle,https://www.imdb.com/title/tt1800241/,7.2,438711,138.0,"['Crime', 'Drama']",R,9.0,IMDB,"['USA', 'China']","['English', 'Arabic']",2013-12-20
6407,Tarzan,https://www.imdb.com/title/tt1705952/,4.8,12021,94.0,"['Animation', 'Adventure', 'Drama']",PG,,IMDB,"['Germany', 'USA']",['English'],2014-02-20
6408,Prisoners of the Sun,https://www.imdb.com/title/tt0496375/,3.7,1171,85.0,"['Action', 'Adventure', 'Horror']",TV-14,,IMDB,"['USA', 'Germany']",['English'],2014-07-08
6409,The Falls: Testament of Love,https://www.imdb.com/title/tt3169740/,6.5,1390,123.0,"['Drama', 'Romance']",Not Rated,,IMDB,['USA'],['English'],2018-04-01
6410,Jibeuro ganeun gil,https://www.imdb.com/title/tt2797106/,7.4,1097,131.0,['Drama'],,,IMDB,"['South Korea', 'France']","['Korean', 'French', 'English']",2013-12-11
6411,The Ouija Experiment,https://www.imdb.com/title/tt2364842/,3.2,3115,92.0,['Horror'],Not Rated,,IMDB,['USA'],['English'],2014-05-02
6412,The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,8.2,1131590,180.0,"['Biography', 'Crime', 'Drama']",R,7.5,IMDB,['USA'],"['English', 'French']",2013-12-25
6413,Piprabidya,https://www.imdb.com/title/tt3461908/,6.2,1026,93.0,"['Comedy', 'Drama']",,,IMDB,['Bangladesh'],['Bengali'],2014-10-24
6414,Fatat el masnaa,https://www.imdb.com/title/tt3182596/,7.2,1163,90.0,"['Drama', 'Romance']",,,IMDB,"['United Arab Emirates', 'Egypt']",['Arabic'],2014-03-19
6415,Misogynist,https://www.imdb.com/title/tt2803940/,6.2,2124,77.0,"['Drama', 'Thriller']",,,IMDB,['USA'],['English'],2015-03-03
6416,Three Night Stand,https://www.imdb.com/title/tt2597718/,5.1,1476,86.0,"['Comedy', 'Drama']",Not Rated,,IMDB,['Canada'],"['English', 'French', 'Italian', 'German']",2014-01-19
6417,47 Ronin,https://www.imdb.com/title/tt1335975/,6.3,142977,128.0,"['Action', 'Drama', 'Fantasy']",PG-13,2.8,IMDB,"['USA', 'UK', 'Japan', 'Hungary']","['English', 'Japanese']",2013-12-25
6418,Ankhon Dekhi,https://www.imdb.com/title/tt3614516/,8.0,9485,107.0,"['Comedy', 'Drama']",,,IMDB,['India'],['Hindi'],2014-03-21
6419,DÃÂ¼gÃÂ¼n Dernek,https://www.imdb.com/title/tt3347976/,7.1,20070,106.0,['Comedy'],,,IMDB,['Turkey'],"['Turkish', 'Latvian']",2013-12-06
6420,Little England,https://www.imdb.com/title/tt3253650/,7.8,6123,132.0,"['Drama', 'Romance']",Not Rated,,IMDB,['Greece'],"['Greek', 'English']",2014-10-28
6421,Ice Soldiers,https://www.imdb.com/title/tt3104304/,4.2,2392,95.0,"['Action', 'Sci-Fi']",R,,IMDB,['Canada'],['English'],2014-02-25
6422,Coming out,https://www.imdb.com/title/tt3059638/,5.1,1400,91.0,"['Comedy', 'Romance']",,,IMDB,['Hungary'],['Hungarian'],2013-12-05
6423,Bro's Before Ho's,https://www.imdb.com/title/tt2947832/,6.4,5803,87.0,['Comedy'],,,IMDB,['Netherlands'],['Dutch'],2013-12-05
6424,R... Rajkumar,https://www.imdb.com/title/tt2369154/,5.2,5188,146.0,"['Action', 'Romance']",Not Rated,,IMDB,['India'],['Hindi'],2013-12-06
6425,The Adventurer: The Curse of the Midas Box,https://www.imdb.com/title/tt1376213/,5.5,5793,100.0,"['Adventure', 'Family', 'Fantasy']",PG,3.9,IMDB,"['UK', 'Spain', 'Belgium']",['English'],2013-12-05
6426,Poseidon Rex,https://www.imdb.com/title/tt2690160/,2.5,1206,81.0,"['Action', 'Adventure', 'Comedy']",Not Rated,,IMDB,['USA'],['English'],2014-04-18
6427,Enemies Closer,https://www.imdb.com/title/tt2395199/,5.2,5442,85.0,"['Action', 'Thriller']",R,4.9,IMDB,"['USA', 'Canada']","['English', 'French']",2014-01-24
6428,Human Capital,https://www.imdb.com/title/tt2465578/,7.3,11375,111.0,"['Crime', 'Drama']",Not Rated,6.3,IMDB,"['Italy', 'France']","['Italian', 'English']",2014-01-09
6429,Wu ren qu,https://www.imdb.com/title/tt1456660/,7.3,1984,118.0,"['Adventure', 'Crime', 'Drama']",,,IMDB,['China'],['Mandarin'],2013-12-03
6430,The Hobbit: The Desolation of Smaug,https://www.imdb.com/title/tt1170358/,7.8,588923,161.0,"['Adventure', 'Fantasy']",PG-13,6.6,IMDB,"['New Zealand', 'USA']",['English'],2013-12-13
6431,Ghost in the Shell Arise: Border 2 - Ghost Whisper,https://www.imdb.com/title/tt3017864/,7.3,2614,57.0,"['Animation', 'Action', 'Sci-Fi']",,,IMDB,['Japan'],['Japanese'],2013-11-28
6432,Scorned,https://www.imdb.com/title/tt2293750/,4.7,1989,86.0,"['Comedy', 'Crime', 'Horror']",R,,IMDB,['USA'],['English'],2013-11-28
6433,Punyalan Agarbattis,https://www.imdb.com/title/tt3387094/,7.1,1047,137.0,['Comedy'],,,IMDB,['India'],['Malayalam'],2013-11-29
6434,Tamam miyiz?,https://www.imdb.com/title/tt3283804/,7.0,4262,92.0,['Drama'],,,IMDB,['Turkey'],['Turkish'],2013-11-29
6435,AtÃÂ© que a Sorte nos Separe 2,https://www.imdb.com/title/tt3148528/,4.9,1119,102.0,['Comedy'],,,IMDB,['Brazil'],['Portuguese'],2013-12-27
6436,Bullett Raja,https://www.imdb.com/title/tt2551378/,5.0,3634,138.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB,['India'],"['Hindi', 'English', 'Bengali']",2013-11-29
6437,La vida inesperada,https://www.imdb.com/title/tt2311348/,6.2,1006,105.0,['Comedy'],TV-14,,IMDB,['Spain'],"['Spanish', 'English']",2014-04-25
6438,The Trials of Cate McCall,https://www.imdb.com/title/tt1323973/,6.3,5312,89.0,"['Crime', 'Drama']",Not Rated,,IMDB,['USA'],['English'],2013-11-28
6439,Mannenharten,https://www.imdb.com/title/tt2513536/,5.7,2046,97.0,"['Comedy', 'Romance']",,,IMDB,['Netherlands'],['Dutch'],2013-11-28
6440,Homefront,https://www.imdb.com/title/tt2312718/,6.5,104331,100.0,"['Action', 'Crime', 'Thriller']",R,4.0,IMDB,['USA'],['English'],2013-11-27
6441,Black Nativity,https://www.imdb.com/title/tt1425922/,4.6,2013,93.0,"['Drama', 'Family', 'Music']",PG,4.8,IMDB,['USA'],['English'],2013-11-27
6442,Apur Panchali,https://www.imdb.com/title/tt3438252/,8.2,1059,97.0,"['Drama', 'Family', 'History']",,,IMDB,['India'],['Bengali'],2014-04-25
6443,La mafia uccide solo d'estate,https://www.imdb.com/title/tt3374966/,7.1,7296,90.0,"['Comedy', 'Crime']",,6.2,IMDB,['Italy'],['Italian'],2015-03-06
6444,Anchorman 2: The Legend Continues,https://www.imdb.com/title/tt1229340/,6.3,164969,119.0,['Comedy'],PG-13,6.1,IMDB,['USA'],['English'],2013-12-18
6445,The Tale of The Princess Kaguya,https://www.imdb.com/title/tt2576852/,8.0,35693,137.0,"['Animation', 'Adventure', 'Drama']",PG,8.9,IMDB,['Japan'],['Japanese'],2013-11-23
6446,Lawless Kingdom,https://www.imdb.com/title/tt3341084/,5.8,1062,118.0,"['Action', 'Adventure']",R,,IMDB,"['China', 'Hong Kong']","['Mandarin', 'Cantonese']",2015-09-01
6447,Irandam Ulagam,https://www.imdb.com/title/tt3107246/,5.7,1107,158.0,"['Action', 'Fantasy', 'Romance']",Not Rated,,IMDB,['India'],"['Tamil', 'Telugu', 'Hindi', 'Georgian', 'Russian', 'Uzbek', 'Turkish']",2013-11-22
6448,The Christmas Candle,https://www.imdb.com/title/tt2739338/,6.2,1734,100.0,"['Drama', 'Family']",PG,3.3,IMDB,"['UK', 'USA']",['English'],2013-11-22
6449,7 Pecados Rurais,https://www.imdb.com/title/tt3087700/,5.6,1204,97.0,['Comedy'],,,IMDB,['Portugal'],['Portuguese'],2013-11-21
6450,Fuga di cervelli,https://www.imdb.com/title/tt3040510/,2.8,1067,100.0,['Comedy'],,,IMDB,['Italy'],['Italian'],2013-11-21
6451,Singh Saab the Great,https://www.imdb.com/title/tt2437954/,5.7,2116,134.0,"['Action', 'Drama']",Not Rated,,IMDB,['India'],"['Hindi', 'Punjabi']",2013-11-22
6452,Gori Tere Pyaar Mein!,https://www.imdb.com/title/tt2275794/,5.0,3411,150.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB,['India'],"['English', 'Hindi', 'Tamil', 'Gujarati']",2013-11-22
6453,Minuscule: Valley of the Lost Ants,https://www.imdb.com/title/tt2368672/,7.1,7362,89.0,"['Animation', 'Adventure', 'Family']",Not Rated,,IMDB,"['France', 'Belgium']",['None'],2014-01-29
6454,Jack and the Cuckoo-Clock Heart,https://www.imdb.com/title/tt1181840/,7.0,5935,94.0,"['Animation', 'Adventure', 'Drama']",PG,5.6,IMDB,"['France', 'Belgium']","['French', 'English']",2014-02-05
6455,Wer,https://www.imdb.com/title/tt2229511/,5.9,7683,89.0,"['Action', 'Horror', 'Mystery']",R,,IMDB,"['South Africa', 'USA']","['English', 'French']",2014-08-19
6456,Philips and the Monkey Pen,https://www.imdb.com/title/tt3323920/,7.3,1134,140.0,"['Comedy', 'Family']",,,IMDB,['India'],['Malayalam'],2013-11-15
6457,Su ve Ates,https://www.imdb.com/title/tt3142958/,6.2,3853,113.0,"['Drama', 'Romance']",,,IMDB,['Turkey'],['Turkish'],2013-11-15
6458,Tatuagem,https://www.imdb.com/title/tt2746176/,7.2,1514,110.0,['Drama'],Not Rated,,IMDB,['Brazil'],['Portuguese'],2013-11-15
6459,The Best Man Holiday,https://www.imdb.com/title/tt2083355/,6.7,14593,123.0,"['Comedy', 'Drama']",R,5.9,IMDB,['USA'],['English'],2013-11-15
6460,Another Me,https://www.imdb.com/title/tt1816608/,4.7,5279,86.0,"['Mystery', 'Thriller']",PG-13,,IMDB,"['UK', 'Spain']",['English'],2014-08-22
6461,RamLeela,https://www.imdb.com/title/tt2215477/,6.4,18063,150.0,"['Drama', 'Musical', 'Romance']",Not Rated,,IMDB,['India'],['Hindi'],2013-11-15
6462,Hard to Be a God,https://www.imdb.com/title/tt2328813/,6.7,4678,177.0,"['Drama', 'Sci-Fi']",Not Rated,9.0,IMDB,['Russia'],['Russian'],2014-02-27
6463,Lone Survivor,https://www.imdb.com/title/tt1091191/,7.5,260430,121.0,"['Action', 'Biography', 'Drama']",R,6.0,IMDB,"['USA', 'UK']","['English', 'Pushto', 'Arabic']",2014-01-10
6464,The Hunger Games: Catching Fire,https://www.imdb.com/title/tt1951264/,7.5,600860,146.0,"['Action', 'Adventure', 'Mystery']",PG-13,7.6,IMDB,['USA'],['English'],2013-11-22
6465,Oldboy,https://www.imdb.com/title/tt1321511/,5.7,67039,104.0,"['Action', 'Drama', 'Mystery']",R,4.9,IMDB,['USA'],['English'],2013-11-27
6466,Frozen,https://www.imdb.com/title/tt2294629/,7.4,558178,102.0,"['Animation', 'Adventure', 'Comedy']",PG,7.5,IMDB,['USA'],"['English', 'Norwegian']",2013-11-27
6467,Out of the Furnace,https://www.imdb.com/title/tt1206543/,6.8,104058,116.0,"['Action', 'Crime', 'Drama']",R,6.3,IMDB,"['UK', 'USA']",['English'],2013-12-06
6468,Solan og Ludvig - Jul i FlÃÂ¥klypa,https://www.imdb.com/title/tt2769896/,6.8,1502,76.0,"['Animation', 'Family']",,,IMDB,['Norway'],['Norwegian'],2013-11-08
6469,A Night in Old Mexico,https://www.imdb.com/title/tt2308260/,5.7,3356,103.0,"['Adventure', 'Drama', 'Western']",Not Rated,4.5,IMDB,"['USA', 'Spain']","['English', 'Spanish']",2014-05-09
6470,Sorg og glÃÂ¦de,https://www.imdb.com/title/tt3089978/,7.0,1087,107.0,['Drama'],,,IMDB,['Denmark'],['Danish'],2013-11-14
6471,Suck Me Shakespeer,https://www.imdb.com/title/tt2987732/,6.9,25929,119.0,['Comedy'],,,IMDB,['Germany'],['German'],2013-11-07
6472,Mig ÃÂ¤ger ingen,https://www.imdb.com/title/tt2196017/,6.8,2024,104.0,['Drama'],,,IMDB,['Sweden'],['Swedish'],2013-11-08
6473,HÃÂ¼kÃÂ¼met Kadin 2,https://www.imdb.com/title/tt3283718/,6.1,3867,105.0,['Comedy'],,,IMDB,['Turkey'],['Turkish'],2013-11-08
6474,Dong-chang-saeng,https://www.imdb.com/title/tt3144098/,6.8,2705,113.0,"['Action', 'Drama']",Not Rated,3.6,IMDB,['South Korea'],['Korean'],2013-12-06
6475,The Bell Witch Haunting,https://www.imdb.com/title/tt2991532/,3.6,1602,91.0,"['Biography', 'Horror']",Not Rated,,IMDB,['USA'],['English'],2013-11-05
6476,QuiÃÂ©n matÃÂ³ a Bambi?,https://www.imdb.com/title/tt2604346/,5.6,1144,86.0,['Comedy'],R,,IMDB,['Spain'],['Spanish'],2013-11-15
6477,Lauf Junge lauf,https://www.imdb.com/title/tt1608516/,7.1,1998,112.0,"['Action', 'Biography', 'Drama']",Not Rated,,IMDB,"['Germany', 'France', 'Poland']","['Polish', 'Yiddish', 'Hebrew', 'German']",2014-01-10
6478,Delivery Man,https://www.imdb.com/title/tt2387559/,6.4,73769,105.0,"['Comedy', 'Drama']",PG-13,4.4,IMDB,"['USA', 'India', 'Canada']",['English'],2013-11-22
6479,Pandiya Naadu,https://www.imdb.com/title/tt3232156/,7.2,1173,144.0,['Action'],Not Rated,,IMDB,['India'],['Tamil'],2013-11-02
6480,Behzat ÃÂ. Ankara Yaniyor,https://www.imdb.com/title/tt3283714/,7.5,5582,97.0,"['Action', 'Adventure', 'Crime']",,,IMDB,['Turkey'],['Turkish'],2013-11-01
6481,Sole a catinelle,https://www.imdb.com/title/tt3066270/,6.3,5230,87.0,['Comedy'],,,IMDB,['Italy'],['Italian'],2013-10-31
6482,The Starving Games,https://www.imdb.com/title/tt2403029/,3.2,18576,83.0,"['Comedy', 'Sci-Fi']",PG-13,,IMDB,['USA'],['English'],2013-10-31
6483,The Devil's Violinist,https://www.imdb.com/title/tt2401715/,6.1,3165,122.0,"['Biography', 'Drama', 'Musical']",R,3.8,IMDB,"['Germany', 'Italy']","['English', 'French']",2015-01-30
6484,A Perfect Man,https://www.imdb.com/title/tt2275471/,5.2,1923,95.0,"['Drama', 'Romance']",R,3.1,IMDB,['USA'],['English'],2013-10-31
6485,Last Vegas,https://www.imdb.com/title/tt1204975/,6.6,125786,105.0,"['Comedy', 'Drama']",PG-13,4.8,IMDB,['USA'],['English'],2013-11-01
6486,Krrish 3,https://www.imdb.com/title/tt1029231/,5.2,20065,152.0,"['Action', 'Sci-Fi']",Not Rated,,IMDB,['India'],"['Hindi', 'Telugu', 'Tamil']",2013-11-01
6487,Skinwalker Ranch,https://www.imdb.com/title/tt2881698/,5.1,4125,86.0,"['Horror', 'Mystery', 'Sci-Fi']",R,,IMDB,['USA'],['English'],2013-10-30
6488,Mischief Night,https://www.imdb.com/title/tt2872810/,4.6,1670,87.0,"['Drama', 'Horror', 'Thriller']",Not Rated,,IMDB,['USA'],['English'],2013-10-30
6489,Arrambam,https://www.imdb.com/title/tt2555958/,7.0,8433,157.0,"['Action', 'Drama', 'Mystery']",Not Rated,,IMDB,['India'],['Tamil'],2013-10-30
6490,Djinn,https://www.imdb.com/title/tt1770672/,4.4,1673,82.0,"['Horror', 'Thriller']",Not Rated,,IMDB,['United Arab Emirates'],"['Arabic', 'English']",2013-10-31
6491,All Hallows' Eve,https://www.imdb.com/title/tt2900624/,5.0,5514,83.0,"['Horror', 'Thriller']",Unrated,,IMDB,['USA'],['English'],2013-10-29
6492,Armistice,https://www.imdb.com/title/tt2112331/,4.6,1038,81.0,"['Horror', 'Thriller']",Not Rated,,IMDB,['UK'],['English'],2014-01-07
6493,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,https://www.imdb.com/title/tt2457282/,7.8,2729,116.0,"['Animation', 'Drama', 'Fantasy']",Not Rated,,IMDB,['Japan'],['Japanese'],2013-10-26
6494,Cavemen,https://www.imdb.com/title/tt2378884/,5.3,4295,88.0,['Comedy'],R,1.9,IMDB,['USA'],['English'],2014-04-17
6495,Brightest Star,https://www.imdb.com/title/tt1877688/,5.1,1039,80.0,"['Comedy', 'Drama', 'Romance']",TV-14,3.2,IMDB,['USA'],['English'],2014-01-31
6496,Innocence,https://www.imdb.com/title/tt1724965/,4.6,1138,96.0,"['Fantasy', 'Horror', 'Mystery']",PG-13,2.6,IMDB,['USA'],['English'],2016-01-11
6497,Sevkat Yerimdar,https://www.imdb.com/title/tt3283664/,5.3,1978,100.0,"['Comedy', 'Romance']",,,IMDB,['Turkey'],['Turkish'],2013-10-25
6498,Benim DÃÂ¼nyam,https://www.imdb.com/title/tt3159564/,7.6,4715,100.0,['Drama'],,,IMDB,['Turkey'],['Turkish'],2013-10-25
6499,So duk,https://www.imdb.com/title/tt2957774/,6.6,2170,140.0,"['Action', 'Crime', 'Thriller']",R,,IMDB,"['China', 'Hong Kong']","['Cantonese', 'English', 'Thai']",2013-12-05
6500,Lord of Tears,https://www.imdb.com/title/tt2367066/,5.3,1252,104.0,"['Drama', 'Horror']",,,IMDB,['UK'],['English'],2020-08-01
6501,Gorko!,https://www.imdb.com/title/tt3194532/,5.4,2487,100.0,['Comedy'],,,IMDB,['Russia'],['Russian'],2013-10-24
6502,Mickey Virus,https://www.imdb.com/title/tt2796318/,6.1,2556,135.0,"['Comedy', 'Thriller']",,,IMDB,['India'],['Hindi'],2013-10-25
6503,Ender's Game,https://www.imdb.com/title/tt1731141/,6.6,219597,114.0,"['Action', 'Adventure', 'Fantasy']",PG-13,5.1,IMDB,['USA'],['English'],2013-11-01
6504,Jackass Presents: Bad Grandpa,https://www.imdb.com/title/tt3063516/,6.5,88145,92.0,['Comedy'],R,5.4,IMDB,['USA'],['English'],2013-10-25
6505,The Protector 2,https://www.imdb.com/title/tt1925518/,5.3,6435,104.0,['Action'],R,4.5,IMDB,['Thailand'],"['English', 'Thai']",2014-05-02
6506,Bayonetta: Bloody Fate - Beyonetta buraddi feito,https://www.imdb.com/title/tt3306776/,5.7,1206,90.0,"['Animation', 'Action', 'Fantasy']",,,IMDB,['Japan'],['Japanese'],2013-11-23
6507,Storm Rider,https://www.imdb.com/title/tt3020226/,6.3,1011,90.0,"['Drama', 'Family']",PG,,IMDB,['USA'],['English'],2013-10-22
6508,Thor: The Dark World,https://www.imdb.com/title/tt1981115/,6.9,579341,112.0,"['Action', 'Adventure', 'Fantasy']",PG-13,5.4,IMDB,['USA'],['English'],2013-11-08
6509,"Good Day, Ramon",https://www.imdb.com/title/tt2876428/,7.6,2716,120.0,['Drama'],PG-13,,IMDB,"['Mexico', 'Germany']","['German', 'Spanish']",2014-08-21
6510,Green Street 3: Never Back Down,https://www.imdb.com/title/tt2628316/,5.2,5190,93.0,"['Action', 'Crime', 'Drama']",R,,IMDB,['UK'],['English'],2014-09-05
6511,Free Birds,https://www.imdb.com/title/tt1621039/,5.9,22006,91.0,"['Animation', 'Adventure', 'Comedy']",PG,3.8,IMDB,['USA'],['English'],2013-11-01
6512,Saving Mr. Banks,https://www.imdb.com/title/tt2140373/,7.5,148400,125.0,"['Biography', 'Comedy', 'Drama']",PG-13,6.5,IMDB,"['USA', 'UK', 'Australia']",['English'],2013-12-20
6513,The Harvest,https://www.imdb.com/title/tt2543336/,6.1,6935,104.0,"['Drama', 'Mystery', 'Thriller']",Not Rated,6.8,IMDB,['USA'],['English'],2015-04-10
6514,Isteni mÃÂ¼szak,https://www.imdb.com/title/tt2466684/,7.5,2321,100.0,"['Comedy', 'Drama']",Not Rated,,IMDB,['Hungary'],['Hungarian'],2013-10-24
6515,Serra Pelada,https://www.imdb.com/title/tt2140381/,7.0,1424,120.0,"['Drama', 'Western']",,,IMDB,['Brazil'],"['Portuguese', 'Brazilian Sign Language']",2013-10-18
6516,Te shu shen fen,https://www.imdb.com/title/tt2118775/,5.5,3834,99.0,"['Action', 'Crime']",R,4.7,IMDB,['China'],"['Cantonese', 'Mandarin', 'English']",2013-10-18
6517,The Returned,https://www.imdb.com/title/tt2093270/,5.9,7964,98.0,"['Crime', 'Drama', 'Horror']",,4.7,IMDB,"['Spain', 'Canada']",['English'],2013-11-15
6518,I'm in Love with a Church Girl,https://www.imdb.com/title/tt1618432/,4.4,1725,118.0,"['Crime', 'Drama', 'Romance']",PG,2.3,IMDB,['USA'],['English'],2013-12-06
6519,Doosukeltha,https://www.imdb.com/title/tt3230300/,6.7,1240,161.0,"['Action', 'Comedy']",,,IMDB,['India'],['Telugu'],2013-10-17
6520,Feuten: Het Feestje,https://www.imdb.com/title/tt3180440/,5.6,1109,80.0,['Drama'],,,IMDB,['Netherlands'],['Dutch'],2013-10-17
6521,Frau Ella,https://www.imdb.com/title/tt2669766/,5.9,1374,105.0,"['Comedy', 'Drama']",,,IMDB,['Germany'],['German'],2013-10-17
6522,Gallows Hill,https://www.imdb.com/title/tt2387408/,5.2,5877,87.0,"['Horror', 'Mystery', 'Thriller']",R,3.9,IMDB,['USA'],"['English', 'Spanish']",2014-08-29
6523,One Eyed Girl,https://www.imdb.com/title/tt2307002/,6.5,3382,102.0,"['Drama', 'Thriller']",,,IMDB,['Australia'],['English'],2015-04-02
6524,Gimme Shelter,https://www.imdb.com/title/tt1657510/,6.5,8076,101.0,['Drama'],PG-13,3.7,IMDB,['USA'],['English'],2014-10-29
6525,Tangerines,https://www.imdb.com/title/tt2991224/,8.2,37128,87.0,"['Drama', 'War']",Not Rated,7.3,IMDB,"['Estonia', 'Georgia']","['Estonian', 'Russian', 'Georgian']",2015-04-17
6526,The Suspect,https://www.imdb.com/title/tt2073121/,5.7,1387,98.0,['Thriller'],Not Rated,,IMDB,['USA'],['English'],2014-01-23
6527,Waar,https://www.imdb.com/title/tt1821700/,7.9,29284,130.0,"['Action', 'Crime', 'Drama']",,,IMDB,['Pakistan'],"['English', 'Urdu']",2013-10-16
6528,Gongbeom,https://www.imdb.com/title/tt3271700/,6.4,1078,95.0,"['Drama', 'Thriller']",,,IMDB,['South Korea'],['Korean'],2013-10-24
6529,52 Tuesdays,https://www.imdb.com/title/tt3100636/,6.4,1320,114.0,['Drama'],Not Rated,7.1,IMDB,['Australia'],['English'],2014-05-01
6530,Boss,https://www.imdb.com/title/tt2571140/,5.1,9993,143.0,['Action'],Not Rated,4.2,IMDB,['India'],['Hindi'],2013-10-16
