Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
Extraction,https://www.imdb.com/title/tt8936646/,6.7,136356,116.0,"['Action', 'Thriller']",R,56.0,IMDB
The Willoughbys,https://www.imdb.com/title/tt5206260/,6.4,10540,90.0,"['Animation', 'Adventure', 'Comedy']",PG,68.0,IMDB
Nathan's Kingdom,https://www.imdb.com/title/tt3274690/,7.0,1599,93.0,"['Adventure', 'Drama', 'Sci-Fi']",,,IMDB
Rising High,https://www.imdb.com/title/tt9806336/,5.7,3298,94.0,"['Comedy', 'Drama']",,40.0,IMDB
Bad Trip,https://www.imdb.com/title/tt9684220/,6.5,1900,84.0,['Comedy'],R,,IMDB
The Quarry,https://www.imdb.com/title/tt10151054/,5.2,1326,98.0,"['Crime', 'Mystery', 'Thriller']",R,53.0,IMDB
Earth and Blood,https://www.imdb.com/title/tt10092752/,4.9,1797,80.0,"['Action', 'Thriller']",,,IMDB
Sputnik,https://www.imdb.com/title/tt11905962/,6.0,1231,113.0,"['Horror', 'Sci-Fi']",,,IMDB
Nobody Knows I'm Here,https://www.imdb.com/title/tt10728764/,6.5,2197,91.0,"['Drama', 'Music']",,64.0,IMDB
Light from the Tower,https://www.imdb.com/title/tt10264340/,5.9,1058,77.0,"['Comedy', 'Drama', 'Mystery']",,,IMDB
Mortal Kombat Legends: Scorpion's Revenge,https://www.imdb.com/title/tt9580138/,7.5,8713,80.0,"['Animation', 'Action', 'Adventure']",R,,IMDB
Tigertail,https://www.imdb.com/title/tt8902948/,6.4,2451,91.0,['Drama'],PG,65.0,IMDB
Love Wedding Repeat,https://www.imdb.com/title/tt5096470/,5.5,15079,100.0,"['Comedy', 'Romance']",,41.0,IMDB
Bamfaad,https://www.imdb.com/title/tt11730940/,7.5,1481,102.0,['Romance'],,,IMDB
The Main Event,https://www.imdb.com/title/tt10540242/,4.7,1564,101.0,"['Action', 'Comedy', 'Family']",,52.0,IMDB
Axcellerator,https://www.imdb.com/title/tt6143798/,5.1,1057,91.0,"['Action', 'Sci-Fi']",,,IMDB
Coffee & Kareem,https://www.imdb.com/title/tt9898858/,5.1,10360,88.0,"['Action', 'Comedy']",,35.0,IMDB
Shooting Heroin,https://www.imdb.com/title/tt8332454/,6.5,2865,90.0,"['Action', 'Drama', 'Thriller']",R,,IMDB
Uncorked,https://www.imdb.com/title/tt9261218/,6.2,3468,104.0,['Drama'],,62.0,IMDB
Body Cam,https://www.imdb.com/title/tt8179024/,5.2,1472,96.0,"['Horror', 'Mystery', 'Thriller']",R,37.0,IMDB
Maska,https://www.imdb.com/title/tt11953628/,5.9,1114,111.0,"['Comedy', 'Drama', 'Romance']",,,IMDB
The Occupant,https://www.imdb.com/title/tt9345754/,6.3,10770,103.0,"['Adventure', 'Drama', 'Thriller']",,,IMDB
Nobody Sleeps in the Woods Tonight,https://www.imdb.com/title/tt11240506/,5.0,1175,102.0,['Horror'],,,IMDB
Altered Carbon: Resleeved,https://www.imdb.com/title/tt9310328/,6.5,4003,74.0,"['Animation', 'Action', 'Crime']",,,IMDB
Stargirl,https://www.imdb.com/title/tt4858674/,6.2,2913,107.0,"['Comedy', 'Drama', 'Romance']",PG,61.0,IMDB
The Postcard Killings,https://www.imdb.com/title/tt4106514/,5.7,3845,104.0,"['Crime', 'Drama', 'Mystery']",Not Rated,29.0,IMDB
Trolls World Tour,https://www.imdb.com/title/tt6587640/,6.1,10821,90.0,"['Animation', 'Adventure', 'Comedy']",PG,51.0,IMDB
I Still Believe,https://www.imdb.com/title/tt9779516/,6.6,5616,116.0,"['Biography', 'Drama', 'Music']",PG,41.0,IMDB
Angrezi Medium,https://www.imdb.com/title/tt8907986/,7.3,9125,145.0,"['Comedy', 'Drama']",,,IMDB
The Hunt,https://www.imdb.com/title/tt8244784/,6.5,48060,90.0,"['Action', 'Horror', 'Thriller']",R,50.0,IMDB
Ultras,https://www.imdb.com/title/tt10937434/,5.9,3727,108.0,['Drama'],,,IMDB
Resistance,https://www.imdb.com/title/tt6914122/,6.1,2194,120.0,"['Biography', 'Drama', 'History']",R,53.0,IMDB
Spenser Confidential,https://www.imdb.com/title/tt8629748/,6.2,59482,111.0,"['Action', 'Comedy', 'Crime']",R,49.0,IMDB
Baaghi 3,https://www.imdb.com/title/tt8366590/,2.1,7161,143.0,"['Action', 'Thriller']",Not Rated,,IMDB
The Banker,https://www.imdb.com/title/tt6285944/,7.2,13316,120.0,"['Biography', 'Drama']",PG-13,59.0,IMDB
Kappela,https://www.imdb.com/title/tt11230868/,7.6,1487,113.0,"['Comedy', 'Romance']",,,IMDB
Guilty,https://www.imdb.com/title/tt10062614/,5.5,3350,119.0,"['Drama', 'Thriller']",,,IMDB
The Hater,https://www.imdb.com/title/tt9506474/,7.1,2562,135.0,"['Animation', 'Drama', 'Thriller']",,61.0,IMDB
The Way Back,https://www.imdb.com/title/tt8544498/,6.7,21707,108.0,"['Drama', 'Sport']",R,66.0,IMDB
Die KÃ¤nguru-Chroniken,https://www.imdb.com/title/tt7749142/,5.4,1216,92.0,['Comedy'],,,IMDB
Bloodshot,https://www.imdb.com/title/tt1634106/,5.7,46203,109.0,"['Action', 'Drama', 'Sci-Fi']",PG-13,44.0,IMDB
The Trip to Greece,https://www.imdb.com/title/tt10482504/,6.6,1690,103.0,"['Comedy', 'Drama']",,69.0,IMDB
Escape from Pretoria,https://www.imdb.com/title/tt5797184/,6.8,14225,106.0,['Thriller'],PG-13,56.0,IMDB
Kannum Kannum Kollaiyadithaal,https://www.imdb.com/title/tt8042292/,7.7,3617,160.0,"['Drama', 'Romance', 'Thriller']",,,IMDB
All the Bright Places,https://www.imdb.com/title/tt3907584/,6.5,16478,107.0,"['Drama', 'Romance']",,61.0,IMDB
Draupathi,https://www.imdb.com/title/tt11581264/,3.7,1230,159.0,"['Action', 'Drama']",,,IMDB
Hit,https://www.imdb.com/title/tt11490170/,7.8,2481,125.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB
Doordarshan,https://www.imdb.com/title/tt11231440/,6.3,1297,119.0,"['Comedy', 'Drama']",,,IMDB
Thappad,https://www.imdb.com/title/tt10964430/,6.9,12476,142.0,['Drama'],,,IMDB
Forensic,https://www.imdb.com/title/tt10187680/,6.6,1928,134.0,"['Crime', 'Mystery', 'Thriller']",Not Rated,,IMDB
The Decline,https://www.imdb.com/title/tt10307440/,5.9,5782,83.0,"['Action', 'Thriller']",,,IMDB
Favolacce,https://www.imdb.com/title/tt8526370/,6.9,2995,98.0,['Drama'],,,IMDB
The Invisible Man,https://www.imdb.com/title/tt1051906/,7.1,123383,124.0,"['Horror', 'Mystery', 'Sci-Fi']",R,72.0,IMDB
Time to Hunt,https://www.imdb.com/title/tt11777040/,6.3,2439,134.0,"['Action', 'Crime', 'Drama']",,,IMDB
Impractical Jokers: The Movie,https://www.imdb.com/title/tt9208444/,6.0,3912,92.0,['Comedy'],PG-13,39.0,IMDB
Onward,https://www.imdb.com/title/tt7146812/,7.4,73096,102.0,"['Animation', 'Adventure', 'Comedy']",PG,61.0,IMDB
Bheeshma,https://www.imdb.com/title/tt11199356/,6.6,1523,150.0,"['Action', 'Comedy', 'Romance']",Not Rated,,IMDB
Miami Bici,https://www.imdb.com/title/tt10993566/,6.4,4626,98.0,['Comedy'],,,IMDB
Mafia: Chapter 1,https://www.imdb.com/title/tt10594792/,6.0,1013,113.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB
Bhoot: Part One - The Haunted Ship,https://www.imdb.com/title/tt10463030/,5.5,3511,114.0,"['Horror', 'Mystery', 'Thriller']",,,IMDB
Shubh Mangal Zyada Saavdhan,https://www.imdb.com/title/tt10309906/,5.8,6694,117.0,"['Comedy', 'Romance']",,,IMDB
Trance,https://www.imdb.com/title/tt6720802/,7.3,3203,170.0,"['Drama', 'Thriller']",Not Rated,,IMDB
Bayi Toplantisi,https://www.imdb.com/title/tt11527964/,4.6,1512,114.0,['Comedy'],,,IMDB
Brahms: The Boy II,https://www.imdb.com/title/tt9173418/,4.6,8238,86.0,"['Drama', 'Horror', 'Mystery']",PG-13,29.0,IMDB
The Night Clerk,https://www.imdb.com/title/tt7979142/,5.4,5960,90.0,"['Crime', 'Drama', 'Mystery']",R,44.0,IMDB
The Call of the Wild,https://www.imdb.com/title/tt7504726/,6.8,27683,100.0,"['Adventure', 'Drama', 'Family']",PG,47.0,IMDB
Isi & Ossi,https://www.imdb.com/title/tt9806322/,6.4,5247,113.0,"['Comedy', 'Romance']",,,IMDB
The Photograph,https://www.imdb.com/title/tt7798646/,5.9,2488,106.0,"['Drama', 'Romance']",PG-13,62.0,IMDB
Spy Intervention,https://www.imdb.com/title/tt7369550/,4.5,1103,93.0,"['Action', 'Adventure', 'Comedy']",Not Rated,,IMDB
Sufna,https://www.imdb.com/title/tt11173106/,8.2,1031,144.0,['Romance'],,,IMDB
Oh My Kadavule,https://www.imdb.com/title/tt11143108/,8.1,2009,151.0,['Comedy'],,,IMDB
Zenek,https://www.imdb.com/title/tt10132196/,2.3,1394,115.0,"['Biography', 'Music']",,,IMDB
Emma.,https://www.imdb.com/title/tt9214832/,6.7,18635,124.0,"['Comedy', 'Drama']",PG,71.0,IMDB
World Famous Lover,https://www.imdb.com/title/tt10991188/,4.6,1386,154.0,['Romance'],,,IMDB
To All the Boys: P.S. I Still Love You,https://www.imdb.com/title/tt9354842/,6.0,20315,101.0,"['Comedy', 'Drama', 'Romance']",TV-14,54.0,IMDB
Love Aaj Kal,https://www.imdb.com/title/tt10023024/,5.0,6103,142.0,"['Drama', 'Romance']",,,IMDB
Fantasy Island,https://www.imdb.com/title/tt0983946/,4.9,25127,109.0,"['Adventure', 'Fantasy', 'Horror']",PG-13,22.0,IMDB
Malang,https://www.imdb.com/title/tt9877170/,6.5,6727,135.0,"['Action', 'Crime', 'Drama']",Not Rated,,IMDB
Ayyappanum Koshiyum,https://www.imdb.com/title/tt11322920/,7.9,3124,177.0,"['Action', 'Drama', 'Thriller']",Not Rated,,IMDB
Dia,https://www.imdb.com/title/tt11235142/,8.2,3181,137.0,['Drama'],,,IMDB
Shikara,https://www.imdb.com/title/tt10930586/,3.6,5733,118.0,"['Drama', 'Romance']",Not Rated,,IMDB
365 Days,https://www.imdb.com/title/tt10886166/,3.3,30188,114.0,"['Drama', 'Romance']",,,IMDB
Varane Avashyamund,https://www.imdb.com/title/tt11531530/,6.9,1607,145.0,"['Drama', 'Family']",,,IMDB
Cupid,https://www.imdb.com/title/tt10817348/,4.8,1117,83.0,['Horror'],,,IMDB
Adu,https://www.imdb.com/title/tt9616700/,6.7,1394,119.0,['Drama'],,,IMDB
Jawaani Jaaneman,https://www.imdb.com/title/tt9248952/,6.7,5166,119.0,['Comedy'],Not Rated,,IMDB
Love Mocktail,https://www.imdb.com/title/tt10919132/,8.3,1963,153.0,"['Drama', 'Romance']",Not Rated,,IMDB
Gretel & Hansel,https://www.imdb.com/title/tt9086228/,5.3,17162,87.0,"['Fantasy', 'Horror', 'Mystery']",PG-13,64.0,IMDB
Eltilerin Savasi,https://www.imdb.com/title/tt11542214/,5.7,2176,118.0,"['Comedy', 'Family']",,,IMDB
Kartoffelsalat 3 - Das Musical,https://www.imdb.com/title/tt11449072/,6.7,2365,92.0,['Musical'],,,IMDB
Klovn the Final,https://www.imdb.com/title/tt10927554/,6.9,1182,94.0,['Comedy'],Not Rated,,IMDB
I Hate Summer,https://www.imdb.com/title/tt10492998/,6.6,1042,110.0,['Comedy'],Not Rated,,IMDB
Sergio,https://www.imdb.com/title/tt8750570/,6.1,6891,118.0,"['Biography', 'Drama', 'History']",R,55.0,IMDB
Lost Girls,https://www.imdb.com/title/tt3111426/,6.1,13818,95.0,"['Drama', 'Mystery', 'Thriller']",R,67.0,IMDB
The Last Thing He Wanted,https://www.imdb.com/title/tt7456312/,4.2,11072,115.0,"['Crime', 'Drama', 'Mystery']",R,35.0,IMDB
The Rhythm Section,https://www.imdb.com/title/tt7134096/,5.2,8322,109.0,"['Action', 'Drama', 'Mystery']",R,45.0,IMDB
Horse Girl,https://www.imdb.com/title/tt11388406/,5.9,12288,103.0,"['Drama', 'Mystery', 'Thriller']",R,61.0,IMDB
The Windermere Children,https://www.imdb.com/title/tt10370380/,7.3,1647,88.0,"['Drama', 'War']",Not Rated,,IMDB
Palm Springs,https://www.imdb.com/title/tt9484998/,7.5,32295,90.0,"['Comedy', 'Fantasy', 'Mystery']",R,84.0,IMDB
Downhill,https://www.imdb.com/title/tt4558376/,4.8,5245,86.0,"['Comedy', 'Drama']",R,49.0,IMDB
Wendy,https://www.imdb.com/title/tt2420124/,5.7,1311,111.0,"['Drama', 'Fantasy']",PG-13,54.0,IMDB
Relic,https://www.imdb.com/title/tt9072352/,5.9,6849,89.0,"['Drama', 'Horror']",R,77.0,IMDB
Shirley,https://www.imdb.com/title/tt8430598/,6.2,4036,107.0,"['Biography', 'Drama', 'Thriller']",R,76.0,IMDB
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,https://www.imdb.com/title/tt7713068/,6.1,128696,109.0,"['Action', 'Adventure', 'Crime']",R,60.0,IMDB
Timmy Failure: Mistakes Were Made,https://www.imdb.com/title/tt6820324/,6.1,1669,99.0,"['Adventure', 'Comedy', 'Drama']",PG,60.0,IMDB
Possessor,https://www.imdb.com/title/tt5918982/,6.2,1254,102.0,"['Horror', 'Sci-Fi', 'Thriller']",,69.0,IMDB
Sonic the Hedgehog,https://www.imdb.com/title/tt3794354/,6.6,72104,99.0,"['Action', 'Adventure', 'Comedy']",PG,47.0,IMDB
"Te quiero, imbÃ©cil",https://www.imdb.com/title/tt9359344/,5.8,2104,87.0,['Comedy'],,,IMDB
Psycho,https://www.imdb.com/title/tt9109976/,6.3,1876,134.0,"['Crime', 'Thriller']",Not Rated,,IMDB
Panga,https://www.imdb.com/title/tt8983166/,6.9,3999,131.0,"['Drama', 'Sport']",Not Rated,,IMDB
Cindy La Regia,https://www.imdb.com/title/tt8200456/,6.0,1009,109.0,['Comedy'],,,IMDB
John Henry,https://www.imdb.com/title/tt8170298/,3.5,1477,91.0,"['Drama', 'Thriller']",R,27.0,IMDB
Never Rarely Sometimes Always,https://www.imdb.com/title/tt7772582/,7.3,5536,101.0,['Drama'],PG-13,91.0,IMDB
Street Dancer 3D,https://www.imdb.com/title/tt9648672/,3.6,4599,146.0,"['Drama', 'Music']",Not Rated,,IMDB
The Turning,https://www.imdb.com/title/tt7510346/,3.8,7223,94.0,"['Drama', 'Horror', 'Mystery']",PG-13,35.0,IMDB
Dwitiyo Purush,https://www.imdb.com/title/tt10778840/,6.0,1228,129.0,"['Drama', 'Mystery', 'Thriller']",,,IMDB
Airplane Mode,https://www.imdb.com/title/tt10731748/,5.0,1812,96.0,"['Comedy', 'Drama', 'Romance']",TV-PG,,IMDB
Shylock,https://www.imdb.com/title/tt10644282/,5.8,1657,130.0,"['Action', 'Drama', 'Thriller']",Not Rated,,IMDB
Karakomik Filmler: Deli,https://www.imdb.com/title/tt11416594/,6.5,4194,60.0,"['Comedy', 'Drama']",,,IMDB
A Fall from Grace,https://www.imdb.com/title/tt11390036/,5.8,9826,115.0,"['Drama', 'Thriller']",,34.0,IMDB
Karakomik Filmler: Emanet,https://www.imdb.com/title/tt10472102/,5.6,3808,60.0,['Comedy'],,,IMDB
Go Karts,https://www.imdb.com/title/tt8116640/,5.9,1776,102.0,"['Family', 'Sport']",,,IMDB
MalasaÃ±a 32,https://www.imdb.com/title/tt10952782/,5.4,1118,104.0,['Horror'],,,IMDB
The Heist of the Century,https://www.imdb.com/title/tt10948718/,7.3,2355,114.0,"['Comedy', 'Crime']",,,IMDB
Chhapaak,https://www.imdb.com/title/tt9614460/,5.1,23552,120.0,"['Biography', 'Drama']",Not Rated,,IMDB
Ala Vaikunthapurramuloo,https://www.imdb.com/title/tt9537292/,7.2,5957,163.0,"['Action', 'Drama']",Not Rated,,IMDB
Sarileru Neekevvaru,https://www.imdb.com/title/tt10773090/,6.1,4458,169.0,"['Action', 'Comedy', 'Drama']",Not Rated,,IMDB
Anjaam Pathiraa,https://www.imdb.com/title/tt10717738/,8.0,3357,144.0,"['Crime', 'Mystery', 'Thriller']",Not Rated,,IMDB
Biz BÃ¶yleyiz,https://www.imdb.com/title/tt10441806/,5.6,3700,121.0,"['Comedy', 'Drama', 'Romance']",,,IMDB
My Spy,https://www.imdb.com/title/tt8242084/,6.3,14850,99.0,"['Action', 'Comedy', 'Family']",PG-13,46.0,IMDB
Tanhaji: The Unsung Warrior,https://www.imdb.com/title/tt8108274/,7.7,19064,135.0,"['Action', 'Biography', 'Drama']",Not Rated,,IMDB
Masameer the Movie,https://www.imdb.com/title/tt11561866/,6.0,1590,110.0,['Animation'],,,IMDB
Darbar,https://www.imdb.com/title/tt9635540/,6.2,4208,159.0,"['Action', 'Thriller']",Not Rated,,IMDB
Like a Boss,https://www.imdb.com/title/tt7545266/,4.5,7116,83.0,['Comedy'],R,33.0,IMDB
Underwater,https://www.imdb.com/title/tt5774060/,5.8,46071,95.0,"['Action', 'Horror', 'Sci-Fi']",PG-13,48.0,IMDB
Bad Boys For Life,https://www.imdb.com/title/tt1502397/,6.7,106774,124.0,"['Action', 'Comedy', 'Crime']",R,59.0,IMDB
Miss Fisher and the Crypt of Tears,https://www.imdb.com/title/tt9010738/,6.0,2092,101.0,"['Adventure', 'Drama', 'Mystery']",TV-14,,IMDB
Inmate Zero,https://www.imdb.com/title/tt8406660/,5.8,1169,106.0,['Horror'],,,IMDB
Mark of the Devil,https://www.imdb.com/title/tt7263040/,3.2,1576,82.0,['Horror'],TV-14,,IMDB
Disturbing the Peace,https://www.imdb.com/title/tt5717194/,3.1,1182,91.0,"['Action', 'Adventure', 'Thriller']",R,34.0,IMDB
18 Presents,https://www.imdb.com/title/tt10816484/,6.7,2213,115.0,['Drama'],,,IMDB
Invasion,https://www.imdb.com/title/tt8060328/,5.6,2105,134.0,"['Action', 'Sci-Fi']",Not Rated,,IMDB
Dolittle,https://www.imdb.com/title/tt6673612/,5.6,37967,101.0,"['Adventure', 'Comedy', 'Family']",PG,26.0,IMDB
The Grudge,https://www.imdb.com/title/tt3612126/,4.2,16533,94.0,"['Horror', 'Mystery']",R,41.0,IMDB
Tolo Tolo,https://www.imdb.com/title/tt10413566/,6.0,1840,90.0,"['Comedy', 'Family']",,,IMDB
Ghost Stories,https://www.imdb.com/title/tt10230404/,4.3,3941,144.0,"['Horror', 'Thriller']",,,IMDB
