Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date,Month,Year,Decade,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci_Fi,Sport,Thriller,War,Western
Asuran,https://www.imdb.com/title/tt9477520/,8.5,8031,141.0,"['Action', 'Drama']",Not Rated,,IMDB,['India'],['Tamil'],2019-10-03,10.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
War,https://www.imdb.com/title/tt7430722/,6.5,17583,154.0,"['Action', 'Thriller']",Not Rated,,IMDB,['India'],"['Hindi', 'Tamil', 'Telugu', 'Spanish', 'French', 'Russian', 'English', 'Japanese', 'Hebrew', 'Arabic']",2019-10-02,10.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gumnaami,https://www.imdb.com/title/tt10834986/,7.8,1217,142.0,"['Action', 'Drama', 'History']",Not Rated,,IMDB,['India'],"['Bengali', 'Hindi']",2019-10-02,10.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Doom: Annihilation,https://www.imdb.com/title/tt8328716/,3.6,6845,96.0,"['Action', 'Adventure', 'Horror']",R,,IMDB,['USA'],"['English', 'French']",2019-10-01,10.0,2019.0,2010.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10 Minutes Gone,https://www.imdb.com/title/tt8809652/,3.6,2129,89.0,"['Action', 'Crime', 'Mystery']",R,1.3,IMDB,"['Canada', 'USA']",['English'],2019-09-27,9.0,2019.0,2010.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sye Raa Narasimha Reddy,https://www.imdb.com/title/tt7283064/,7.5,5876,167.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB,['India'],['Telugu'],2019-10-02,10.0,2019.0,2010.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Geroy,https://www.imdb.com/title/tt10329842/,6.2,1209,121.0,['Action'],,,IMDB,['Russia'],['Russian'],2019-09-26,9.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21 Bridges,https://www.imdb.com/title/tt8688634/,6.6,33961,99.0,"['Action', 'Crime', 'Drama']",R,5.1,IMDB,"['China', 'USA']",['English'],2019-11-22,11.0,2019.0,2010.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gemini Man,https://www.imdb.com/title/tt1025100/,5.7,71462,117.0,"['Action', 'Drama', 'Sci_Fi']",PG-13,3.8,IMDB,"['China', 'USA', 'India']","['English', 'French']",2019-10-11,10.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Inside Man: Most Wanted,https://www.imdb.com/title/tt7832848/,5.6,2462,105.0,"['Action', 'Crime', 'Thriller']",R,,IMDB,['USA'],['English'],2019-09-24,9.0,2019.0,2010.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
VFW,https://www.imdb.com/title/tt9894470/,6.1,3708,92.0,"['Action', 'Horror']",Not Rated,7.2,IMDB,['USA'],['English'],2020-02-14,2.0,2020.0,2020.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
