Title,Rating,Genre,Runtime,MPAA/TV_Rating,Release_Date,Month,Year,Decade,Primary_Genre,Source
Simon Birch,69.0,"['Comedy', 'Drama', 'Family']",114.0,PG,1998-09-11,9,1998,1990,Comedy,IMDB
Very Bad Things,64.0,"['Comedy', 'Crime', 'Thriller']",100.0,R,1998-11-25,11,1998,1990,Comedy,IMDB
The Red Violin,76.0,"['Drama', 'Music', 'Mystery']",130.0,R,1999-06-11,6,1999,1990,Drama,IMDB
Tokyo Eyes,67.0,"['Comedy', 'Thriller']",97.0,,2001-07-27,7,2001,2000,Comedy,IMDB
New Rose Hotel,51.0,"['Drama', 'Mystery', 'Sci_Fi']",93.0,R,1999-03-19,3,1999,1990,Drama,IMDB
Apt Pupil,67.0,"['Crime', 'Drama', 'Thriller']",111.0,R,1998-10-23,10,1998,1990,Crime,IMDB
Autumn Tale,75.0,"['Comedy', 'Drama', 'Romance']",112.0,PG,1998-09-23,9,1998,1990,Comedy,IMDB
Train of Life,77.0,"['Comedy', 'Drama', 'War']",103.0,R,1998-09-16,9,1998,1990,Comedy,IMDB
Spriggan,66.0,"['Animation', 'Action', 'Adventure']",90.0,R,1998-09-05,9,1998,1990,Animation,IMDB
Hilary and Jackie,73.0,"['Biography', 'Drama', 'Music']",121.0,R,1999-02-05,2,1999,1990,Biography,IMDB
54,59.0,"['Drama', 'Music']",93.0,R,1998-08-28,8,1998,1990,Drama,IMDB
"Lock, Stock and Two Smoking Barrels",82.0,"['Action', 'Comedy', 'Crime']",107.0,R,1998-08-28,8,1998,1990,Action,IMDB
Run Lola Run,76.0,"['Crime', 'Drama', 'Thriller']",80.0,R,1999-06-18,6,1999,1990,Crime,IMDB
Blade,71.0,"['Action', 'Horror', 'Sci_Fi']",120.0,R,1998-08-21,8,1998,1990,Action,IMDB
Your Friends & Neighbors,63.0,"['Comedy', 'Drama', 'Romance']",100.0,R,1998-08-21,8,1998,1990,Comedy,IMDB
The Avengers,38.0,"['Action', 'Adventure', 'Sci_Fi']",89.0,PG-13,1998-08-14,8,1998,1990,Action,IMDB
Return to Paradise,69.0,"['Drama', 'Romance', 'Thriller']",111.0,R,1998-08-14,8,1998,1990,Drama,IMDB
Down in the Delta,67.0,['Drama'],112.0,PG-13,1998-12-25,12,1998,1990,Drama,IMDB
How Stella Got Her Groove Back,57.0,"['Comedy', 'Drama', 'Romance']",124.0,R,1998-08-14,8,1998,1990,Comedy,IMDB
Dead Man on Campus,61.0,['Comedy'],96.0,R,1998-08-21,8,1998,1990,Comedy,IMDB
Snake Eyes,60.0,"['Crime', 'Mystery', 'Thriller']",98.0,R,1998-08-07,8,1998,1990,Crime,IMDB
The Negotiator,73.0,"['Action', 'Crime', 'Drama']",140.0,R,1998-07-29,7,1998,1990,Action,IMDB
Ever After: A Cinderella Story,70.0,"['Comedy', 'Drama', 'Romance']",121.0,PG-13,1998-07-31,7,1998,1990,Comedy,IMDB
BASEketball,65.0,"['Comedy', 'Sport']",103.0,R,1998-07-31,7,1998,1990,Comedy,IMDB
Saving Private Ryan,86.0,"['Drama', 'War']",169.0,R,1998-07-24,7,1998,1990,Drama,IMDB
The Parent Trap,65.0,"['Adventure', 'Comedy', 'Drama']",128.0,PG,1998-07-29,7,1998,1990,Adventure,IMDB
There's Something About Mary,71.0,"['Comedy', 'Romance']",119.0,R,1998-07-15,7,1998,1990,Comedy,IMDB
Lethal Weapon 4,66.0,"['Action', 'Crime', 'Thriller']",127.0,R,1998-07-10,7,1998,1990,Action,IMDB
Armageddon,67.0,"['Action', 'Adventure', 'Sci_Fi']",151.0,PG-13,1998-07-01,7,1998,1990,Action,IMDB
Croupier,71.0,"['Crime', 'Drama']",94.0,Not Rated,2000-07-28,7,2000,2000,Crime,IMDB
Doctor Dolittle,54.0,"['Comedy', 'Family', 'Fantasy']",85.0,PG-13,1998-06-26,6,1998,1990,Comedy,IMDB
Can't Hardly Wait,65.0,"['Comedy', 'Romance']",100.0,PG-13,1998-06-12,6,1998,1990,Comedy,IMDB
Six Days Seven Nights,58.0,"['Action', 'Adventure', 'Comedy']",102.0,PG-13,1998-06-12,6,1998,1990,Action,IMDB
The Governess,63.0,"['Drama', 'Romance']",115.0,R,1998-07-31,7,1998,1990,Drama,IMDB
Mulan,76.0,"['Animation', 'Adventure', 'Family']",88.0,G,1998-06-19,6,1998,1990,Animation,IMDB
"Crna macka, beli macor",81.0,"['Comedy', 'Crime', 'Romance']",127.0,R,1998-06-01,6,1998,1990,Comedy,IMDB
Last Night,71.0,"['Comedy', 'Drama', 'Romance']",95.0,R,1998-10-23,10,1998,1990,Comedy,IMDB
Claire Dolan,68.0,['Drama'],95.0,Not Rated,1998-11-18,11,1998,1990,Drama,IMDB
The Last Days of Disco,67.0,"['Comedy', 'Drama', 'Music']",113.0,R,1998-06-12,6,1998,1990,Comedy,IMDB
Hope Floats,61.0,"['Drama', 'Romance']",114.0,PG-13,1998-05-29,5,1998,1990,Drama,IMDB
Knock Off,49.0,"['Action', 'Crime', 'Thriller']",91.0,R,1998-09-04,9,1998,1990,Action,IMDB
Velvet Goldmine,70.0,"['Drama', 'Music']",118.0,R,1998-10-23,10,1998,1990,Drama,IMDB
Bulworth,68.0,"['Comedy', 'Drama', 'Romance']",108.0,R,1998-05-22,5,1998,1990,Comedy,IMDB
Slums of Beverly Hills,66.0,"['Comedy', 'Drama']",91.0,R,1998-09-11,9,1998,1990,Comedy,IMDB
Illuminata,61.0,"['Drama', 'Romance']",119.0,R,1999-05-01,5,1999,1990,Drama,IMDB
Godzilla,54.0,"['Action', 'Sci_Fi', 'Thriller']",139.0,PG-13,1998-05-20,5,1998,1990,Action,IMDB
Fear and Loathing in Las Vegas,76.0,"['Adventure', 'Comedy', 'Drama']",118.0,R,1998-05-22,5,1998,1990,Adventure,IMDB
The School of Flesh,66.0,"['Drama', 'Mystery', 'Romance']",110.0,R,1999-02-26,2,1999,1990,Drama,IMDB
The Very Thought of You,64.0,"['Comedy', 'Romance']",88.0,PG-13,1998-05-08,5,1998,1990,Comedy,IMDB
Deep Impact,62.0,"['Action', 'Drama', 'Romance']",120.0,PG-13,1998-05-08,5,1998,1990,Action,IMDB
He Got Game,69.0,"['Drama', 'Sport']",136.0,R,1998-05-01,5,1998,1990,Drama,IMDB
Following,75.0,"['Crime', 'Mystery', 'Thriller']",69.0,R,1999-11-05,11,1999,1990,Crime,IMDB
Species II,45.0,"['Action', 'Horror', 'Sci_Fi']",93.0,R,1998-04-10,4,1998,1990,Action,IMDB
City of Angels,67.0,"['Drama', 'Fantasy', 'Romance']",114.0,PG-13,1998-04-10,4,1998,1990,Drama,IMDB
3 Ninjas: High Noon at Mega Mountain,29.0,"['Action', 'Adventure', 'Comedy']",93.0,PG,1998-06-18,6,1998,1990,Action,IMDB
Lost in Space,52.0,"['Action', 'Adventure', 'Family']",130.0,PG-13,1998-04-03,4,1998,1990,Action,IMDB
Barney's Great Adventure,31.0,"['Adventure', 'Comedy', 'Drama']",76.0,G,1998-04-03,4,1998,1990,Adventure,IMDB
Mercury Rising,62.0,"['Action', 'Crime', 'Drama']",111.0,R,1998-04-03,4,1998,1990,Action,IMDB
Wild Things,65.0,"['Crime', 'Drama', 'Mystery']",108.0,R,1998-03-20,3,1998,1990,Crime,IMDB
Primary Colors,66.0,"['Comedy', 'Drama']",143.0,R,1998-03-20,3,1998,1990,Comedy,IMDB
U.S. Marshals,66.0,"['Action', 'Crime', 'Thriller']",131.0,PG-13,1998-03-06,3,1998,1990,Action,IMDB
Dark City,76.0,"['Mystery', 'Sci_Fi', 'Thriller']",100.0,R,1998-02-27,2,1998,1990,Mystery,IMDB
Senseless,61.0,"['Comedy', 'Romance']",93.0,R,1998-02-20,2,1998,1990,Comedy,IMDB
Palmetto,61.0,"['Crime', 'Drama', 'Mystery']",114.0,R,1998-02-20,2,1998,1990,Crime,IMDB
The Wedding Singer,68.0,"['Comedy', 'Music', 'Romance']",97.0,PG-13,1998-02-13,2,1998,1990,Comedy,IMDB
Left Luggage,72.0,['Drama'],100.0,Not Rated,1998-03-30,3,1998,1990,Drama,IMDB
Sphere,61.0,"['Action', 'Mystery', 'Sci_Fi']",134.0,PG-13,1998-02-13,2,1998,1990,Action,IMDB
20 Dates,54.0,"['Biography', 'Comedy', 'Romance']",87.0,R,1999-02-26,2,1999,1990,Biography,IMDB
Pi,74.0,"['Drama', 'Horror', 'Mystery']",84.0,R,1998-07-10,7,1998,1990,Drama,IMDB
A Perfect Murder,65.0,"['Crime', 'Drama', 'Thriller']",107.0,R,1998-06-05,6,1998,1990,Crime,IMDB
Sliding Doors,67.0,"['Comedy', 'Drama', 'Fantasy']",99.0,PG-13,1998-05-01,5,1998,1990,Comedy,IMDB
Phantoms,55.0,"['Horror', 'Sci_Fi', 'Thriller']",96.0,R,1998-01-23,1,1998,1990,Horror,IMDB
High Art,66.0,"['Drama', 'Romance']",101.0,R,1998-06-12,6,1998,1990,Drama,IMDB
Gods and Monsters,74.0,"['Biography', 'Drama']",105.0,R,1998-11-04,11,1998,1990,Biography,IMDB
Buffalo '66,75.0,"['Comedy', 'Drama', 'Romance']",110.0,R,1998-06-26,6,1998,1990,Comedy,IMDB
Monument Ave.,67.0,"['Crime', 'Drama', 'Thriller']",93.0,R,1998-09-25,9,1998,1990,Crime,IMDB
The Big Lebowski,81.0,"['Comedy', 'Crime', 'Sport']",117.0,R,1998-03-06,3,1998,1990,Comedy,IMDB
Next Stop Wonderland,66.0,"['Comedy', 'Drama', 'Romance']",104.0,R,1998-08-21,8,1998,1990,Comedy,IMDB
Central Station,80.0,['Drama'],110.0,R,1998-11-20,11,1998,1990,Drama,IMDB
Hard Rain,59.0,"['Action', 'Crime', 'Drama']",97.0,R,1998-01-16,1,1998,1990,Action,IMDB
Half Baked,67.0,"['Comedy', 'Crime']",82.0,R,1998-01-16,1,1998,1990,Comedy,IMDB
Smoke Signals,71.0,"['Comedy', 'Drama']",89.0,PG-13,1998-11-27,11,1998,1990,Comedy,IMDB
Oscar and Lucinda,66.0,"['Drama', 'Romance']",132.0,R,1997-12-31,12,1997,1990,Drama,IMDB
The Boxer,70.0,"['Drama', 'Romance', 'Sport']",113.0,R,1998-01-09,1,1998,1990,Drama,IMDB
Mr. Magoo,40.0,"['Adventure', 'Comedy', 'Family']",87.0,PG,1997-12-25,12,1997,1990,Adventure,IMDB
Wag the Dog,72.0,"['Comedy', 'Drama']",97.0,R,1998-01-09,1,1998,1990,Comedy,IMDB
Spice World,35.0,"['Comedy', 'Family', 'Music']",93.0,PG,1998-01-23,1,1998,1990,Comedy,IMDB
The Postman,61.0,"['Action', 'Adventure', 'Drama']",177.0,R,1997-12-25,12,1997,1990,Action,IMDB
Kundun,70.0,"['Biography', 'Drama', 'History']",134.0,PG-13,1998-01-16,1,1998,1990,Biography,IMDB
Scream 2,62.0,"['Horror', 'Mystery']",120.0,R,1997-12-12,12,1997,1990,Horror,IMDB
Tomorrow Never Dies,65.0,"['Action', 'Adventure', 'Thriller']",119.0,PG-13,1997-12-19,12,1997,1990,Action,IMDB
Jackie Brown,75.0,"['Crime', 'Drama', 'Thriller']",154.0,R,1997-12-25,12,1997,1990,Crime,IMDB
As Good as It Gets,77.0,"['Comedy', 'Drama', 'Romance']",139.0,PG-13,1997-12-25,12,1997,1990,Comedy,IMDB
Amistad,73.0,"['Biography', 'Drama', 'History']",155.0,R,1997-12-25,12,1997,1990,Biography,IMDB
Good Will Hunting,83.0,"['Drama', 'Romance']",126.0,R,1998-01-09,1,1998,1990,Drama,IMDB
Kasaba,70.0,['Drama'],85.0,,1997-11-28,11,1997,1990,Drama,IMDB
Mortal Kombat: Annihilation,37.0,"['Action', 'Adventure', 'Fantasy']",95.0,PG-13,1997-11-21,11,1997,1990,Action,IMDB
Midnight in the Garden of Good and Evil,66.0,"['Crime', 'Drama', 'Mystery']",155.0,R,1997-11-21,11,1997,1990,Crime,IMDB
Flubber,53.0,"['Comedy', 'Family', 'Sci_Fi']",93.0,PG,1997-11-26,11,1997,1990,Comedy,IMDB
Alien: Resurrection,62.0,"['Action', 'Horror', 'Sci_Fi']",109.0,R,1997-11-26,11,1997,1990,Action,IMDB
Starship Troopers,72.0,"['Action', 'Adventure', 'Sci_Fi']",129.0,R,1997-11-07,11,1997,1990,Action,IMDB
Titanic,78.0,"['Drama', 'Romance']",194.0,PG-13,1997-12-19,12,1997,1990,Drama,IMDB
Best Men,56.0,"['Action', 'Comedy', 'Crime']",90.0,R,1997-10-17,10,1997,1990,Action,IMDB
The Devil's Advocate,75.0,"['Drama', 'Mystery', 'Thriller']",144.0,R,1997-10-17,10,1997,1990,Drama,IMDB
Mad City,63.0,"['Crime', 'Drama', 'Thriller']",115.0,PG-13,1997-11-07,11,1997,1990,Crime,IMDB
Live Flesh,74.0,['Drama'],103.0,R,1998-01-16,1,1998,1990,Drama,IMDB
I Know What You Did Last Summer,57.0,"['Horror', 'Mystery']",101.0,R,1997-10-17,10,1997,1990,Horror,IMDB
I Went Down,69.0,"['Action', 'Comedy', 'Crime']",107.0,R,1998-06-24,6,1998,1990,Action,IMDB
The Real Blonde,60.0,"['Comedy', 'Drama', 'Romance']",105.0,R,1998-02-27,2,1998,1990,Comedy,IMDB
Mr. Jealousy,64.0,"['Comedy', 'Romance']",103.0,R,1998-06-05,6,1998,1990,Comedy,IMDB
Boogie Nights,79.0,['Drama'],155.0,R,1997-10-31,10,1997,1990,Drama,IMDB
Kiss the Girls,66.0,"['Crime', 'Drama', 'Mystery']",115.0,R,1997-10-03,10,1997,1990,Crime,IMDB
In & Out,64.0,"['Comedy', 'Romance']",90.0,PG-13,1997-09-19,9,1997,1990,Comedy,IMDB
Two Girls and a Guy,55.0,"['Comedy', 'Drama']",84.0,R,1998-04-24,4,1998,1990,Comedy,IMDB
Cube,72.0,"['Drama', 'Mystery', 'Sci_Fi']",90.0,R,1998-07-11,7,1998,1990,Drama,IMDB
Winter Sleepers,72.0,"['Drama', 'Romance', 'Thriller']",122.0,,1997-10-30,10,1997,1990,Drama,IMDB
Henry Fool,72.0,"['Comedy', 'Drama']",137.0,R,1998-06-19,6,1998,1990,Comedy,IMDB
Gattaca,78.0,"['Drama', 'Sci_Fi', 'Thriller']",106.0,PG-13,1997-10-24,10,1997,1990,Drama,IMDB
Eve's Bayou,73.0,['Drama'],109.0,R,1997-11-07,11,1997,1990,Drama,IMDB
Orgazmo,62.0,['Comedy'],94.0,,1998-10-23,10,1998,1990,Comedy,IMDB
Suicide Kings,69.0,"['Comedy', 'Crime', 'Drama']",106.0,R,1998-09-25,9,1998,1990,Comedy,IMDB
The Apostle,72.0,['Drama'],134.0,PG-13,1998-02-20,2,1998,1990,Drama,IMDB
Fire Down Below,51.0,"['Action', 'Drama', 'Thriller']",105.0,R,1997-09-05,9,1997,1990,Action,IMDB
The Game,78.0,"['Drama', 'Mystery', 'Thriller']",129.0,R,1997-09-12,9,1997,1990,Drama,IMDB
Metroland,64.0,"['Comedy', 'Drama']",101.0,R,1998-08-21,8,1998,1990,Comedy,IMDB
Defying Gravity,65.0,"['Drama', 'Romance', 'Sport']",92.0,,1999-07-09,7,1999,1990,Drama,IMDB
The Tango Lesson,68.0,"['Drama', 'Music', 'Romance']",100.0,PG,1997-11-14,11,1997,1990,Drama,IMDB
Gummo,68.0,"['Comedy', 'Drama']",89.0,R,1997-11-24,11,1997,1990,Comedy,IMDB
Excess Baggage,54.0,"['Action', 'Comedy', 'Crime']",101.0,PG-13,1997-08-29,8,1997,1990,Action,IMDB
Affliction,70.0,"['Drama', 'Mystery', 'Thriller']",114.0,R,1999-02-19,2,1999,1990,Drama,IMDB
U Turn,68.0,"['Crime', 'Drama', 'Thriller']",125.0,R,1997-10-03,10,1997,1990,Crime,IMDB
Hoodlum,63.0,"['Crime', 'Drama']",130.0,R,1997-08-27,8,1997,1990,Crime,IMDB
Deconstructing Harry,74.0,['Comedy'],96.0,R,1998-01-02,1,1998,1990,Comedy,IMDB
Soul Food,70.0,"['Comedy', 'Drama']",115.0,R,1997-09-26,9,1997,1990,Comedy,IMDB
Shooting Fish,66.0,"['Comedy', 'Crime', 'Romance']",103.0,PG,1998-05-01,5,1998,1990,Comedy,IMDB
Leave It to Beaver,52.0,"['Comedy', 'Family']",84.0,PG,1997-08-22,8,1997,1990,Comedy,IMDB
G.I. Jane,59.0,"['Action', 'Drama', 'War']",125.0,R,1997-08-22,8,1997,1990,Action,IMDB
Event Horizon,67.0,"['Horror', 'Sci_Fi', 'Thriller']",96.0,R,1997-08-15,8,1997,1990,Horror,IMDB
Cop Land,69.0,"['Crime', 'Drama', 'Thriller']",105.0,R,1997-08-15,8,1997,1990,Crime,IMDB
Conspiracy Theory,67.0,"['Action', 'Mystery', 'Thriller']",135.0,R,1997-08-08,8,1997,1990,Action,IMDB
Telling Lies in America,62.0,"['Drama', 'Music']",101.0,PG-13,1997-10-15,10,1997,1990,Drama,IMDB
Spawn,53.0,"['Action', 'Drama', 'Horror']",96.0,PG-13,1997-08-01,8,1997,1990,Action,IMDB
One Eight Seven,67.0,"['Drama', 'Thriller']",119.0,R,1997-07-30,7,1997,1990,Drama,IMDB
Good Burger,57.0,"['Comedy', 'Family']",95.0,PG,1997-07-25,7,1997,1990,Comedy,IMDB
Air Force One,65.0,"['Action', 'Drama', 'Thriller']",124.0,R,1997-07-25,7,1997,1990,Action,IMDB
Mrs. Brown,72.0,"['Biography', 'Drama', 'History']",101.0,PG,1997-10-03,10,1997,1990,Biography,IMDB
Bean,65.0,"['Adventure', 'Comedy', 'Family']",89.0,PG-13,1997-11-07,11,1997,1990,Adventure,IMDB
Bandits,65.0,"['Drama', 'Music']",110.0,R,1997-07-03,7,1997,1990,Drama,IMDB
Out to Sea,61.0,"['Comedy', 'Romance']",106.0,PG-13,1997-07-02,7,1997,1990,Comedy,IMDB
Mimic,59.0,"['Horror', 'Sci_Fi']",105.0,R,1997-08-22,8,1997,1990,Horror,IMDB
"Kiss Me, Guido",61.0,['Comedy'],86.0,R,1997-07-18,7,1997,1990,Comedy,IMDB
Men in Black,73.0,"['Action', 'Adventure', 'Comedy']",98.0,PG-13,1997-07-02,7,1997,1990,Action,IMDB
My Best Friend's Wedding,63.0,"['Comedy', 'Drama', 'Romance']",105.0,PG-13,1997-06-20,6,1997,1990,Comedy,IMDB
Speed 2: Cruise Control,39.0,"['Action', 'Adventure', 'Crime']",121.0,PG-13,1997-06-13,6,1997,1990,Action,IMDB
Hercules,73.0,"['Animation', 'Adventure', 'Comedy']",93.0,G,1997-06-27,6,1997,1990,Animation,IMDB
Con Air,69.0,"['Action', 'Crime', 'Thriller']",115.0,R,1997-06-06,6,1997,1990,Action,IMDB
Career Girls,71.0,"['Comedy', 'Drama']",83.0,R,1997-08-08,8,1997,1990,Comedy,IMDB
The Blackout,55.0,"['Drama', 'Mystery', 'Thriller']",98.0,R,1997-06-11,6,1997,1990,Drama,IMDB
Taste of Cherry,77.0,['Drama'],95.0,Not Rated,1997-11-26,11,1997,1990,Drama,IMDB
L.A. Confidential,82.0,"['Crime', 'Drama', 'Mystery']",138.0,R,1997-09-19,9,1997,1990,Crime,IMDB
Addicted to Love,61.0,"['Comedy', 'Romance']",100.0,R,1997-05-23,5,1997,1990,Comedy,IMDB
Love and Death on Long Island,69.0,"['Comedy', 'Drama']",93.0,PG-13,1998-03-06,3,1998,1990,Comedy,IMDB
Afterglow,61.0,"['Comedy', 'Drama', 'Romance']",119.0,R,1998-03-20,3,1998,1990,Comedy,IMDB
Welcome to Sarajevo,68.0,"['Drama', 'War']",103.0,R,1997-11-26,11,1997,1990,Drama,IMDB
Nowhere,65.0,"['Comedy', 'Drama', 'Sci_Fi']",82.0,R,1997-05-09,5,1997,1990,Comedy,IMDB
Fathers' Day,53.0,"['Comedy', 'Romance']",98.0,PG-13,1997-05-09,5,1997,1990,Comedy,IMDB
The Fifth Element,77.0,"['Action', 'Adventure', 'Sci_Fi']",126.0,PG-13,1997-05-09,5,1997,1990,Action,IMDB
Austin Powers: International Man of Mystery,70.0,"['Adventure', 'Comedy']",89.0,PG-13,1997-05-02,5,1997,1990,Adventure,IMDB
Romy and Michele's High School Reunion,62.0,['Comedy'],92.0,R,1997-04-25,4,1997,1990,Comedy,IMDB
Murder at 1600,61.0,"['Action', 'Crime', 'Drama']",107.0,R,1997-04-18,4,1997,1990,Action,IMDB
8 Heads in a Duffel Bag,54.0,"['Adventure', 'Comedy', 'Crime']",95.0,R,1997-04-18,4,1997,1990,Adventure,IMDB
Volcano,55.0,"['Action', 'Drama', 'Sci_Fi']",104.0,PG-13,1997-04-25,4,1997,1990,Action,IMDB
Paradise Road,68.0,"['Drama', 'History', 'War']",122.0,R,1997-04-11,4,1997,1990,Drama,IMDB
Grosse Pointe Blank,73.0,"['Action', 'Comedy', 'Crime']",107.0,R,1997-04-11,4,1997,1990,Action,IMDB
Anaconda,48.0,"['Action', 'Adventure', 'Horror']",89.0,PG-13,1997-04-11,4,1997,1990,Action,IMDB
Inventing the Abbotts,64.0,"['Drama', 'Romance']",110.0,R,1997-04-04,4,1997,1990,Drama,IMDB
Fever Pitch,67.0,"['Comedy', 'Drama', 'Romance']",102.0,R,1997-04-04,4,1997,1990,Comedy,IMDB
Turbo: A Power Rangers Movie,37.0,"['Action', 'Adventure', 'Family']",99.0,PG,1997-03-28,3,1997,1990,Action,IMDB
Selena,68.0,"['Biography', 'Drama', 'Music']",127.0,PG,1997-03-21,3,1997,1990,Biography,IMDB
Liar Liar,69.0,"['Comedy', 'Fantasy']",86.0,PG-13,1997-03-21,3,1997,1990,Comedy,IMDB
Private Parts,69.0,"['Biography', 'Comedy', 'Drama']",109.0,R,1997-03-07,3,1997,1990,Biography,IMDB
Jungle 2 Jungle,52.0,"['Comedy', 'Family']",105.0,PG,1997-03-07,3,1997,1990,Comedy,IMDB
Lucie Aubrac,66.0,"['Biography', 'Drama', 'War']",115.0,R,1997-02-26,2,1997,1990,Biography,IMDB
Booty Call,54.0,"['Comedy', 'Romance']",79.0,R,1997-02-26,2,1997,1990,Comedy,IMDB
Donnie Brasco,77.0,"['Biography', 'Crime', 'Drama']",127.0,R,1997-02-28,2,1997,1990,Biography,IMDB
Rosewood,72.0,"['Action', 'Drama', 'History']",140.0,R,1997-02-21,2,1997,1990,Action,IMDB
Vegas Vacation,60.0,['Comedy'],93.0,PG,1997-02-14,2,1997,1990,Comedy,IMDB
That Darn Cat,47.0,"['Action', 'Comedy', 'Crime']",89.0,PG,1997-02-14,2,1997,1990,Action,IMDB
Fools Rush In,61.0,"['Comedy', 'Drama', 'Romance']",109.0,PG-13,1997-02-14,2,1997,1990,Comedy,IMDB
Smilla's Sense of Snow,64.0,"['Crime', 'Drama', 'Mystery']",121.0,R,1997-02-28,2,1997,1990,Crime,IMDB
Dante's Peak,59.0,"['Action', 'Adventure', 'Thriller']",108.0,PG-13,1997-02-07,2,1997,1990,Action,IMDB
Absolute Power,67.0,"['Action', 'Crime', 'Drama']",121.0,R,1997-02-14,2,1997,1990,Action,IMDB
Prefontaine,68.0,"['Biography', 'Drama', 'Romance']",106.0,PG-13,1997-01-24,1,1997,1990,Biography,IMDB
Fierce Creatures,64.0,['Comedy'],93.0,PG-13,1997-01-24,1,1997,1990,Comedy,IMDB
Chasing Amy,72.0,"['Comedy', 'Drama', 'Romance']",113.0,R,1997-04-18,4,1997,1990,Comedy,IMDB
Ulee's Gold,70.0,['Drama'],113.0,R,1997-07-18,7,1997,1990,Drama,IMDB
In the Company of Men,72.0,"['Comedy', 'Drama']",97.0,R,1997-08-01,8,1997,1990,Comedy,IMDB
Beverly Hills Ninja,56.0,"['Action', 'Comedy']",88.0,PG-13,1997-01-17,1,1997,1990,Action,IMDB
Lost Highway,76.0,"['Mystery', 'Thriller']",134.0,R,1997-01-15,1,1997,1990,Mystery,IMDB
Michael,57.0,"['Comedy', 'Drama', 'Fantasy']",105.0,PG,1996-12-25,12,1996,1990,Comedy,IMDB
My Fellow Americans,65.0,"['Adventure', 'Comedy']",101.0,PG-13,1996-12-20,12,1996,1990,Adventure,IMDB
Marvin's Room,67.0,['Drama'],98.0,PG-13,1997-02-28,2,1997,1990,Drama,IMDB
Beavis and Butt-Head Do America,68.0,"['Animation', 'Adventure', 'Comedy']",81.0,PG-13,1996-12-20,12,1996,1990,Animation,IMDB
Evita,63.0,"['Biography', 'Drama', 'History']",135.0,PG,1997-01-10,1,1997,1990,Biography,IMDB
Jerry Maguire,73.0,"['Comedy', 'Drama', 'Romance']",139.0,R,1996-12-13,12,1996,1990,Comedy,IMDB
Star Trek: First Contact,76.0,"['Action', 'Adventure', 'Drama']",111.0,PG-13,1996-11-22,11,1996,1990,Action,IMDB
101 Dalmatians,57.0,"['Adventure', 'Comedy', 'Crime']",103.0,G,1996-11-27,11,1996,1990,Adventure,IMDB
Jingle All the Way,56.0,"['Adventure', 'Comedy', 'Family']",89.0,PG,1996-11-22,11,1996,1990,Adventure,IMDB
Space Jam,64.0,"['Animation', 'Adventure', 'Comedy']",88.0,PG,1996-11-15,11,1996,1990,Animation,IMDB
Brassed Off,71.0,"['Comedy', 'Drama', 'Romance']",108.0,R,1997-05-23,5,1997,1990,Comedy,IMDB
Thinner,58.0,"['Fantasy', 'Horror']",93.0,R,1996-10-25,10,1996,1990,Fantasy,IMDB
High School High,56.0,"['Comedy', 'Crime', 'Romance']",86.0,PG-13,1996-10-25,10,1996,1990,Comedy,IMDB
Night Falls on Manhattan,66.0,"['Crime', 'Drama', 'Thriller']",113.0,R,1997-05-16,5,1997,1990,Crime,IMDB
SubUrbia,68.0,"['Comedy', 'Drama']",121.0,R,1997-07-03,7,1997,1990,Comedy,IMDB
Get on the Bus,67.0,"['Drama', 'History']",120.0,R,1996-10-16,10,1996,1990,Drama,IMDB
The Chamber,60.0,"['Crime', 'Drama', 'Thriller']",113.0,R,1996-10-11,10,1996,1990,Crime,IMDB
Feeling Minnesota,54.0,"['Comedy', 'Crime', 'Drama']",99.0,R,1996-09-13,9,1996,1990,Comedy,IMDB
Gray's Anatomy,68.0,"['Comedy', 'Drama']",80.0,Not Rated,1997-03-19,3,1997,1990,Comedy,IMDB
Jude,69.0,"['Drama', 'Romance']",123.0,R,1996-10-18,10,1996,1990,Drama,IMDB
Albino Alligator,61.0,"['Crime', 'Drama', 'Thriller']",94.0,R,1997-01-17,1,1997,1990,Crime,IMDB
Mother,69.0,"['Comedy', 'Drama']",104.0,PG-13,1997-01-24,1,1997,1990,Comedy,IMDB
Surviving Picasso,64.0,"['Biography', 'Drama', 'Romance']",125.0,R,1996-09-20,9,1996,1990,Biography,IMDB
Swingers,72.0,"['Comedy', 'Drama']",96.0,R,1997-04-11,4,1997,1990,Comedy,IMDB
Bound,73.0,"['Crime', 'Romance', 'Thriller']",109.0,R,1996-10-04,10,1996,1990,Crime,IMDB
The Trigger Effect,57.0,"['Drama', 'Thriller']",94.0,R,1996-08-30,8,1996,1990,Drama,IMDB
Sling Blade,80.0,['Drama'],135.0,R,1997-03-14,3,1997,1990,Drama,IMDB
Pusher,74.0,"['Crime', 'Thriller']",110.0,Not Rated,1996-08-30,8,1996,1990,Crime,IMDB
First Kid,52.0,"['Family', 'Comedy']",101.0,PG,1996-08-30,8,1996,1990,Family,IMDB
Michael Collins,72.0,"['Biography', 'Drama', 'Thriller']",133.0,R,1996-10-25,10,1996,1990,Biography,IMDB
Bastard Out of Carolina,74.0,['Drama'],98.0,R,1996-12-15,12,1996,1990,Drama,IMDB
Carpool,50.0,['Comedy'],89.0,PG,1996-08-23,8,1996,1990,Comedy,IMDB
Waiting for Guffman,75.0,['Comedy'],84.0,R,1997-01-31,1,1997,1990,Comedy,IMDB
