Title,Rating,Genre,Runtime,MPAA/TV_Rating,Release_Date,Month,Year,Decade,Primary_Genre,Country,Source
Ip Man 4: The Finale,71.0,"['Action', 'Biography', 'Drama']",107.0,Not Rated,2019-12-20,12,2019,2010,Action,Hong Kong,IMDB
Star Wars: The Rise Of Skywalker,67.0,"['Action', 'Adventure', 'Fantasy']",142.0,PG-13,2019-12-20,12,2019,2010,Action,USA,IMDB
Bombshell,68.0,"['Biography', 'Drama']",109.0,R,2019-12-20,12,2019,2010,Biography,USA,IMDB
Black Christmas,32.0,"['Horror', 'Mystery', 'Thriller']",92.0,PG-13,2019-12-13,12,2019,2010,Horror,USA,IMDB
6 Underground,61.0,"['Action', 'Comedy', 'Thriller']",128.0,R,2019-12-13,12,2019,2010,Action,USA,IMDB
Jumanji: The Next Level,67.0,"['Action', 'Adventure', 'Comedy']",123.0,PG-13,2019-12-13,12,2019,2010,Action,USA,IMDB
Spies in Disguise,68.0,"['Animation', 'Adventure', 'Comedy']",102.0,PG,2019-12-25,12,2019,2010,Animation,USA,IMDB
The Courier,49.0,"['Action', 'Crime', 'Drama']",99.0,R,2019-11-22,11,2019,2010,Action,UK,IMDB
Richard Jewell,75.0,"['Biography', 'Crime', 'Drama']",131.0,R,2019-12-13,12,2019,2010,Biography,USA,IMDB
Radioflash,56.0,"['Action', 'Drama', 'Sci_Fi']",103.0,Not Rated,2019-11-15,11,2019,2010,Action,USA,IMDB
Queen & Slim,70.0,"['Crime', 'Drama', 'Romance']",132.0,R,2019-11-27,11,2019,2010,Crime,USA,IMDB
Dark Waters,76.0,"['Biography', 'Drama', 'History']",126.0,PG-13,2019-12-06,12,2019,2010,Biography,USA,IMDB
Lady and the Tramp,63.0,"['Adventure', 'Comedy', 'Drama']",103.0,PG,2019-11-12,11,2019,2010,Adventure,USA,IMDB
Charlie's Angels,47.0,"['Action', 'Adventure', 'Comedy']",118.0,PG-13,2019-11-15,11,2019,2010,Action,Germany,IMDB
The Good Liar,66.0,"['Crime', 'Drama', 'Mystery']",109.0,R,2019-11-15,11,2019,2010,Crime,UK,IMDB
Noelle,62.0,"['Comedy', 'Family', 'Fantasy']",100.0,G,2019-11-12,11,2019,2010,Comedy,USA,IMDB
Klaus,82.0,"['Animation', 'Adventure', 'Comedy']",96.0,PG,2019-11-15,11,2019,2010,Animation,Spain,IMDB
Let It Snow,58.0,"['Comedy', 'Romance']",92.0,PG-13,2019-11-08,11,2019,2010,Comedy,USA,IMDB
Playing with Fire,49.0,"['Comedy', 'Family']",96.0,PG,2019-11-08,11,2019,2010,Comedy,USA,IMDB
Frozen II,69.0,"['Animation', 'Adventure', 'Comedy']",103.0,PG,2019-11-22,11,2019,2010,Animation,USA,IMDB
Primal,49.0,"['Action', 'Thriller']",97.0,R,2019-11-08,11,2019,2010,Action,USA,IMDB
Arctic Dogs,46.0,"['Animation', 'Adventure', 'Comedy']",92.0,PG,2019-11-01,11,2019,2010,Animation,India,IMDB
Badland,58.0,['Western'],117.0,TV-14,2019-11-01,11,2019,2010,Western,USA,IMDB
Doctor Sleep,74.0,"['Drama', 'Fantasy', 'Horror']",152.0,R,2019-11-08,11,2019,2010,Drama,USA,IMDB
Better Days,75.0,"['Crime', 'Drama', 'Family']",135.0,,2019-10-25,10,2019,2010,Crime,China,IMDB
Midway,67.0,"['Action', 'Adventure', 'Drama']",138.0,PG-13,2019-11-08,11,2019,2010,Action,China,IMDB
Terminator: Dark Fate,63.0,"['Action', 'Adventure', 'Sci_Fi']",128.0,R,2019-11-01,11,2019,2010,Action,China,IMDB
The Jesus Rolls,43.0,"['Comedy', 'Crime', 'Drama']",85.0,R,2019-10-17,10,2019,2010,Comedy,USA,IMDB
Maleficent: Mistress of Evil,66.0,"['Adventure', 'Family', 'Fantasy']",119.0,PG,2019-10-18,10,2019,2010,Adventure,USA,IMDB
Jay and Silent Bob Reboot,57.0,['Comedy'],105.0,R,2019-11-29,11,2019,2010,Comedy,USA,IMDB
El Camino: A Breaking Bad Movie,73.0,"['Action', 'Crime', 'Drama']",122.0,,2019-10-11,10,2019,2010,Action,USA,IMDB
Jexi,61.0,"['Comedy', 'Romance']",84.0,R,2019-10-11,10,2019,2010,Comedy,USA,IMDB
Earthquake Bird,59.0,"['Crime', 'Drama', 'Mystery']",107.0,R,2019-11-15,11,2019,2010,Crime,UK,IMDB
The Addams Family,58.0,"['Animation', 'Comedy', 'Family']",86.0,PG,2019-10-11,10,2019,2010,Animation,Canada,IMDB
Zombieland: Double Tap,67.0,"['Action', 'Adventure', 'Comedy']",99.0,R,2019-10-18,10,2019,2010,Action,USA,IMDB
Trick,48.0,['Horror'],100.0,Not Rated,2019-10-18,10,2019,2010,Horror,USA,IMDB
Semper Fi,61.0,"['Action', 'Drama']",99.0,R,2019-10-04,10,2019,2010,Action,UK,IMDB
Code 8,61.0,"['Action', 'Crime', 'Drama']",98.0,Not Rated,2019-12-13,12,2019,2010,Action,Canada,IMDB
10 Minutes Gone,36.0,"['Action', 'Crime', 'Mystery']",89.0,R,2019-09-27,9,2019,2010,Action,Canada,IMDB
The Irishman,79.0,"['Biography', 'Crime', 'Drama']",209.0,R,2019-11-27,11,2019,2010,Biography,USA,IMDB
21 Bridges,66.0,"['Action', 'Crime', 'Drama']",99.0,R,2019-11-22,11,2019,2010,Action,China,IMDB
Gemini Man,57.0,"['Action', 'Drama', 'Sci_Fi']",117.0,PG-13,2019-10-11,10,2019,2010,Action,China,IMDB
Fractured,64.0,"['Mystery', 'Thriller']",99.0,,2019-10-11,10,2019,2010,Mystery,USA,IMDB
In the Shadow of the Moon,62.0,"['Crime', 'Mystery', 'Sci_Fi']",115.0,,2019-09-27,9,2019,2010,Crime,USA,IMDB
Black and Blue,63.0,"['Action', 'Crime', 'Drama']",108.0,R,2019-10-25,10,2019,2010,Action,USA,IMDB
Between Two Ferns: The Movie,61.0,['Comedy'],82.0,,2019-09-20,9,2019,2010,Comedy,USA,IMDB
Rambo: Last Blood,62.0,"['Action', 'Thriller']",89.0,R,2019-09-20,9,2019,2010,Action,USA,IMDB
3 from Hell,55.0,['Horror'],115.0,R,2019-09-16,9,2019,2010,Horror,USA,IMDB
Zeroville,46.0,"['Comedy', 'Drama', 'Mystery']",96.0,R,2019-09-27,9,2019,2010,Comedy,USA,IMDB
American Son,57.0,['Drama'],90.0,,2019-11-01,11,2019,2010,Drama,USA,IMDB
Downton Abbey,74.0,"['Drama', 'Romance']",122.0,PG,2019-09-20,9,2019,2010,Drama,UK,IMDB
Running with the Devil,54.0,"['Crime', 'Drama', 'Thriller']",100.0,R,2019-09-20,9,2019,2010,Crime,Colombia,IMDB
Lucy in the Sky,47.0,"['Drama', 'Sci_Fi']",124.0,R,2019-10-04,10,2019,2010,Drama,USA,IMDB
Harriet,65.0,"['Action', 'Biography', 'Drama']",125.0,PG-13,2019-11-01,11,2019,2010,Action,China,IMDB
The Goldfinch,63.0,['Drama'],149.0,R,2019-09-13,9,2019,2010,Drama,USA,IMDB
Jojo Rabbit,79.0,"['Comedy', 'Drama', 'War']",108.0,PG-13,2019-11-08,11,2019,2010,Comedy,New Zealand,IMDB
The Song of Names,63.0,"['Drama', 'Music', 'Mystery']",113.0,PG-13,2019-12-25,12,2019,2010,Drama,Canada,IMDB
Knives Out,79.0,"['Comedy', 'Crime', 'Drama']",130.0,PG-13,2019-11-27,11,2019,2010,Comedy,USA,IMDB
Dolemite Is My Name,73.0,"['Biography', 'Comedy', 'Drama']",118.0,R,2019-10-25,10,2019,2010,Biography,USA,IMDB
Abominable,70.0,"['Animation', 'Adventure', 'Comedy']",97.0,PG,2019-09-27,9,2019,2010,Animation,China,IMDB
Hustlers,63.0,"['Comedy', 'Crime', 'Drama']",110.0,R,2019-09-13,9,2019,2010,Comedy,USA,IMDB
A Beautiful Day in the Neighborhood,73.0,"['Biography', 'Drama']",109.0,PG,2019-11-22,11,2019,2010,Biography,China,IMDB
While at War,70.0,"['Drama', 'History', 'War']",107.0,,2019-09-27,9,2019,2010,Drama,Spain,IMDB
The Sky Is Pink,76.0,"['Drama', 'Family', 'Romance']",143.0,,2019-10-11,10,2019,2010,Drama,India,IMDB
The King,72.0,"['Biography', 'Drama', 'History']",140.0,R,2019-11-01,11,2019,2010,Biography,UK,IMDB
Martin Eden,67.0,"['Drama', 'Romance']",129.0,,2019-09-04,9,2019,2010,Drama,Italy,IMDB
The Laundromat,63.0,"['Comedy', 'Crime', 'Drama']",95.0,R,2019-09-27,9,2019,2010,Comedy,USA,IMDB
Ema,68.0,"['Drama', 'Music']",107.0,Not Rated,2019-09-26,9,2019,2010,Drama,Chile,IMDB
The Two Popes,76.0,"['Comedy', 'Drama']",125.0,PG-13,2019-12-20,12,2019,2010,Comedy,UK,IMDB
Joker,85.0,"['Crime', 'Drama', 'Thriller']",122.0,R,2019-10-04,10,2019,2010,Crime,USA,IMDB
The Fanatic,42.0,"['Crime', 'Thriller']",88.0,R,2019-08-30,8,2019,2010,Crime,USA,IMDB
Judy,68.0,"['Biography', 'Drama', 'Romance']",118.0,PG-13,2019-10-04,10,2019,2010,Biography,UK,IMDB
The Aeronauts,66.0,"['Action', 'Adventure', 'Drama']",100.0,PG-13,2019-12-06,12,2019,2010,Action,UK,IMDB
Uncut Gems,74.0,"['Crime', 'Drama', 'Thriller']",135.0,R,2019-12-25,12,2019,2010,Crime,USA,IMDB
An Officer and a Spy,72.0,"['Drama', 'History', 'Thriller']",132.0,,2019-11-13,11,2019,2010,Drama,France,IMDB
Ford v Ferrari,81.0,"['Action', 'Biography', 'Drama']",152.0,PG-13,2019-11-15,11,2019,2010,Action,USA,IMDB
The Informer,66.0,"['Crime', 'Drama', 'Thriller']",113.0,R,2019-08-30,8,2019,2010,Crime,UK,IMDB
Seberg,56.0,"['Biography', 'Drama', 'Thriller']",102.0,R,2019-12-13,12,2019,2010,Biography,UK,IMDB
Motherless Brooklyn,68.0,"['Crime', 'Drama', 'Mystery']",144.0,R,2019-11-01,11,2019,2010,Crime,USA,IMDB
Marriage Story,80.0,"['Comedy', 'Drama', 'Romance']",137.0,R,2019-12-06,12,2019,2010,Comedy,UK,IMDB
Ad Astra,66.0,"['Adventure', 'Drama', 'Mystery']",123.0,PG-13,2019-09-20,9,2019,2010,Adventure,China,IMDB
It Chapter Two,66.0,"['Drama', 'Fantasy', 'Horror']",169.0,R,2019-09-06,9,2019,2010,Drama,Canada,IMDB
Rabid,51.0,"['Horror', 'Sci_Fi']",107.0,Not Rated,2019-12-13,12,2019,2010,Horror,Canada,IMDB
Burn,57.0,['Thriller'],88.0,R,2019-08-23,8,2019,2010,Thriller,USA,IMDB
Mary,44.0,['Horror'],84.0,R,2019-10-11,10,2019,2010,Horror,USA,IMDB
Jacob's Ladder,35.0,"['Drama', 'Horror', 'Mystery']",89.0,R,2019-08-23,8,2019,2010,Drama,USA,IMDB
Overcomer,66.0,"['Drama', 'Family', 'Sport']",119.0,PG,2019-08-23,8,2019,2010,Drama,USA,IMDB
Angel Has Fallen,64.0,"['Action', 'Thriller']",121.0,R,2019-08-23,8,2019,2010,Action,USA,IMDB
Sextuplets,44.0,['Comedy'],97.0,TV-14,2019-08-16,8,2019,2010,Comedy,USA,IMDB
Can You Keep a Secret?,53.0,"['Comedy', 'Romance']",94.0,,2019-09-13,9,2019,2010,Comedy,USA,IMDB
"Where'd You Go, Bernadette",65.0,"['Comedy', 'Drama']",109.0,PG-13,2019-08-16,8,2019,2010,Comedy,USA,IMDB
47 Meters Down: Uncaged,50.0,"['Adventure', 'Drama', 'Horror']",90.0,PG-13,2019-08-16,8,2019,2010,Adventure,UK,IMDB
Angel of Mine,65.0,"['Drama', 'Mystery', 'Thriller']",98.0,R,2019-08-30,8,2019,2010,Drama,Australia,IMDB
The Kitchen,55.0,"['Action', 'Crime', 'Drama']",102.0,R,2019-08-09,8,2019,2010,Action,USA,IMDB
Scary Stories to Tell in the Dark,62.0,"['Adventure', 'Horror', 'Mystery']",108.0,PG-13,2019-08-09,8,2019,2010,Adventure,USA,IMDB
The Art of Racing in the Rain,75.0,"['Comedy', 'Drama', 'Romance']",109.0,PG,2019-08-09,8,2019,2010,Comedy,USA,IMDB
Dora and the Lost City of Gold,60.0,"['Adventure', 'Comedy', 'Family']",102.0,PG,2019-08-09,8,2019,2010,Adventure,USA,IMDB
The Angry Birds Movie 2,64.0,"['Animation', 'Adventure', 'Comedy']",97.0,PG,2019-08-14,8,2019,2010,Animation,Finland,IMDB
A Score to Settle,46.0,"['Action', 'Crime', 'Drama']",103.0,Not Rated,2019-08-02,8,2019,2010,Action,Canada,IMDB
Killerman,54.0,"['Action', 'Crime', 'Drama']",112.0,R,2019-08-30,8,2019,2010,Action,USA,IMDB
The Divine Fury,61.0,"['Action', 'Horror', 'Thriller']",129.0,Not Rated,2019-07-31,7,2019,2010,Action,South Korea,IMDB
A Rainy Day in New York,66.0,"['Comedy', 'Romance']",92.0,PG-13,2019-07-26,7,2019,2010,Comedy,USA,IMDB
Otherhood,61.0,['Comedy'],100.0,R,2019-08-02,8,2019,2010,Comedy,UK,IMDB
Never Grow Old,59.0,"['Drama', 'Western']",100.0,R,2019-12-27,12,2019,2010,Drama,Ireland,IMDB
Fast & Furious Presents: Hobbs & Shaw,64.0,"['Action', 'Adventure', 'Thriller']",137.0,PG-13,2019-08-02,8,2019,2010,Action,USA,IMDB
Point Blank,57.0,"['Action', 'Thriller']",86.0,,2019-07-12,7,2019,2010,Action,France,IMDB
Crawl,62.0,"['Action', 'Drama', 'Horror']",87.0,R,2019-07-12,7,2019,2010,Action,USA,IMDB
The Lion King,69.0,"['Animation', 'Adventure', 'Drama']",118.0,PG,2019-07-19,7,2019,2010,Animation,USA,IMDB
Daughter of the Wolf,53.0,"['Action', 'Thriller']",88.0,R,2019-12-14,12,2019,2010,Action,Canada,IMDB
Mrs Lowry & Son,66.0,"['Biography', 'Drama', 'History']",91.0,Not Rated,2019-11-01,11,2019,2010,Biography,UK,IMDB
End of Sentence,74.0,['Drama'],96.0,,2019-09-26,9,2019,2010,Drama,Iceland,IMDB
Killers Anonymous,52.0,"['Action', 'Crime', 'Mystery']",95.0,R,2019-09-28,9,2019,2010,Action,UK,IMDB
Spider-Man: Far from Home,75.0,"['Action', 'Adventure', 'Sci_Fi']",129.0,PG-13,2019-07-02,7,2019,2010,Action,USA,IMDB
Midsommar,71.0,"['Drama', 'Horror', 'Mystery']",148.0,R,2019-07-03,7,2019,2010,Drama,USA,IMDB
Strange But True,57.0,['Thriller'],96.0,PG-13,2019-09-06,9,2019,2010,Thriller,Canada,IMDB
Child's Play,58.0,"['Horror', 'Sci_Fi']",90.0,R,2019-06-21,6,2019,2010,Horror,Canada,IMDB
Annabelle Comes Home,59.0,"['Horror', 'Mystery', 'Thriller']",106.0,R,2019-06-26,6,2019,2010,Horror,USA,IMDB
Shaft,64.0,"['Action', 'Comedy', 'Crime']",111.0,R,2019-06-14,6,2019,2010,Action,USA,IMDB
Murder Mystery,60.0,"['Action', 'Comedy', 'Crime']",97.0,PG-13,2019-06-14,6,2019,2010,Action,USA,IMDB
Lying and Stealing,53.0,"['Crime', 'Drama']",100.0,R,2019-07-12,7,2019,2010,Crime,USA,IMDB
Men in Black: International,56.0,"['Action', 'Adventure', 'Comedy']",114.0,PG-13,2019-06-14,6,2019,2010,Action,China,IMDB
Toy Story 4,78.0,"['Animation', 'Adventure', 'Comedy']",100.0,G,2019-06-21,6,2019,2010,Animation,USA,IMDB
Playmobil: The Movie,48.0,"['Animation', 'Adventure', 'Comedy']",99.0,PG,2019-12-06,12,2019,2010,Animation,France,IMDB
Changeland,57.0,"['Comedy', 'Drama']",86.0,R,2019-06-07,6,2019,2010,Comedy,USA,IMDB
X-Men: Dark Phoenix,58.0,"['Action', 'Adventure', 'Sci_Fi']",113.0,PG-13,2019-06-07,6,2019,2010,Action,USA,IMDB
Ma,56.0,"['Horror', 'Mystery', 'Thriller']",99.0,R,2019-05-31,5,2019,2010,Horror,USA,IMDB
Domino,44.0,"['Action', 'Crime', 'Thriller']",89.0,R,2019-05-31,5,2019,2010,Action,Denmark,IMDB
Always Be My Maybe,68.0,"['Comedy', 'Romance']",101.0,PG-13,2019-05-31,5,2019,2010,Comedy,USA,IMDB
Godzilla: King of the Monsters,60.0,"['Action', 'Adventure', 'Fantasy']",132.0,PG-13,2019-05-31,5,2019,2010,Action,USA,IMDB
Sibyl,58.0,['Drama'],100.0,,2019-05-24,5,2019,2010,Drama,France,IMDB
Avengement,65.0,"['Action', 'Crime', 'Thriller']",87.0,Not Rated,2019-05-24,5,2019,2010,Action,UK,IMDB
It Must Be Heaven,71.0,['Comedy'],102.0,,2019-12-04,12,2019,2010,Comedy,France,IMDB
The Secret Life of Pets 2,65.0,"['Animation', 'Adventure', 'Comedy']",86.0,PG,2019-06-07,6,2019,2010,Animation,USA,IMDB
The Poison Rose,47.0,['Thriller'],98.0,R,2019-05-23,5,2019,2010,Thriller,Italy,IMDB
Once Upon a Time... in Hollywood,77.0,"['Comedy', 'Drama']",161.0,R,2019-07-26,7,2019,2010,Comedy,USA,IMDB
Frankie,54.0,"['Drama', 'Romance']",100.0,PG-13,2019-10-25,10,2019,2010,Drama,France,IMDB
Invisible Life,79.0,['Drama'],139.0,R,2019-12-20,12,2019,2010,Drama,Brazil,IMDB
The Lighthouse,76.0,"['Drama', 'Fantasy', 'Horror']",109.0,R,2019-11-01,11,2019,2010,Drama,Canada,IMDB
Alice and the Mayor,64.0,"['Comedy', 'Drama']",103.0,,2019-10-02,10,2019,2010,Comedy,France,IMDB
The Whistlers,63.0,"['Comedy', 'Crime']",97.0,Not Rated,2019-09-13,9,2019,2010,Comedy,Romania,IMDB
I Lost My Body,76.0,"['Animation', 'Drama', 'Fantasy']",81.0,,2019-11-15,11,2019,2010,Animation,France,IMDB
Papicha,70.0,['Drama'],108.0,,2019-10-09,10,2019,2010,Drama,France,IMDB
Little Joe,59.0,"['Drama', 'Horror', 'Mystery']",105.0,Not Rated,2019-12-06,12,2019,2010,Drama,Austria,IMDB
"A White, White Day",69.0,['Drama'],109.0,,2019-09-06,9,2019,2010,Drama,Iceland,IMDB
The Sun Is Also a Star,58.0,"['Drama', 'Music', 'Romance']",100.0,PG-13,2019-05-17,5,2019,2010,Drama,USA,IMDB
Atlantics,67.0,"['Drama', 'Mystery', 'Romance']",106.0,TV-14,2019-11-29,11,2019,2010,Drama,France,IMDB
Promare,72.0,"['Animation', 'Action', 'Adventure']",111.0,PG-13,2019-05-24,5,2019,2010,Animation,Japan,IMDB
Cold Blood,46.0,"['Action', 'Thriller']",91.0,TV-PG,2019-07-05,7,2019,2010,Action,France,IMDB
A Violent Separation,56.0,"['Crime', 'Thriller']",106.0,Not Rated,2019-05-17,5,2019,2010,Crime,USA,IMDB
"The Gangster, the Cop, the Devil",69.0,"['Action', 'Crime', 'Drama']",109.0,Not Rated,2019-05-15,5,2019,2010,Action,South Korea,IMDB
The Dead Don't Die,55.0,"['Comedy', 'Fantasy', 'Horror']",104.0,R,2019-06-14,6,2019,2010,Comedy,USA,IMDB
Brightburn,61.0,"['Drama', 'Horror', 'Mystery']",90.0,R,2019-05-24,5,2019,2010,Drama,USA,IMDB
Poms,59.0,"['Comedy', 'Drama', 'Sport']",90.0,PG-13,2019-05-10,5,2019,2010,Comedy,UK,IMDB
Wine Country,54.0,['Comedy'],103.0,R,2019-05-10,5,2019,2010,Comedy,USA,IMDB
Aladdin,70.0,"['Adventure', 'Family', 'Fantasy']",128.0,PG,2019-05-24,5,2019,2010,Adventure,USA,IMDB
The Hustle,54.0,"['Comedy', 'Crime']",93.0,PG-13,2019-05-10,5,2019,2010,Comedy,USA,IMDB
See You Yesterday,51.0,"['Action', 'Adventure', 'Crime']",84.0,,2019-05-17,5,2019,2010,Action,USA,IMDB
A Dog's Journey,75.0,"['Adventure', 'Comedy', 'Drama']",109.0,PG,2019-05-17,5,2019,2010,Adventure,China,IMDB
Tolkien,68.0,"['Biography', 'Drama', 'Romance']",112.0,PG-13,2019-05-10,5,2019,2010,Biography,USA,IMDB
Plus One,66.0,"['Comedy', 'Drama', 'Romance']",98.0,Not Rated,2019-06-14,6,2019,2010,Comedy,USA,IMDB
The Kill Team,59.0,"['Action', 'Drama', 'Thriller']",87.0,R,2019-10-25,10,2019,2010,Action,Spain,IMDB
UglyDolls,49.0,"['Animation', 'Adventure', 'Comedy']",87.0,PG,2019-05-03,5,2019,2010,Animation,China,IMDB
Crown Vic,64.0,"['Action', 'Crime', 'Drama']",110.0,R,2019-12-15,12,2019,2010,Action,USA,IMDB
Avengers: Endgame,84.0,"['Action', 'Adventure', 'Drama']",181.0,PG-13,2019-04-26,4,2019,2010,Action,USA,IMDB
Kingdom,67.0,"['Action', 'History', 'War']",134.0,R,2019-08-16,8,2019,2010,Action,Japan,IMDB
Someone Great,62.0,"['Comedy', 'Romance']",92.0,R,2019-04-19,4,2019,2010,Comedy,USA,IMDB
Little,54.0,"['Comedy', 'Fantasy', 'Romance']",109.0,PG-13,2019-04-12,4,2019,2010,Comedy,USA,IMDB
The Silence,53.0,"['Drama', 'Horror', 'Sci_Fi']",90.0,PG-13,2019-04-10,4,2019,2010,Drama,Canada,IMDB
Breakthrough,62.0,"['Biography', 'Drama']",116.0,PG,2019-04-17,4,2019,2010,Biography,USA,IMDB
After,54.0,"['Drama', 'Romance']",105.0,PG-13,2019-04-12,4,2019,2010,Drama,USA,IMDB
Hellboy,52.0,"['Action', 'Adventure', 'Fantasy']",120.0,R,2019-04-12,4,2019,2010,Action,USA,IMDB
The Haunting of Sharon Tate,28.0,"['Drama', 'Horror', 'Thriller']",94.0,R,2019-04-05,4,2019,2010,Drama,USA,IMDB
The Best of Enemies,71.0,"['Biography', 'Drama', 'History']",133.0,PG-13,2019-04-05,4,2019,2010,Biography,USA,IMDB
Missing Link,67.0,"['Animation', 'Adventure', 'Comedy']",93.0,PG,2019-04-12,4,2019,2010,Animation,Canada,IMDB
Ode to Joy,64.0,['Comedy'],97.0,R,2019-08-09,8,2019,2010,Comedy,USA,IMDB
Satanic Panic,56.0,"['Comedy', 'Horror']",85.0,Not Rated,2019-09-06,9,2019,2010,Comedy,USA,IMDB
Into the Ashes,54.0,"['Crime', 'Drama', 'Mystery']",98.0,Not Rated,2019-07-19,7,2019,2010,Crime,USA,IMDB
End of the Century,69.0,['Drama'],84.0,Not Rated,2019-08-16,8,2019,2010,Drama,Argentina,IMDB
Unplanned,58.0,"['Biography', 'Drama']",109.0,R,2019-03-29,3,2019,2010,Biography,USA,IMDB
Cuck,49.0,"['Crime', 'Drama', 'Thriller']",115.0,,2019-10-04,10,2019,2010,Crime,USA,IMDB
Mercy Black,49.0,"['Horror', 'Mystery', 'Thriller']",88.0,TV-14,2019-03-30,3,2019,2010,Horror,USA,IMDB
I Trapped the Devil,48.0,"['Drama', 'Horror', 'Mystery']",82.0,Not Rated,2019-04-26,4,2019,2010,Drama,USA,IMDB
Depraved,53.0,"['Drama', 'Horror', 'Thriller']",114.0,Not Rated,2019-09-13,9,2019,2010,Drama,USA,IMDB
Pet Sematary,57.0,"['Horror', 'Mystery', 'Thriller']",101.0,R,2019-04-05,4,2019,2010,Horror,USA,IMDB
Nancy Drew and the Hidden Staircase,57.0,"['Comedy', 'Crime', 'Drama']",89.0,PG,2019-03-26,3,2019,2010,Comedy,USA,IMDB
Finding Steve McQueen,62.0,"['Crime', 'Romance']",91.0,R,2019-03-15,3,2019,2010,Crime,USA,IMDB
Captive State,60.0,"['Action', 'Adventure', 'Drama']",109.0,PG-13,2019-03-15,3,2019,2010,Action,USA,IMDB
The Professor and the Madman,73.0,"['Biography', 'Drama']",124.0,,2019-05-10,5,2019,2010,Biography,Ireland,IMDB
Fisherman's Friends,69.0,"['Comedy', 'Drama', 'Family']",112.0,PG-13,2019-03-15,3,2019,2010,Comedy,UK,IMDB
Five Feet Apart,72.0,"['Drama', 'Romance']",116.0,PG-13,2019-03-15,3,2019,2010,Drama,USA,IMDB
The Parts You Lose,56.0,"['Crime', 'Drama', 'Thriller']",93.0,,2019-12-03,12,2019,2010,Crime,Canada,IMDB
Pain and Glory,76.0,['Drama'],113.0,R,2019-10-04,10,2019,2010,Drama,Spain,IMDB
Stuber,62.0,"['Action', 'Comedy', 'Crime']",93.0,R,2019-07-12,7,2019,2010,Action,USA,IMDB
Wonder Park,58.0,"['Animation', 'Adventure', 'Comedy']",85.0,PG,2019-03-15,3,2019,2010,Animation,Spain,IMDB
The Day Shall Come,59.0,"['Comedy', 'Crime']",87.0,Not Rated,2019-09-27,9,2019,2010,Comedy,UK,IMDB
I See You,68.0,"['Crime', 'Drama', 'Horror']",98.0,R,2019-12-19,12,2019,2010,Crime,USA,IMDB
Dumbo,63.0,"['Adventure', 'Family', 'Fantasy']",112.0,PG,2019-03-29,3,2019,2010,Adventure,USA,IMDB
Girl on the Third Floor,45.0,"['Drama', 'Horror', 'Mystery']",93.0,,2019-10-25,10,2019,2010,Drama,USA,IMDB
Adopt a Highway,62.0,['Drama'],78.0,Not Rated,2019-11-01,11,2019,2010,Drama,USA,IMDB
The Art of Self-Defense,67.0,"['Action', 'Comedy', 'Crime']",104.0,R,2019-07-19,7,2019,2010,Action,USA,IMDB
The Highwaymen,69.0,"['Biography', 'Crime', 'Drama']",132.0,R,2019-03-29,3,2019,2010,Biography,USA,IMDB
Booksmart,72.0,['Comedy'],102.0,R,2019-05-24,5,2019,2010,Comedy,USA,IMDB
Daniel Isn't Real,60.0,"['Fantasy', 'Horror', 'Mystery']",100.0,Not Rated,2019-12-06,12,2019,2010,Fantasy,USA,IMDB
Darlin',48.0,"['Horror', 'Thriller']",100.0,,2019-07-12,7,2019,2010,Horror,USA,IMDB
The Beach Bum,55.0,['Comedy'],95.0,R,2019-03-29,3,2019,2010,Comedy,Switzerland,IMDB
Villains,62.0,"['Comedy', 'Drama', 'Horror']",90.0,R,2019-09-20,9,2019,2010,Comedy,USA,IMDB
The Peanut Butter Falcon,76.0,"['Comedy', 'Drama']",97.0,PG-13,2019-08-23,8,2019,2010,Comedy,USA,IMDB
Long Shot,68.0,"['Comedy', 'Romance']",125.0,R,2019-05-03,5,2019,2010,Comedy,USA,IMDB
Sword of Trust,63.0,"['Comedy', 'Drama']",88.0,R,2019-07-19,7,2019,2010,Comedy,USA,IMDB
Body at Brighton Rock,52.0,"['Horror', 'Mystery', 'Thriller']",87.0,R,2019-04-26,4,2019,2010,Horror,USA,IMDB
Us,69.0,"['Horror', 'Mystery', 'Thriller']",116.0,R,2019-03-22,3,2019,2010,Horror,USA,IMDB
The Kid,59.0,"['Biography', 'Drama', 'Western']",100.0,R,2019-03-08,3,2019,2010,Biography,USA,IMDB
Triple Frontier,64.0,"['Action', 'Adventure', 'Crime']",125.0,R,2019-03-13,3,2019,2010,Action,USA,IMDB
Tyler Perry's A Madea Family Funeral,44.0,['Comedy'],109.0,PG-13,2019-03-01,3,2019,2010,Comedy,USA,IMDB
Captain Marvel,69.0,"['Action', 'Adventure', 'Sci_Fi']",123.0,PG-13,2019-03-08,3,2019,2010,Action,USA,IMDB
The Aftermath,63.0,"['Drama', 'Romance', 'War']",108.0,R,2019-03-15,3,2019,2010,Drama,Germany,IMDB
Trading Paint,45.0,"['Action', 'Drama', 'Sport']",87.0,R,2019-02-22,2,2019,2010,Action,Spain,IMDB
Happy Death Day 2U,62.0,"['Comedy', 'Horror', 'Mystery']",100.0,PG-13,2019-02-13,2,2019,2010,Comedy,USA,IMDB
Synonyms,65.0,"['Comedy', 'Drama']",123.0,Not Rated,2019-10-25,10,2019,2010,Comedy,France,IMDB
Elisa y Marcela,65.0,"['Biography', 'Drama', 'Romance']",118.0,,2019-06-07,6,2019,2010,Biography,Spain,IMDB
