Title,Rating,Genre,Runtime,MPAA/TV_Rating,Release_Date,Month,Year,Decade,Primary_Genre,Country,Source
Police Story: Lockdown,61.0,"['Action', 'Adventure', 'Crime']",110.0,Not Rated,2015-06-05,6,2015,2010,Action,China,IMDB
The Den,60.0,"['Horror', 'Mystery', 'Thriller']",76.0,R,2014-03-14,3,2014,2010,Horror,USA,IMDB
Mountain of the Moon,64.0,"['Action', 'Adventure']",148.0,Not Rated,2013-12-20,12,2013,2010,Action,India,IMDB
Dhoom 3,54.0,"['Action', 'Thriller']",172.0,Not Rated,2013-12-20,12,2013,2010,Action,India,IMDB
The Attorney,77.0,['Drama'],127.0,Not Rated,2013-12-18,12,2013,2010,Drama,South Korea,IMDB
Grudge Match,64.0,"['Comedy', 'Drama', 'Sport']",113.0,PG-13,2013-12-25,12,2013,2010,Comedy,USA,IMDB
Walking with Dinosaurs 3D,52.0,"['Animation', 'Adventure', 'Family']",87.0,PG,2013-12-20,12,2013,2010,Animation,UK,IMDB
Tyler Perry's A Madea Christmas,49.0,"['Comedy', 'Drama', 'Romance']",100.0,PG-13,2013-12-13,12,2013,2010,Comedy,USA,IMDB
American Hustle,72.0,"['Crime', 'Drama']",138.0,R,2013-12-20,12,2013,2010,Crime,USA,IMDB
The Wolf of Wall Street,82.0,"['Biography', 'Crime', 'Drama']",180.0,R,2013-12-25,12,2013,2010,Biography,USA,IMDB
The Adventurer: The Curse of the Midas Box,55.0,"['Adventure', 'Family', 'Fantasy']",100.0,PG,2013-12-05,12,2013,2010,Adventure,UK,IMDB
Enemies Closer,52.0,"['Action', 'Thriller']",85.0,R,2014-01-24,1,2014,2010,Action,USA,IMDB
Human Capital,73.0,"['Crime', 'Drama']",111.0,Not Rated,2014-01-09,1,2014,2010,Crime,Italy,IMDB
The Hobbit: The Desolation of Smaug,78.0,"['Adventure', 'Fantasy']",161.0,PG-13,2013-12-13,12,2013,2010,Adventure,New Zealand,IMDB
Homefront,65.0,"['Action', 'Crime', 'Thriller']",100.0,R,2013-11-27,11,2013,2010,Action,USA,IMDB
Black Nativity,46.0,"['Drama', 'Family', 'Music']",93.0,PG,2013-11-27,11,2013,2010,Drama,USA,IMDB
La mafia uccide solo d'estate,71.0,"['Comedy', 'Crime']",90.0,,2015-03-06,3,2015,2010,Comedy,Italy,IMDB
Anchorman 2: The Legend Continues,63.0,['Comedy'],119.0,PG-13,2013-12-18,12,2013,2010,Comedy,USA,IMDB
The Tale of The Princess Kaguya,80.0,"['Animation', 'Adventure', 'Drama']",137.0,PG,2013-11-23,11,2013,2010,Animation,Japan,IMDB
The Christmas Candle,62.0,"['Drama', 'Family']",100.0,PG,2013-11-22,11,2013,2010,Drama,UK,IMDB
Jack and the Cuckoo-Clock Heart,70.0,"['Animation', 'Adventure', 'Drama']",94.0,PG,2014-02-05,2,2014,2010,Animation,France,IMDB
The Best Man Holiday,67.0,"['Comedy', 'Drama']",123.0,R,2013-11-15,11,2013,2010,Comedy,USA,IMDB
Hard to Be a God,67.0,"['Drama', 'Sci_Fi']",177.0,Not Rated,2014-02-27,2,2014,2010,Drama,Russia,IMDB
Lone Survivor,75.0,"['Action', 'Biography', 'Drama']",121.0,R,2014-01-10,1,2014,2010,Action,USA,IMDB
The Hunger Games: Catching Fire,75.0,"['Action', 'Adventure', 'Mystery']",146.0,PG-13,2013-11-22,11,2013,2010,Action,USA,IMDB
Oldboy,57.0,"['Action', 'Drama', 'Mystery']",104.0,R,2013-11-27,11,2013,2010,Action,USA,IMDB
Frozen,74.0,"['Animation', 'Adventure', 'Comedy']",102.0,PG,2013-11-27,11,2013,2010,Animation,USA,IMDB
Out of the Furnace,68.0,"['Action', 'Crime', 'Drama']",116.0,R,2013-12-06,12,2013,2010,Action,UK,IMDB
A Night in Old Mexico,57.0,"['Adventure', 'Drama', 'Western']",103.0,Not Rated,2014-05-09,5,2014,2010,Adventure,USA,IMDB
Delivery Man,64.0,"['Comedy', 'Drama']",105.0,PG-13,2013-11-22,11,2013,2010,Comedy,USA,IMDB
The Devil's Violinist,61.0,"['Biography', 'Drama', 'Musical']",122.0,R,2015-01-30,1,2015,2010,Biography,Germany,IMDB
A Perfect Man,52.0,"['Drama', 'Romance']",95.0,R,2013-10-31,10,2013,2010,Drama,USA,IMDB
Last Vegas,66.0,"['Comedy', 'Drama']",105.0,PG-13,2013-11-01,11,2013,2010,Comedy,USA,IMDB
Brightest Star,51.0,"['Comedy', 'Drama', 'Romance']",80.0,TV-14,2014-01-31,1,2014,2010,Comedy,USA,IMDB
Ender's Game,66.0,"['Action', 'Adventure', 'Fantasy']",114.0,PG-13,2013-11-01,11,2013,2010,Action,USA,IMDB
Jackass Presents: Bad Grandpa,65.0,['Comedy'],92.0,R,2013-10-25,10,2013,2010,Comedy,USA,IMDB
The Protector 2,53.0,['Action'],104.0,R,2014-05-02,5,2014,2010,Action,Thailand,IMDB
Thor: The Dark World,69.0,"['Action', 'Adventure', 'Fantasy']",112.0,PG-13,2013-11-08,11,2013,2010,Action,USA,IMDB
Saving Mr. Banks,75.0,"['Biography', 'Comedy', 'Drama']",125.0,PG-13,2013-12-20,12,2013,2010,Biography,USA,IMDB
The Harvest,61.0,"['Drama', 'Mystery', 'Thriller']",104.0,Not Rated,2015-04-10,4,2015,2010,Drama,USA,IMDB
Te shu shen fen,55.0,"['Action', 'Crime']",99.0,R,2013-10-18,10,2013,2010,Action,China,IMDB
The Returned,59.0,"['Crime', 'Drama', 'Horror']",98.0,,2013-11-15,11,2013,2010,Crime,Spain,IMDB
I'm in Love with a Church Girl,44.0,"['Crime', 'Drama', 'Romance']",118.0,PG,2013-12-06,12,2013,2010,Crime,USA,IMDB
Gallows Hill,52.0,"['Horror', 'Mystery', 'Thriller']",87.0,R,2014-08-29,8,2014,2010,Horror,USA,IMDB
Gimme Shelter,65.0,['Drama'],101.0,PG-13,2014-10-29,10,2014,2010,Drama,USA,IMDB
Tangerines,82.0,"['Drama', 'War']",87.0,Not Rated,2015-04-17,4,2015,2010,Drama,Estonia,IMDB
52 Tuesdays,64.0,['Drama'],114.0,Not Rated,2014-05-01,5,2014,2010,Drama,Australia,IMDB
Walking With The Enemy,64.0,"['Action', 'Drama', 'History']",124.0,PG-13,2014-04-25,4,2014,2010,Action,Romania,IMDB
Charlie's Country,72.0,['Drama'],108.0,Not Rated,2014-07-17,7,2014,2010,Drama,Australia,IMDB
Her,80.0,"['Drama', 'Romance', 'Sci_Fi']",126.0,R,2014-01-10,1,2014,2010,Drama,USA,IMDB
Louder Than Words,60.0,"['Drama', 'Family']",95.0,PG-13,2014-07-01,7,2014,2010,Drama,USA,IMDB
Beneath,54.0,"['Adventure', 'Drama', 'Horror']",89.0,Not Rated,2014-07-25,7,2014,2010,Adventure,USA,IMDB
CBGB,66.0,"['Crime', 'Drama', 'Music']",102.0,R,2013-10-11,10,2013,2010,Crime,USA,IMDB
Carrie,59.0,"['Drama', 'Horror']",100.0,R,2013-10-18,10,2013,2010,Drama,USA,IMDB
Adult World,61.0,"['Comedy', 'Drama']",97.0,R,2014-02-14,2,2014,2010,Comedy,USA,IMDB
The Secret Life of Walter Mitty,73.0,"['Comedy', 'Drama', 'Fantasy']",114.0,PG,2013-12-25,12,2013,2010,Comedy,USA,IMDB
Han Gong-ju,72.0,['Drama'],112.0,R,2014-04-17,4,2014,2010,Drama,South Korea,IMDB
Pulling Strings,60.0,"['Comedy', 'Romance']",111.0,PG,2013-11-08,11,2013,2010,Comedy,Mexico,IMDB
Grace Unplugged,61.0,"['Drama', 'Music']",102.0,PG,2014-09-01,9,2014,2010,Drama,USA,IMDB
The Counselor,53.0,"['Crime', 'Drama', 'Thriller']",117.0,R,2013-10-25,10,2013,2010,Crime,UK,IMDB
The Book Thief,76.0,"['Drama', 'War']",131.0,PG-13,2013-11-27,11,2013,2010,Drama,USA,IMDB
White Rabbit,60.0,['Drama'],90.0,Not Rated,2015-02-13,2,2015,2010,Drama,USA,IMDB
The Young and Prodigious T.S. Spivet,71.0,"['Action', 'Adventure', 'Comedy']",105.0,PG,2015-07-31,7,2015,2010,Action,France,IMDB
Nurse 3D,45.0,"['Horror', 'Thriller']",84.0,R,2013-10-24,10,2013,2010,Horror,USA,IMDB
Captain Phillips,78.0,"['Biography', 'Crime', 'Drama']",134.0,PG-13,2013-10-11,10,2013,2010,Biography,USA,IMDB
Baggage Claim,51.0,"['Comedy', 'Romance']",96.0,PG-13,2013-09-27,9,2013,2010,Comedy,USA,IMDB
Cloudy With a Chance of Meatballs 2,64.0,"['Animation', 'Adventure', 'Comedy']",95.0,PG,2013-09-27,9,2013,2010,Animation,USA,IMDB
Nothing Left to Fear,44.0,['Horror'],100.0,R,2013-09-26,9,2013,2010,Horror,USA,IMDB
Knights of Badassdom,56.0,"['Action', 'Adventure', 'Comedy']",86.0,R,2014-04-11,4,2014,2010,Action,USA,IMDB
The Boy and the World,76.0,"['Animation', 'Adventure', 'Family']",80.0,PG,2014-01-17,1,2014,2010,Animation,Brazil,IMDB
Cold Comes the Night,57.0,"['Crime', 'Thriller']",90.0,R,2014-01-10,1,2014,2010,Crime,USA,IMDB
Grand Piano,59.0,"['Drama', 'Music', 'Mystery']",90.0,R,2013-10-25,10,2013,2010,Drama,Spain,IMDB
Machete Kills,56.0,"['Action', 'Crime', 'Thriller']",107.0,R,2013-10-11,10,2013,2010,Action,USA,IMDB
Battle of the Year,50.0,"['Drama', 'Music']",110.0,PG-13,2013-09-20,9,2013,2010,Drama,USA,IMDB
Runner Runner,56.0,"['Crime', 'Thriller']",88.0,R,2013-10-04,10,2013,2010,Crime,USA,IMDB
Cas & Dylan,66.0,"['Comedy', 'Drama']",90.0,Not Rated,2015-05-01,5,2015,2010,Comedy,Canada,IMDB
Witching and Bitching,64.0,"['Action', 'Comedy', 'Fantasy']",112.0,Not Rated,2013-09-27,9,2013,2010,Action,Spain,IMDB
Autumn Blood,53.0,"['Drama', 'Thriller']",100.0,R,2014-09-10,9,2014,2010,Drama,Austria,IMDB
Life of Crime,58.0,"['Comedy', 'Crime']",98.0,R,2014-08-29,8,2014,2010,Comedy,USA,IMDB
Insidious: Chapter 2,66.0,"['Horror', 'Mystery', 'Thriller']",106.0,PG-13,2013-09-13,9,2013,2010,Horror,USA,IMDB
R100,60.0,"['Comedy', 'Drama']",99.0,Not Rated,2015-01-23,1,2015,2010,Comedy,Japan,IMDB
The Right Kind of Wrong,61.0,"['Comedy', 'Romance']",97.0,R,2014-02-06,2,2014,2010,Comedy,Canada,IMDB
The Love Punch,58.0,['Comedy'],94.0,PG-13,2014-05-23,5,2014,2010,Comedy,France,IMDB
The Face of Love,62.0,"['Drama', 'Mystery', 'Romance']",92.0,PG-13,2013-10-25,10,2013,2010,Drama,USA,IMDB
Vikingdom,33.0,"['Action', 'Adventure', 'Fantasy']",114.0,Not Rated,2013-10-04,10,2013,2010,Action,Malaysia,IMDB
A Wolf at the Door,74.0,"['Crime', 'Drama', 'Thriller']",101.0,Not Rated,2014-06-05,6,2014,2010,Crime,Brazil,IMDB
The Art of the Steal,63.0,"['Comedy', 'Crime', 'Thriller']",90.0,R,2014-06-20,6,2014,2010,Comedy,Canada,IMDB
The Bachelor Weekend,61.0,['Comedy'],94.0,,2014-03-07,3,2014,2010,Comedy,Ireland,IMDB
The Family,63.0,"['Comedy', 'Crime', 'Thriller']",111.0,R,2013-09-13,9,2013,2010,Comedy,USA,IMDB
Felony,61.0,"['Crime', 'Drama', 'Thriller']",105.0,,2014-08-28,8,2014,2010,Crime,Australia,IMDB
Almost Human,46.0,"['Horror', 'Sci_Fi', 'Thriller']",80.0,Not Rated,2014-09-26,9,2014,2010,Horror,USA,IMDB
Proxy,57.0,"['Drama', 'Horror', 'Thriller']",120.0,Not Rated,2014-04-18,4,2014,2010,Drama,USA,IMDB
How I Live Now,65.0,"['Romance', 'Sci_Fi', 'Thriller']",101.0,R,2013-10-04,10,2013,2010,Romance,UK,IMDB
The Disappearance of Eleanor Rigby: Her,69.0,"['Drama', 'Romance']",100.0,R,2014-10-10,10,2014,2010,Drama,USA,IMDB
Sunshine on Leith,66.0,"['Comedy', 'Drama', 'Musical']",100.0,PG,2013-10-04,10,2013,2010,Comedy,UK,IMDB
The Liberator,68.0,"['Biography', 'Drama', 'History']",119.0,R,2014-07-24,7,2014,2010,Biography,Venezuela,IMDB
Third Person,63.0,"['Drama', 'Romance']",137.0,R,2014-11-14,11,2014,2010,Drama,Belgium,IMDB
Afflicted,63.0,"['Action', 'Adventure', 'Horror']",85.0,R,2015-01-27,1,2015,2010,Action,Canada,IMDB
McCanick,47.0,"['Crime', 'Drama', 'Mystery']",96.0,R,2014-03-21,3,2014,2010,Crime,USA,IMDB
Metallica Through the Never,72.0,['Music'],93.0,R,2013-10-04,10,2013,2010,Music,USA,IMDB
The Disappearance of Eleanor Rigby: Him,69.0,"['Drama', 'Romance']",89.0,R,2014-10-10,10,2014,2010,Drama,USA,IMDB
August: Osage County,72.0,"['Comedy', 'Drama']",121.0,R,2014-01-10,1,2014,2010,Comedy,USA,IMDB
One Chance,68.0,"['Biography', 'Comedy', 'Drama']",103.0,PG-13,2013-10-25,10,2013,2010,Biography,UK,IMDB
Eastern Boys,69.0,"['Crime', 'Drama', 'Romance']",128.0,Not Rated,2014-04-02,4,2014,2010,Crime,France,IMDB
Belle,73.0,"['Biography', 'Drama', 'Romance']",100.0,PG,2014-06-13,6,2014,2010,Biography,UK,IMDB
The Green Inferno,53.0,"['Adventure', 'Horror']",100.0,R,2015-09-25,9,2015,2010,Adventure,USA,IMDB
Dom Hemingway,62.0,"['Comedy', 'Crime', 'Drama']",93.0,R,2013-11-15,11,2013,2010,Comedy,UK,IMDB
Oculus,65.0,"['Horror', 'Mystery']",104.0,R,2014-04-11,4,2014,2010,Horror,USA,IMDB
The Grand Seduction,70.0,['Comedy'],113.0,PG-13,2014-05-30,5,2014,2010,Comedy,Canada,IMDB
Half of a Yellow Sun,61.0,"['Drama', 'Romance']",111.0,R,2014-05-16,5,2014,2010,Drama,Nigeria,IMDB
Khumba,57.0,"['Animation', 'Adventure', 'Family']",85.0,Not Rated,2013-10-25,10,2013,2010,Animation,South Africa,IMDB
Devil's Knot,61.0,"['Biography', 'Crime', 'Drama']",114.0,Not Rated,2014-03-12,3,2014,2010,Biography,USA,IMDB
Pelo malo,70.0,['Drama'],93.0,,2014-04-25,4,2014,2010,Drama,Venezuela,IMDB
Bad Turn Worse,55.0,"['Crime', 'Drama', 'Thriller']",92.0,Not Rated,2014-11-14,11,2014,2010,Crime,USA,IMDB
Hateship Loveship,61.0,"['Drama', 'Romance']",104.0,R,2014-06-12,6,2014,2010,Drama,USA,IMDB
Jimi: All Is by My Side,57.0,"['Biography', 'Drama', 'Music']",118.0,R,2014-10-24,10,2014,2010,Biography,Ireland,IMDB
Le Week-end,63.0,"['Comedy', 'Drama', 'Romance']",93.0,R,2013-10-11,10,2013,2010,Comedy,UK,IMDB
Enough Said,70.0,"['Comedy', 'Drama', 'Romance']",93.0,PG-13,2013-10-11,10,2013,2010,Comedy,USA,IMDB
Words and Pictures,66.0,"['Comedy', 'Drama', 'Romance']",111.0,PG-13,2014-07-17,7,2014,2010,Comedy,USA,IMDB
Metalhead,71.0,['Drama'],97.0,Not Rated,2015-03-20,3,2015,2010,Drama,Iceland,IMDB
Mandela: Long Walk to Freedom,71.0,"['Biography', 'Drama', 'History']",141.0,PG-13,2013-12-25,12,2013,2010,Biography,UK,IMDB
Fading Gigolo,62.0,['Comedy'],90.0,R,2014-04-09,4,2014,2010,Comedy,USA,IMDB
Begin Again,74.0,"['Comedy', 'Drama', 'Music']",104.0,R,2014-07-11,7,2014,2010,Comedy,USA,IMDB
Are You Here,53.0,"['Comedy', 'Drama']",114.0,R,2014-08-22,8,2014,2010,Comedy,USA,IMDB
Dallas Buyers Club,80.0,"['Biography', 'Drama']",117.0,R,2013-11-22,11,2013,2010,Biography,USA,IMDB
In Secret,61.0,"['Crime', 'Drama', 'Thriller']",107.0,R,2014-04-03,4,2014,2010,Crime,Serbia,IMDB
Violette,70.0,"['Biography', 'Drama', 'Romance']",139.0,Not Rated,2013-11-06,11,2013,2010,Biography,France,IMDB
The Last of Robin Hood,57.0,"['Biography', 'Drama', 'Romance']",94.0,R,2014-12-05,12,2014,2010,Biography,USA,IMDB
Blood Glacier,54.0,"['Horror', 'Mystery', 'Sci_Fi']",98.0,Not Rated,2013-09-27,9,2013,2010,Horror,Austria,IMDB
Bad Words,66.0,"['Comedy', 'Drama']",89.0,R,2014-03-28,3,2014,2010,Comedy,USA,IMDB
The Railway Man,71.0,"['Biography', 'Drama', 'Romance']",116.0,R,2014-05-23,5,2014,2010,Biography,Switzerland,IMDB
Lucky Them,61.0,"['Comedy', 'Drama']",97.0,R,2015-04-24,4,2015,2010,Comedy,USA,IMDB
The Ultimate Life,59.0,"['Drama', 'Romance']",105.0,PG,2013-09-06,9,2013,2010,Drama,USA,IMDB
Horns,65.0,"['Comedy', 'Crime', 'Drama']",120.0,R,2014-10-03,10,2014,2010,Comedy,USA,IMDB
Stray Dogs,70.0,['Drama'],138.0,Not Rated,2014-02-21,2,2014,2010,Drama,Taiwan,IMDB
All Cheerleaders Die,51.0,"['Comedy', 'Fantasy', 'Horror']",89.0,Not Rated,2014-05-08,5,2014,2010,Comedy,USA,IMDB
The Fifth Estate,62.0,"['Biography', 'Crime', 'Drama']",128.0,R,2013-10-18,10,2013,2010,Biography,USA,IMDB
Diana,55.0,"['Biography', 'Drama', 'Romance']",113.0,PG-13,2013-09-20,9,2013,2010,Biography,UK,IMDB
Moebius,64.0,"['Drama', 'Thriller']",89.0,Not Rated,2014-08-29,8,2014,2010,Drama,South Korea,IMDB
Locke,71.0,['Drama'],85.0,R,2014-04-18,4,2014,2010,Drama,UK,IMDB
Tom at the Farm,70.0,"['Drama', 'Mystery', 'Thriller']",102.0,Not Rated,2015-08-14,8,2015,2010,Drama,France,IMDB
The Sacrament,61.0,"['Horror', 'Thriller']",99.0,R,2014-05-01,5,2014,2010,Horror,USA,IMDB
The Zero Theorem,61.0,"['Comedy', 'Drama', 'Fantasy']",107.0,R,2014-08-19,8,2014,2010,Comedy,UK,IMDB
Miss Violence,71.0,['Drama'],98.0,,2013-11-07,11,2013,2010,Drama,Greece,IMDB
Parkland,64.0,"['Drama', 'History', 'Mystery']",93.0,PG-13,2013-10-02,10,2013,2010,Drama,USA,IMDB
Philomena,76.0,"['Biography', 'Comedy', 'Drama']",98.0,PG-13,2013-11-27,11,2013,2010,Biography,UK,IMDB
"1,000 Times Good Night",71.0,"['Drama', 'War']",117.0,Not Rated,2014-10-24,10,2014,2010,Drama,Norway,IMDB
Night Moves,60.0,"['Drama', 'Thriller']",112.0,R,2014-04-23,4,2014,2010,Drama,USA,IMDB
The Invisible Woman,61.0,"['Biography', 'Drama', 'History']",111.0,R,2014-02-21,2,2014,2010,Biography,UK,IMDB
Ida,74.0,['Drama'],82.0,PG-13,2013-10-25,10,2013,2010,Drama,Poland,IMDB
Starred Up,74.0,"['Crime', 'Drama']",106.0,Not Rated,2014-08-26,8,2014,2010,Crime,UK,IMDB
Joe,69.0,"['Crime', 'Drama']",117.0,R,2014-04-11,4,2014,2010,Crime,USA,IMDB
Instructions Not Included,75.0,"['Comedy', 'Drama']",122.0,PG-13,2013-09-06,9,2013,2010,Comedy,Mexico,IMDB
Ragnarok,59.0,"['Adventure', 'Fantasy']",100.0,PG-13,2013-10-04,10,2013,2010,Adventure,Norway,IMDB
12 Years a Slave,81.0,"['Biography', 'Drama', 'History']",134.0,R,2013-11-08,11,2013,2010,Biography,UK,IMDB
Wolf Creek 2,61.0,"['Action', 'Horror', 'Thriller']",106.0,Not Rated,2014-04-17,4,2014,2010,Action,Australia,IMDB
Labor Day,69.0,"['Drama', 'Romance', 'Thriller']",111.0,PG-13,2014-01-31,1,2014,2010,Drama,USA,IMDB
Palo Alto,62.0,['Drama'],100.0,R,2014-05-09,5,2014,2010,Drama,USA,IMDB
Why Don't You Play in Hell?,72.0,"['Action', 'Comedy']",129.0,Not Rated,2014-11-07,11,2014,2010,Action,Japan,IMDB
Home from Home: Chronicle of a Vision,79.0,"['Drama', 'History']",231.0,Not Rated,2015-09-11,9,2015,2010,Drama,Germany,IMDB
Under the Skin,63.0,"['Drama', 'Horror', 'Sci_Fi']",108.0,R,2014-03-14,3,2014,2010,Drama,Switzerland,IMDB
Of Horses and Men,68.0,"['Comedy', 'Drama', 'Romance']",81.0,Not Rated,2015-03-11,3,2015,2010,Comedy,Iceland,IMDB
Bethlehem,71.0,"['Drama', 'Thriller', 'War']",99.0,,2013-09-26,9,2013,2010,Drama,Israel,IMDB
Closed Circuit,62.0,"['Crime', 'Drama', 'Mystery']",96.0,R,2013-08-28,8,2013,2010,Crime,UK,IMDB
Gerontophilia,63.0,"['Comedy', 'Romance']",82.0,Not Rated,2014-07-04,7,2014,2010,Comedy,Canada,IMDB
Gravity,77.0,"['Drama', 'Sci_Fi', 'Thriller']",91.0,PG-13,2013-10-04,10,2013,2010,Drama,UK,IMDB
Riddick,64.0,"['Action', 'Adventure', 'Sci_Fi']",119.0,R,2013-09-06,9,2013,2010,Action,Canada,IMDB
The French Minister,63.0,['Comedy'],113.0,Not Rated,2013-11-06,11,2013,2010,Comedy,France,IMDB
Getaway,44.0,"['Action', 'Crime', 'Thriller']",90.0,PG-13,2013-08-30,8,2013,2010,Action,USA,IMDB
Chinese Puzzle,70.0,"['Comedy', 'Drama', 'Romance']",117.0,R,2014-05-16,5,2014,2010,Comedy,France,IMDB
Flu,67.0,"['Action', 'Drama', 'Sci_Fi']",122.0,Not Rated,2013-08-15,8,2013,2010,Action,South Korea,IMDB
Open Grave,62.0,"['Horror', 'Mystery', 'Thriller']",102.0,Not Rated,2014-01-03,1,2014,2010,Horror,USA,IMDB
Kick-Ass 2,65.0,"['Action', 'Comedy', 'Crime']",103.0,R,2013-08-16,8,2013,2010,Action,UK,IMDB
10 Rules for Sleeping Around,37.0,"['Comedy', 'Romance']",94.0,R,2014-04-04,4,2014,2010,Comedy,USA,IMDB
Gabrielle,70.0,"['Drama', 'Music', 'Romance']",104.0,R,2013-10-16,10,2013,2010,Drama,Canada,IMDB
The Strange Color of Your Body's Tears,60.0,"['Horror', 'Mystery', 'Thriller']",102.0,Not Rated,2014-03-12,3,2014,2010,Horror,Belgium,IMDB
The Mortal Instruments: City of Bones,59.0,"['Action', 'Adventure', 'Fantasy']",130.0,PG-13,2013-08-21,8,2013,2010,Action,USA,IMDB
The Amazing Catfish,70.0,"['Comedy', 'Drama']",89.0,Not Rated,2014-04-04,4,2014,2010,Comedy,Mexico,IMDB
Chennai Express,60.0,"['Action', 'Comedy']",141.0,Not Rated,2013-08-08,8,2013,2010,Action,India,IMDB
Percy Jackson: Sea of Monsters,58.0,"['Adventure', 'Family', 'Fantasy']",106.0,PG,2013-08-07,8,2013,2010,Adventure,USA,IMDB
Elysium,66.0,"['Action', 'Drama', 'Sci_Fi']",109.0,R,2013-08-09,8,2013,2010,Action,USA,IMDB
Planes,57.0,"['Animation', 'Adventure', 'Comedy']",91.0,PG,2013-08-09,8,2013,2010,Animation,USA,IMDB
The Butler,72.0,"['Biography', 'Drama']",132.0,PG-13,2013-08-16,8,2013,2010,Biography,USA,IMDB
We're the Millers,70.0,"['Comedy', 'Crime']",110.0,R,2013-08-07,8,2013,2010,Comedy,USA,IMDB
These Final Hours,67.0,"['Drama', 'Sci_Fi', 'Thriller']",87.0,R,2014-07-31,7,2014,2010,Drama,Australia,IMDB
Curse of Chucky,56.0,"['Horror', 'Thriller']",97.0,R,2013-09-24,9,2013,2010,Horror,USA,IMDB
Assault on Wall Street,60.0,"['Action', 'Drama', 'Thriller']",99.0,R,2013-07-30,7,2013,2010,Action,Canada,IMDB
2 Guns,67.0,"['Action', 'Comedy', 'Thriller']",109.0,R,2013-08-02,8,2013,2010,Action,USA,IMDB
The Canyons,38.0,"['Drama', 'Thriller']",99.0,R,2013-08-02,8,2013,2010,Drama,USA,IMDB
Snowpiercer,71.0,"['Action', 'Drama', 'Sci_Fi']",126.0,R,2014-07-11,7,2014,2010,Action,South Korea,IMDB
The Smurfs 2,53.0,"['Animation', 'Adventure', 'Comedy']",105.0,PG,2013-07-31,7,2013,2010,Animation,USA,IMDB
Patrick: Evil Awakens,49.0,['Horror'],96.0,Not Rated,2014-03-14,3,2014,2010,Horror,Australia,IMDB
The To Do List,58.0,"['Comedy', 'Romance']",104.0,R,2013-07-26,7,2013,2010,Comedy,USA,IMDB
Alan Partridge,69.0,"['Action', 'Comedy', 'Crime']",90.0,R,2014-02-27,2,2014,2010,Action,UK,IMDB
Blue Jasmine,73.0,['Drama'],98.0,PG-13,2013-08-23,8,2013,2010,Drama,USA,IMDB
The Wind Rises,78.0,"['Animation', 'Biography', 'Drama']",126.0,PG-13,2014-02-21,2,2014,2010,Animation,Japan,IMDB
RED 2,66.0,"['Action', 'Adventure', 'Comedy']",116.0,PG-13,2013-07-19,7,2013,2010,Action,USA,IMDB
Underdogs,65.0,"['Animation', 'Adventure', 'Family']",85.0,PG,2013-07-18,7,2013,2010,Animation,Argentina,IMDB
Escape Plan,67.0,"['Action', 'Thriller']",115.0,R,2013-10-18,10,2013,2010,Action,USA,IMDB
R.I.P.D.,56.0,"['Action', 'Adventure', 'Comedy']",96.0,PG-13,2013-07-19,7,2013,2010,Action,USA,IMDB
The Wolverine,67.0,"['Action', 'Adventure', 'Sci_Fi']",126.0,PG-13,2013-07-26,7,2013,2010,Action,USA,IMDB
Life's a Breeze,63.0,"['Comedy', 'Drama']",83.0,R,2013-07-19,7,2013,2010,Comedy,Ireland,IMDB
Make Your Move,56.0,"['Drama', 'Musical', 'Romance']",110.0,PG-13,2014-04-17,4,2014,2010,Drama,South Korea,IMDB
Trap for Cinderella,56.0,"['Crime', 'Drama', 'Mystery']",100.0,Not Rated,2013-07-12,7,2013,2010,Crime,UK,IMDB
Pawn Shop Chronicles,59.0,"['Action', 'Comedy', 'Crime']",112.0,R,2014-01-18,1,2014,2010,Action,USA,IMDB
Grown Ups 2,54.0,['Comedy'],101.0,PG-13,2013-07-12,7,2013,2010,Comedy,USA,IMDB
The Frozen Ground,64.0,"['Crime', 'Drama', 'Thriller']",105.0,R,2013-07-11,7,2013,2010,Crime,USA,IMDB
Turbo,64.0,"['Animation', 'Adventure', 'Comedy']",96.0,PG,2013-07-17,7,2013,2010,Animation,USA,IMDB
The World's End,70.0,"['Action', 'Comedy', 'Sci_Fi']",109.0,R,2013-08-23,8,2013,2010,Action,UK,IMDB
Contracted,53.0,"['Drama', 'Horror', 'Thriller']",84.0,Not Rated,2013-11-22,11,2013,2010,Drama,USA,IMDB
After the Dark,57.0,"['Drama', 'Fantasy', 'Sci_Fi']",107.0,R,2013-10-10,10,2013,2010,Drama,USA,IMDB
Man of Tai Chi,61.0,"['Action', 'Drama']",105.0,R,2013-07-05,7,2013,2010,Action,USA,IMDB
A Field in England,63.0,"['Drama', 'History', 'Horror']",90.0,Not Rated,2013-07-05,7,2013,2010,Drama,UK,IMDB
The Notebook,70.0,"['Drama', 'War']",112.0,R,2013-09-19,9,2013,2010,Drama,Hungary,IMDB
Pacific Rim,69.0,"['Action', 'Adventure', 'Sci_Fi']",131.0,PG-13,2013-07-12,7,2013,2010,Action,USA,IMDB
Burning Blue,61.0,"['Biography', 'Drama', 'Romance']",96.0,R,2014-06-06,6,2014,2010,Biography,USA,IMDB
Killing Season,54.0,"['Action', 'Drama', 'Thriller']",91.0,R,2013-07-25,7,2013,2010,Action,USA,IMDB
About Time,78.0,"['Comedy', 'Drama', 'Fantasy']",123.0,R,2013-11-08,11,2013,2010,Comedy,UK,IMDB
