Decade,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci_Fi,Sport,Thriller,War,Western
1950,0.05172413793103448,0.08620689655172414,0.034482758620689655,0.06896551724137931,0.25862068965517243,0.1206896551724138,0.6896551724137931,0.05172413793103448,0.05172413793103448,0.034482758620689655,0.034482758620689655,0.05172413793103448,0.1896551724137931,0.10344827586206896,0.25862068965517243,0.05172413793103448,0.017241379310344827,0.20689655172413793,0.034482758620689655,0.10344827586206896
1960,0.136986301369863,0.2465753424657534,0.00684931506849315,0.04794520547945205,0.2602739726027397,0.136986301369863,0.547945205479452,0.07534246575342465,0.06164383561643835,0.04794520547945205,0.08904109589041095,0.03424657534246575,0.04794520547945205,0.0684931506849315,0.1917808219178082,0.03424657534246575,0.03424657534246575,0.17123287671232876,0.0684931506849315,0.0958904109589041
1970,0.20178041543026706,0.1513353115727003,0.020771513353115726,0.04451038575667656,0.2997032640949555,0.2195845697329377,0.5756676557863502,0.04451038575667656,0.05934718100890208,0.02373887240356083,0.11869436201780416,0.032640949554896145,0.02373887240356083,0.09495548961424333,0.12462908011869436,0.09495548961424333,0.026706231454005934,0.18991097922848665,0.05637982195845697,0.050445103857566766
1980,0.21204188481675393,0.16099476439790575,0.013089005235602094,0.04450261780104712,0.4489528795811518,0.19109947643979058,0.4816753926701571,0.04057591623036649,0.08376963350785341,0.0274869109947644,0.1505235602094241,0.049738219895287955,0.01963350785340314,0.06806282722513089,0.1662303664921466,0.07853403141361257,0.034031413612565446,0.13481675392670156,0.02617801047120419,0.005235602094240838
1990,0.18907103825136612,0.12240437158469945,0.025136612021857924,0.05683060109289618,0.45792349726775955,0.2174863387978142,0.5879781420765028,0.06775956284153005,0.073224043715847,0.022950819672131147,0.07868852459016394,0.03715846994535519,0.002185792349726776,0.07868852459016394,0.2098360655737705,0.06994535519125683,0.02185792349726776,0.15081967213114755,0.017486338797814208,0.002185792349726776
2000,0.1677070328755722,0.12359550561797752,0.042863087806908035,0.05826050769870995,0.4140657511444028,0.19309196837286724,0.634207240948814,0.052434456928838954,0.06741573033707865,0.02663337494798169,0.07948397836038286,0.037037037037037035,0.011235955056179775,0.08489388264669163,0.23720349563046192,0.039950062421972535,0.029130253849354974,0.1285892634207241,0.024136496046608405,0.0020807324178110697
2010,0.18861908265881777,0.1346578366445916,0.04660289428501349,0.08903605592347315,0.33259749816041206,0.15378955114054452,0.6544027471179789,0.036055923473142015,0.06671572234486142,0.03850870738287957,0.1275447633063527,0.031150355653666913,0.004415011037527594,0.09099828305126319,0.15918567574196713,0.057640421878832476,0.015943095413294087,0.1780721118469463,0.015943095413294087,0.008830022075055188
